Phi[deg],Theta[deg],dB(DirTotal)
152,46,1.37
154,46,1.47678
156,46,1.57673
158,46,1.66956
160,46,1.75502
162,46,1.83288
164,46,1.90293
166,46,1.96499
168,46,2.01889
170,46,2.06451
172,46,2.10172
174,46,2.13043
176,46,2.15058
178,46,2.16212
180,46,2.16501
-180,48,2.16594
-178,48,2.15985
-176,48,2.14453
-174,48,2.12003
-172,48,2.08641
-170,48,2.04375
-168,48,1.99217
-166,48,1.93179
-164,48,1.86277
-162,48,1.78528
-160,48,1.69953
-158,48,1.60572
-156,48,1.5041
-154,48,1.39494
-152,48,1.27853
-150,48,1.15519
-148,48,1.02524
-146,48,0.889074
-144,48,0.747074
-142,48,0.599673
-140,48,0.447331
-138,48,0.290547
-136,48,0.129855
-134,48,-0.0341681
-132,48,-0.2009
-130,48,-0.369671
-128,48,-0.539762
-126,48,-0.710397
-124,48,-0.880746
-122,48,-1.04992
-120,48,-1.21697
-118,48,-1.3809
-116,48,-1.54065
-114,48,-1.69511
-112,48,-1.84313
-110,48,-1.98354
-108,48,-2.11515
-106,48,-2.23678
-104,48,-2.34726
-102,48,-2.44549
-100,48,-2.53044
-98,48,-2.60116
-96,48,-2.65687
-94,48,-2.69691
-92,48,-2.72081
-90,48,-2.72829
-88,48,-2.71926
-86,48,-2.69384
-84,48,-2.65235
-82,48,-2.59529
-80,48,-2.52334
-78,48,-2.43731
-76,48,-2.33816
-74,48,-2.22692
-72,48,-2.10471
-70,48,-1.97268
-68,48,-1.832
-66,48,-1.68386
-64,48,-1.52942
-62,48,-1.36981
-60,48,-1.20611
-58,48,-1.03937
-56,48,-0.870576
-54,48,-0.700661
-52,48,-0.530498
-50,48,-0.360909
-48,48,-0.192657
-46,48,-0.0264573
-44,48,0.137027
-42,48,0.297178
-40,48,0.453419
-38,48,0.605214
-36,48,0.752064
-34,48,0.893504
-32,48,1.0291
-30,48,1.15845
-28,48,1.28119
-26,48,1.39695
-24,48,1.50543
-22,48,1.60632
-20,48,1.69936
-18,48,1.7843
-16,48,1.86091
-14,48,1.92899
-12,48,1.98837
-10,48,2.0389
-8,48,2.08045
-6,48,2.1129
-4,48,2.13619
-2,48,2.15024
0,48,2.15503
2,48,2.15055
4,48,2.1368
6,48,2.11382
8,48,2.08167
10,48,2.04044
12,48,1.99023
14,48,1.93116
16,48,1.8634
18,48,1.78712
20,48,1.70252
22,48,1.60981
24,48,1.50926
26,48,1.40113
28,48,1.28572
30,48,1.16335
32,48,1.03436
34,48,0.899132
36,48,0.758066
38,48,0.611594
40,48,0.460181
42,48,0.304325
44,48,0.144562
46,48,-0.0185352
48,48,-0.184348
50,48,-0.352213
52,48,-0.521418
54,48,-0.691199
56,48,-0.860736
58,48,-1.02915
60,48,-1.19552
62,48,-1.35885
64,48,-1.51809
66,48,-1.67215
68,48,-1.81991
70,48,-1.96018
72,48,-2.0918
74,48,-2.21357
76,48,-2.32433
78,48,-2.42296
80,48,-2.50841
82,48,-2.57974
84,48,-2.6361
86,48,-2.67683
88,48,-2.70141
90,48,-2.70952
92,48,-2.70105
94,48,-2.67608
96,48,-2.6349
98,48,-2.57798
100,48,-2.50599
102,48,-2.41974
104,48,-2.32017
106,48,-2.20833
108,48,-2.08534
110,48,-1.95238
112,48,-1.81065
114,48,-1.66135
116,48,-1.50568
118,48,-1.3448
120,48,-1.17982
122,48,-1.01182
124,48,-0.841811
126,48,-0.670756
128,48,-0.499551
130,48,-0.329036
132,48,-0.159994
134,48,0.00684785
136,48,0.170815
138,48,0.33128
140,48,0.487664
142,48,0.639429
144,48,0.786075
146,48,0.927141
148,48,1.0622
150,48,1.19086
152,48,1.31274
154,48,1.42753
156,48,1.53489
158,48,1.63456
160,48,1.72627
162,48,1.80979
164,48,1.8849
166,48,1.95143
168,48,2.00921
170,48,2.0581
172,48,2.09799
174,48,2.12877
176,48,2.15039
178,48,2.16279
180,48,2.16594
-180,50,2.1677
-178,50,2.16128
-176,50,2.14502
-174,50,2.11898
-172,50,2.08321
-170,50,2.03781
-168,50,1.98289
-166,50,1.91857
-164,50,1.84502
-162,50,1.76241
-160,50,1.67093
-158,50,1.57081
-156,50,1.46229
-154,50,1.34565
-152,50,1.22117
-150,50,1.08916
-148,50,0.949974
-146,50,0.803979
-144,50,0.651573
-142,50,0.493186
-140,50,0.329284
-138,50,0.160368
-136,50,-0.0130186
-134,50,-0.190288
-132,50,-0.370803
-130,50,-0.553874
-128,50,-0.73875
-126,50,-0.92462
-124,50,-1.11061
-122,50,-1.29575
-120,50,-1.47904
-118,50,-1.65938
-116,50,-1.83558
-114,50,-2.00642
-112,50,-2.17059
-110,50,-2.32675
-108,50,-2.47353
-106,50,-2.60952
-104,50,-2.73335
-102,50,-2.8437
-100,50,-2.93931
-98,50,-3.01906
-96,50,-3.08195
-94,50,-3.1272
-92,50,-3.1542
-90,50,-3.16261
-88,50,-3.15232
-86,50,-3.12349
-84,50,-3.07651
-82,50,-3.012
-80,50,-2.9308
-78,50,-2.83391
-76,50,-2.72248
-74,50,-2.59777
-72,50,-2.46112
-70,50,-2.31388
-68,50,-2.15744
-66,50,-1.99316
-64,50,-1.82237
-62,50,-1.64634
-60,50,-1.4663
-58,50,-1.2834
-56,50,-1.09871
-54,50,-0.913238
-52,50,-0.727925
-50,50,-0.543636
-48,50,-0.361173
-46,50,-0.181276
-44,50,-0.00463263
-42,50,0.168125
-40,50,0.336409
-38,50,0.499676
-36,50,0.657421
-34,50,0.809175
-32,50,0.954504
-30,50,1.093
-28,50,1.22429
-26,50,1.34803
-24,50,1.46389
-22,50,1.57158
-20,50,1.67082
-18,50,1.76136
-16,50,1.84299
-14,50,1.91549
-12,50,1.9787
-10,50,2.03246
-8,50,2.07664
-6,50,2.11113
-4,50,2.13585
-2,50,2.15075
0,50,2.15579
2,50,2.15095
4,50,2.13625
6,50,2.11173
8,50,2.07745
10,50,2.03349
12,50,1.97996
14,50,1.91699
16,50,1.84473
18,50,1.76336
20,50,1.67309
22,50,1.57414
24,50,1.46675
26,50,1.3512
28,50,1.2278
30,50,1.09685
32,50,0.958708
34,50,0.813751
36,50,0.662381
38,50,0.505032
40,50,0.342171
42,50,0.174303
44,50,0.00196772
46,50,-0.174249
48,50,-0.353715
50,50,-0.535747
52,50,-0.719607
54,50,-0.904493
56,50,-1.08954
58,50,-1.27382
60,50,-1.45631
62,50,-1.63595
64,50,-1.81158
66,50,-1.98198
68,50,-2.14586
70,50,-2.3019
72,50,-2.44873
74,50,-2.58495
76,50,-2.7092
78,50,-2.82013
80,50,-2.91648
82,50,-2.99709
84,50,-3.06094
86,50,-3.1072
88,50,-3.13522
90,50,-3.14461
92,50,-3.13523
94,50,-3.10717
96,50,-3.0608
98,50,-2.9967
100,50,-2.91568
102,50,-2.81874
104,50,-2.70703
106,50,-2.58181
108,50,-2.44442
110,50,-2.29625
112,50,-2.13872
114,50,-1.97321
116,50,-1.8011
118,50,-1.62369
120,50,-1.44223
122,50,-1.25792
124,50,-1.07186
126,50,-0.885093
128,50,-0.698576
130,50,-0.513199
132,50,-0.329784
134,50,-0.149088
136,50,0.0281924
138,50,0.201414
140,50,0.369985
142,50,0.533359
144,50,0.691033
146,50,0.84254
148,50,0.987451
150,50,1.12537
152,50,1.25592
154,50,1.37878
156,50,1.49363
158,50,1.60018
160,50,1.69818
162,50,1.78739
164,50,1.8676
166,50,1.93862
168,50,2.0003
170,50,2.05247
172,50,2.09504
174,50,2.12791
176,50,2.15101
178,50,2.16428
180,50,2.1677
-180,52,2.17026
-178,52,2.16351
-176,52,2.14633
-174,52,2.11876
-172,52,2.08087
-170,52,2.03275
-168,52,1.9745
-166,52,1.90627
-164,52,1.8282
-162,52,1.74047
-160,52,1.64329
-158,52,1.53686
-156,52,1.42145
-154,52,1.29731
-152,52,1.16473
-150,52,1.02403
-148,52,0.875546
-146,52,0.719649
-144,52,0.556733
-142,52,0.387224
-140,52,0.211586
-138,52,0.0303178
-136,52,-0.156037
-134,52,-0.346889
-132,52,-0.541595
-130,52,-0.739452
-128,52,-0.939692
-126,52,-1.14147
-124,52,-1.34388
-122,52,-1.5459
-120,52,-1.74644
-118,52,-1.94432
-116,52,-2.13825
-114,52,-2.32684
-112,52,-2.50864
-110,52,-2.68211
-108,52,-2.84565
-106,52,-2.99762
-104,52,-3.13641
-102,52,-3.26041
-100,52,-3.36811
-98,52,-3.45812
-96,52,-3.52921
-94,52,-3.58041
-92,52,-3.61097
-90,52,-3.62045
-88,52,-3.60873
-86,52,-3.57599
-84,52,-3.52272
-82,52,-3.44971
-80,52,-3.35799
-78,52,-3.2488
-76,52,-3.12356
-74,52,-2.98377
-72,52,-2.83105
-70,52,-2.667
-68,52,-2.49325
-66,52,-2.31136
-64,52,-2.12285
-62,52,-1.92916
-60,52,-1.73165
-58,52,-1.53156
-56,52,-1.33008
-54,52,-1.12828
-52,52,-0.927144
-50,52,-0.727579
-48,52,-0.530415
-46,52,-0.336415
-44,52,-0.146275
-42,52,0.0393649
-40,52,0.219914
-38,52,0.394827
-36,52,0.563603
-34,52,0.725774
-32,52,0.880909
-30,52,1.0286
-28,52,1.16849
-26,52,1.30022
-24,52,1.42346
-22,52,1.53794
-20,52,1.64337
-18,52,1.73951
-16,52,1.82613
-14,52,1.90304
-12,52,1.97006
-10,52,2.02703
-8,52,2.07382
-6,52,2.11034
-4,52,2.13649
-2,52,2.15222
0,52,2.1575
2,52,2.15232
4,52,2.13668
6,52,2.11063
8,52,2.07423
10,52,2.02755
12,52,1.97072
14,52,1.90386
16,52,1.82712
18,52,1.74069
20,52,1.64477
22,52,1.53958
24,52,1.42536
26,52,1.3024
28,52,1.17098
30,52,1.03143
32,52,0.884088
34,52,0.729331
36,52,0.567559
38,52,0.399202
40,52,0.224723
42,52,0.044625
44,52,-0.140552
46,52,-0.330221
48,52,-0.523745
50,52,-0.720429
52,52,-0.919516
54,52,-1.12018
56,52,-1.32152
58,52,-1.52254
60,52,-1.72218
62,52,-1.91926
64,52,-2.11252
66,52,-2.30062
68,52,-2.4821
70,52,-2.65546
72,52,-2.8191
74,52,-2.97142
76,52,-3.11077
78,52,-3.23555
80,52,-3.34424
82,52,-3.43541
84,52,-3.50782
86,52,-3.56041
88,52,-3.5924
90,52,-3.60328
92,52,-3.59288
94,52,-3.5613
96,52,-3.50901
98,52,-3.43674
100,52,-3.34548
102,52,-3.23647
104,52,-3.11111
106,52,-2.97093
108,52,-2.81754
110,52,-2.65258
112,52,-2.47771
114,52,-2.29454
116,52,-2.10461
118,52,-1.90943
120,52,-1.71037
122,52,-1.50873
124,52,-1.30573
126,52,-1.10246
128,52,-0.899952
130,52,-0.699131
132,52,-0.500849
134,52,-0.305884
136,52,-0.114944
138,52,0.0713187
140,52,0.25231
142,52,0.427483
144,52,0.596334
146,52,0.7584
148,52,0.913255
150,52,1.0605
152,52,1.19978
154,52,1.33075
156,52,1.4531
158,52,1.56656
160,52,1.67086
162,52,1.76577
164,52,1.85107
166,52,1.92659
168,52,1.99215
170,52,2.04762
172,52,2.09287
174,52,2.12782
176,52,2.1524
178,52,2.16655
180,52,2.17026
-180,54,2.17355
-178,54,2.16649
-176,54,2.1484
-174,54,2.11933
-172,54,2.07935
-170,54,2.02853
-168,54,1.967
-166,54,1.89489
-164,54,1.81234
-162,54,1.71954
-160,54,1.61669
-158,54,1.504
-156,54,1.38172
-154,54,1.25011
-152,54,1.10946
-150,54,0.960067
-148,54,0.802279
-146,54,0.636451
-144,54,0.46297
-142,54,0.282255
-140,54,0.0947583
-138,54,-0.0990299
-136,54,-0.298576
-134,54,-0.503296
-132,54,-0.712553
-130,54,-0.925642
-128,54,-1.14179
-126,54,-1.36014
-124,54,-1.57974
-122,54,-1.79954
-120,54,-2.0184
-118,54,-2.23502
-116,54,-2.44801
-114,54,-2.65586
-112,54,-2.85693
-110,54,-3.04945
-108,54,-3.23159
-106,54,-3.40144
-104,54,-3.55706
-102,54,-3.69652
-100,54,-3.81799
-98,54,-3.91976
-96,54,-4.0003
-94,54,-4.05837
-92,54,-4.09305
-90,54,-4.10378
-88,54,-4.09039
-86,54,-4.05313
-84,54,-3.99262
-82,54,-3.90983
-80,54,-3.80607
-78,54,-3.68289
-76,54,-3.542
-74,54,-3.38526
-72,54,-3.2146
-70,54,-3.03192
-68,54,-2.83911
-66,54,-2.63799
-64,54,-2.43029
-62,54,-2.21759
-60,54,-2.00141
-58,54,-1.78311
-56,54,-1.56393
-54,54,-1.34501
-52,54,-1.1274
-50,54,-0.912008
-48,54,-0.699696
-46,54,-0.491228
-44,54,-0.287302
-42,54,-0.0885558
-40,54,0.104428
-38,54,0.291113
-36,54,0.471006
-34,54,0.643648
-32,54,0.808617
-30,54,0.965519
-28,54,1.11399
-26,54,1.25368
-24,54,1.38429
-22,54,1.50552
-20,54,1.6171
-18,54,1.7188
-16,54,1.81038
-14,54,1.89165
-12,54,1.96244
-10,54,2.02259
-8,54,2.07198
-6,54,2.11049
-4,54,2.13806
-2,54,2.15462
0,54,2.16014
2,54,2.15461
4,54,2.13805
6,54,2.11048
8,54,2.07198
10,54,2.02263
12,54,1.96253
14,54,1.89182
16,54,1.81065
18,54,1.7192
20,54,1.61766
22,54,1.50627
24,54,1.38527
26,54,1.25492
28,54,1.11552
30,54,0.967372
32,54,0.810827
34,54,0.646246
36,54,0.474021
38,54,0.294571
40,54,0.108353
42,54,-0.0841432
44,54,-0.282386
46,54,-0.485795
48,54,-0.693738
50,54,-0.905522
52,54,-1.12038
54,54,-1.33748
56,54,-1.55588
58,54,-1.77456
60,54,-1.99238
62,54,-2.20809
64,54,-2.42034
66,54,-2.62762
68,54,-2.82832
70,54,-3.02073
72,54,-3.20302
74,54,-3.37329
76,54,-3.52963
78,54,-3.6701
80,54,-3.79284
82,54,-3.89611
84,54,-3.97835
86,54,-4.03825
88,54,-4.07484
90,54,-4.08746
92,54,-4.07588
94,54,-4.04025
96,54,-3.98115
98,54,-3.89949
100,54,-3.79653
102,54,-3.67379
104,54,-3.533
106,54,-3.37601
108,54,-3.20476
110,54,-3.02121
112,54,-2.82727
114,54,-2.62482
116,54,-2.41561
118,54,-2.20131
120,54,-1.98345
122,54,-1.76344
124,54,-1.54258
126,54,-1.32204
128,54,-1.10289
130,54,-0.886074
132,54,-0.672472
134,54,-0.462867
136,54,-0.257972
138,54,-0.058434
140,54,0.135158
142,54,0.322265
144,54,0.502394
146,54,0.675088
148,54,0.83993
150,54,0.996534
152,54,1.14454
154,54,1.28362
156,54,1.41347
158,54,1.53381
160,54,1.64439
162,54,1.74497
164,54,1.83535
166,54,1.91533
168,54,1.98477
170,54,2.04351
172,54,2.09144
174,54,2.12847
176,54,2.15452
178,54,2.16956
180,54,2.17355
-180,56,2.17751
-178,56,2.17015
-176,56,2.15118
-174,56,2.12064
-172,56,2.0786
-170,56,2.02514
-168,56,1.96038
-166,56,1.88444
-164,56,1.79748
-162,56,1.69968
-160,56,1.59122
-158,56,1.47234
-156,56,1.34326
-154,56,1.20425
-152,56,1.05557
-150,56,0.897549
-148,56,0.730493
-146,56,0.554755
-144,56,0.37071
-142,56,0.178759
-140,56,-0.0206601
-138,56,-0.227076
-136,56,-0.439975
-134,56,-0.65879
-132,56,-0.882901
-130,56,-1.11162
-128,56,-1.34417
-126,56,-1.57971
-124,56,-1.81726
-122,56,-2.05577
-120,56,-2.294
-118,56,-2.53063
-116,56,-2.76414
-114,56,-2.99287
-112,56,-3.215
-110,56,-3.42855
-108,56,-3.63139
-106,56,-3.82129
-104,56,-3.99596
-102,56,-4.15306
-100,56,-4.29034
-98,56,-4.40568
-96,56,-4.49719
-94,56,-4.56328
-92,56,-4.60279
-90,56,-4.61498
-88,56,-4.59966
-86,56,-4.55713
-84,56,-4.48818
-82,56,-4.39407
-80,56,-4.27643
-78,56,-4.1372
-76,56,-3.97851
-74,56,-3.80262
-72,56,-3.61184
-70,56,-3.40845
-68,56,-3.19464
-66,56,-2.97251
-64,56,-2.74398
-62,56,-2.51086
-60,56,-2.27476
-58,56,-2.03715
-56,56,-1.79937
-54,56,-1.56258
-52,56,-1.32786
-50,56,-1.09614
-48,56,-0.868283
-46,56,-0.645038
-44,56,-0.427094
-42,56,-0.215074
-40,56,-0.00954201
-38,56,0.188983
-36,56,0.380023
-34,56,0.56314
-32,56,0.737923
-30,56,0.903993
-28,56,1.061
-26,56,1.2086
-24,56,1.3465
-22,56,1.47442
-20,56,1.59209
-18,56,1.69927
-16,56,1.79574
-14,56,1.88132
-12,56,1.95582
-10,56,2.01911
-8,56,2.07105
-6,56,2.11154
-4,56,2.1405
-2,56,2.15788
0,56,2.16364
2,56,2.15777
4,56,2.14029
6,56,2.11124
8,56,2.07068
10,56,2.01869
12,56,1.95537
14,56,1.88087
16,56,1.79533
18,56,1.69893
20,56,1.59186
22,56,1.47435
24,56,1.34663
26,56,1.20896
28,56,1.06163
30,56,0.904953
32,56,0.739244
34,56,0.564861
36,56,0.382181
38,56,0.191609
40,56,-0.00641669
42,56,-0.211424
44,56,-0.4229
46,56,-0.640284
48,56,-0.862958
50,56,-1.09024
52,56,-1.32138
54,56,-1.55554
56,56,-1.79176
58,56,-2.02901
60,56,-2.26609
62,56,-2.50169
64,56,-2.73435
66,56,-2.96242
68,56,-3.18414
70,56,-3.39754
72,56,-3.60055
74,56,-3.79096
76,56,-3.96648
78,56,-4.1248
80,56,-4.26364
82,56,-4.38085
84,56,-4.47449
86,56,-4.54291
88,56,-4.58485
90,56,-4.5995
92,56,-4.58655
94,56,-4.5462
96,56,-4.47917
98,56,-4.38664
100,56,-4.27018
102,56,-4.13171
104,56,-3.97335
106,56,-3.79737
108,56,-3.60612
110,56,-3.40189
112,56,-3.18695
114,56,-2.96343
116,56,-2.73333
118,56,-2.49848
120,56,-2.26058
122,56,-2.02113
124,56,-1.78151
126,56,-1.54294
128,56,-1.30651
130,56,-1.0732
132,56,-0.843873
134,56,-0.619316
136,56,-0.400227
138,56,-0.187239
140,56,0.0190763
142,56,0.218197
144,56,0.409645
146,56,0.592983
148,56,0.767807
150,56,0.933742
152,56,1.09044
154,56,1.23759
156,56,1.37489
158,56,1.50206
160,56,1.61886
162,56,1.72507
164,56,1.82047
166,56,1.90488
168,56,1.97814
170,56,2.04012
172,56,2.0907
174,56,2.12979
176,56,2.15731
178,56,2.17323
180,56,2.17751
-180,58,2.18205
-178,58,2.17442
-176,58,2.15459
-174,58,2.12262
-172,58,2.07857
-170,58,2.02252
-168,58,1.95459
-166,58,1.87491
-164,58,1.78363
-162,58,1.68091
-160,58,1.56696
-158,58,1.44198
-156,58,1.30621
-154,58,1.15989
-152,58,1.00331
-150,58,0.836744
-148,58,0.66051
-146,58,0.474938
-144,58,0.280385
-142,58,0.0772316
-140,58,-0.134111
-138,58,-0.353197
-136,58,-0.57954
-134,58,-0.812608
-132,58,-1.05181
-130,58,-1.29648
-128,58,-1.54589
-126,58,-1.79918
-124,58,-2.05542
-122,58,-2.31352
-120,58,-2.57223
-118,58,-2.83016
-116,58,-3.08572
-114,58,-3.3371
-112,58,-3.58229
-110,58,-3.81908
-108,58,-4.04502
-106,58,-4.25752
-104,58,-4.45384
-102,58,-4.63118
-100,58,-4.78676
-98,58,-4.91792
-96,58,-5.02229
-94,58,-5.09784
-92,58,-5.14305
-90,58,-5.157
-88,58,-5.13941
-86,58,-5.09067
-84,58,-5.01181
-82,58,-4.90446
-80,58,-4.77068
-78,58,-4.61292
-76,58,-4.43383
-74,58,-4.23619
-72,58,-4.02278
-70,58,-3.7963
-68,58,-3.55931
-66,58,-3.31418
-64,58,-3.0631
-62,58,-2.80802
-60,58,-2.55071
-58,58,-2.29272
-56,58,-2.03543
-54,58,-1.78004
-52,58,-1.52764
-50,58,-1.27914
-48,58,-1.0354
-46,58,-0.797129
-44,58,-0.565001
-42,58,-0.339605
-40,58,-0.121477
-38,58,0.0888929
-36,58,0.291055
-34,58,0.484591
-32,58,0.669116
-30,58,0.844268
-28,58,1.00971
-26,58,1.16512
-24,58,1.31022
-22,58,1.44472
-20,58,1.56837
-18,58,1.68094
-16,58,1.78222
-14,58,1.87202
-12,58,1.95017
-10,58,2.01653
-8,58,2.07097
-6,58,2.1134
-4,58,2.14373
-2,58,2.1619
0,58,2.1679
2,58,2.16171
4,58,2.14334
6,58,2.11284
8,58,2.07026
10,58,2.01569
12,58,1.94924
14,58,1.87102
16,58,1.7812
18,58,1.67994
20,58,1.56744
22,58,1.4439
24,58,1.30957
26,58,1.1647
28,58,1.00955
30,58,0.844433
32,58,0.669649
34,58,0.485537
36,58,0.292455
38,58,0.0907874
40,58,-0.119055
42,58,-0.336625
44,58,-0.56144
46,58,-0.792969
48,58,-1.03063
50,58,-1.27376
52,58,-1.52163
54,58,-1.77343
56,58,-2.02822
58,58,-2.28493
60,58,-2.54237
62,58,-2.79916
64,58,-3.05373
66,58,-3.30435
68,58,-3.54905
70,58,-3.78563
72,58,-4.01174
74,58,-4.22479
76,58,-4.42209
78,58,-4.60083
80,58,-4.75825
82,58,-4.89167
84,58,-4.99863
86,58,-5.07704
88,58,-5.12529
90,58,-5.14232
92,58,-5.12773
94,58,-5.08179
96,58,-5.00543
98,58,-4.90016
100,58,-4.768
102,58,-4.61135
104,58,-4.43286
106,58,-4.23532
108,58,-4.02154
110,58,-3.79428
112,58,-3.55615
114,58,-3.30959
116,58,-3.05685
118,58,-2.79995
120,58,-2.54071
122,58,-2.28074
124,58,-2.02146
126,58,-1.76414
128,58,-1.50986
130,58,-1.2596
132,58,-1.01421
134,58,-0.774452
136,58,-0.541
138,58,-0.314455
140,58,-0.0953618
142,58,0.115786
144,58,0.318537
146,58,0.512477
148,58,0.697221
150,58,0.872414
152,58,1.03773
154,58,1.19285
156,58,1.3375
158,58,1.47142
160,58,1.59436
162,58,1.7061
164,58,1.80645
166,58,1.89521
168,58,1.97225
170,58,2.03742
172,58,2.0906
174,58,2.13172
176,58,2.16069
178,58,2.17747
180,58,2.18205
-180,60,2.18709
-178,60,2.17919
-176,60,2.15854
-174,60,2.12518
-172,60,2.07918
-170,60,2.02062
-168,60,1.94962
-166,60,1.86629
-164,60,1.77079
-162,60,1.66328
-160,60,1.54395
-158,60,1.41302
-156,60,1.2707
-154,60,1.11723
-152,60,0.952881
-150,60,0.777923
-148,60,0.592652
-146,60,0.39738
-144,60,0.192438
-142,60,-0.0218198
-140,60,-0.245015
-138,60,-0.476737
-136,60,-0.716543
-134,60,-0.963942
-132,60,-1.21839
-130,60,-1.47927
-128,60,-1.74589
-126,60,-2.01746
-124,60,-2.29305
-122,60,-2.5716
-120,60,-2.85188
-118,60,-3.13244
-116,60,-3.41164
-114,60,-3.68756
-112,60,-3.95801
-110,60,-4.22051
-108,60,-4.47231
-106,60,-4.71037
-104,60,-4.93146
-102,60,-5.13217
-100,60,-5.30909
-98,60,-5.45887
-96,60,-5.57848
-94,60,-5.6653
-92,60,-5.71736
-90,60,-5.73343
-88,60,-5.71314
-86,60,-5.65701
-84,60,-5.5664
-82,60,-5.4434
-80,60,-5.29068
-78,60,-5.11136
-76,60,-4.90876
-74,60,-4.6863
-72,60,-4.44732
-70,60,-4.19504
-68,60,-3.9324
-66,60,-3.66212
-64,60,-3.38661
-62,60,-3.10799
-60,60,-2.82814
-58,60,-2.54868
-56,60,-2.27102
-54,60,-1.99636
-52,60,-1.72575
-50,60,-1.4601
-48,60,-1.2002
-46,60,-0.946741
-44,60,-0.70034
-42,60,-0.461542
-40,60,-0.230842
-38,60,-0.00868936
-36,60,0.204501
-34,60,0.408344
-32,60,0.602482
-30,60,0.786576
-28,60,0.960311
-26,60,1.12339
-24,60,1.27553
-22,60,1.41648
-20,60,1.54598
-18,60,1.66382
-16,60,1.7698
-14,60,1.86372
-12,60,1.94543
-10,60,2.01479
-8,60,2.07167
-6,60,2.11598
-4,60,2.14764
-2,60,2.1666
0,60,2.17284
2,60,2.16633
4,60,2.14711
6,60,2.1152
8,60,2.07066
10,60,2.01358
12,60,1.94407
14,60,1.86224
16,60,1.76825
18,60,1.66225
20,60,1.54444
22,60,1.41503
24,60,1.27423
26,60,1.1223
28,60,0.959483
30,60,0.786067
32,60,0.602346
34,60,0.408633
36,60,0.20526
38,60,-0.00741596
40,60,-0.229017
42,60,-0.459134
44,60,-0.697323
46,60,-0.943095
48,60,-1.19591
50,60,-1.45516
52,60,-1.72017
54,60,-1.99014
56,60,-2.26418
58,60,-2.54124
60,60,-2.82012
62,60,-3.09941
64,60,-3.37751
66,60,-3.65254
68,60,-3.92237
70,60,-4.18459
72,60,-4.4365
74,60,-4.67511
76,60,-4.89725
78,60,-5.09953
80,60,-5.27854
82,60,-5.43094
84,60,-5.55362
86,60,-5.64387
88,60,-5.69961
90,60,-5.71945
92,60,-5.70287
94,60,-5.65023
96,60,-5.56275
98,60,-5.4424
100,60,-5.29178
102,60,-5.11395
104,60,-4.91223
106,60,-4.69006
108,60,-4.45084
110,60,-4.19782
112,60,-3.93405
114,60,-3.66229
116,60,-3.38505
118,60,-3.10451
120,60,-2.82262
122,60,-2.54105
124,60,-2.26126
126,60,-1.9845
128,60,-1.71186
130,60,-1.44428
132,60,-1.18257
134,60,-0.927445
136,60,-0.679539
138,60,-0.439407
140,60,-0.207554
142,60,0.0155658
144,60,0.229536
146,60,0.433971
148,60,0.628516
150,60,0.812839
152,60,0.986629
154,60,1.1496
156,60,1.30147
158,60,1.442
160,60,1.57096
162,60,1.68812
164,60,1.79331
166,60,1.88634
168,60,1.96706
170,60,2.03534
172,60,2.09108
174,60,2.13417
176,60,2.16457
178,60,2.18221
180,60,2.18709
-180,62,2.19251
-178,62,2.18436
-176,62,2.16292
-174,62,2.12824
-172,62,2.08036
-170,62,2.01937
-168,62,1.94539
-166,62,1.85854
-164,62,1.75895
-162,62,1.6468
-160,62,1.52227
-158,62,1.38555
-156,62,1.23685
-154,62,1.07643
-152,62,0.904506
-150,62,0.721354
-148,62,0.527244
-146,62,0.322465
-144,62,0.107319
-142,62,-0.117873
-140,62,-0.352774
-138,62,-0.59702
-136,62,-0.850217
-134,62,-1.11193
-132,62,-1.38169
-130,62,-1.65893
-128,62,-1.94305
-126,62,-2.2333
-124,62,-2.52883
-122,62,-2.82864
-120,62,-3.13153
-118,62,-3.43607
-116,62,-3.74056
-114,62,-4.04303
-112,62,-4.34111
-110,62,-4.63209
-108,62,-4.91288
-106,62,-5.17997
-104,62,-5.42952
-102,62,-5.65743
-100,62,-5.85944
-98,62,-6.03135
-96,62,-6.16923
-94,62,-6.26967
-92,62,-6.33004
-90,62,-6.34871
-88,62,-6.32518
-86,62,-6.26014
-84,62,-6.1554
-82,62,-6.0137
-80,62,-5.83856
-78,62,-5.63394
-76,62,-5.40405
-74,62,-5.15311
-72,62,-4.88516
-70,62,-4.60397
-68,62,-4.31297
-66,62,-4.01518
-64,62,-3.71324
-62,62,-3.40944
-60,62,-3.10573
-58,62,-2.80375
-56,62,-2.5049
-54,62,-2.21035
-52,62,-1.92111
-50,62,-1.63802
-48,62,-1.36179
-46,62,-1.09307
-44,62,-0.832396
-42,62,-0.580254
-40,62,-0.337085
-38,62,-0.103287
-36,62,0.12077
-34,62,0.334742
-32,62,0.538303
-30,62,0.731148
-28,62,0.912985
-26,62,1.08354
-24,62,1.24254
-22,62,1.38976
-20,62,1.52495
-18,62,1.64791
-16,62,1.75844
-14,62,1.85636
-12,62,1.94153
-10,62,2.01379
-8,62,2.07304
-6,62,2.11918
-4,62,2.15213
-2,62,2.17186
0,62,2.17833
2,62,2.17153
4,62,2.15147
6,62,2.11821
8,62,2.07179
10,62,2.01229
12,62,1.93982
14,62,1.8545
16,62,1.75646
18,62,1.64588
20,62,1.52293
22,62,1.38781
24,62,1.24072
26,62,1.08191
28,62,0.911618
30,62,0.730101
32,62,0.537634
34,62,0.334504
