Phi[deg],Theta[deg],rETotal[mV]
26,46,1831.32
28,46,2338.76
30,46,2982.06
32,46,3678.83
34,46,4388.32
36,46,5088.33
38,46,5765.22
40,46,6409.89
42,46,7016.05
44,46,7579.4
46,46,8097.16
48,46,8567.86
50,46,8991.04
52,46,9367.2
54,46,9697.6
56,46,9984.15
58,46,10229.3
60,46,10435.9
62,46,10607.1
64,46,10746.3
66,46,10857.1
68,46,10943
70,46,11007.6
72,46,11054.2
74,46,11086.3
76,46,11106.8
78,46,11118.6
80,46,11124.2
82,46,11125.8
84,46,11125.3
86,46,11124
88,46,11123.1
90,46,11123.1
92,46,11124.4
94,46,11126.6
96,46,11129.2
98,46,11131.1
100,46,11130.8
102,46,11126.6
104,46,11116.3
106,46,11097.3
108,46,11066.8
110,46,11021.7
112,46,10958.7
114,46,10874.3
116,46,10765.1
118,46,10627.3
120,46,10457.5
122,46,10252.3
124,46,10008.3
126,46,9722.77
128,46,9393.21
130,46,9017.71
132,46,8594.99
134,46,8124.59
136,46,7606.95
138,46,7043.61
140,46,6437.4
142,46,5792.69
144,46,5115.88
146,46,4416.21
148,46,3707.48
150,46,3012.07
152,46,2370.68
154,46,1864.48
156,46,1635
158,46,1783.54
160,46,2214.86
162,46,2773.13
164,46,3364.8
166,46,3942.19
168,46,4478.32
170,46,4955.57
172,46,5361.3
174,46,5686.02
176,46,5922.66
178,46,6066.3
180,46,6114.02
-180,48,6114.62
-178,48,6062.26
-176,48,5907.61
-174,48,5654.01
-172,48,5307.03
-170,48,4874.66
-168,48,4367.69
-166,48,3800.72
-164,48,3194.67
-162,48,2583.37
-160,48,2030.78
-158,48,1666.08
-156,48,1667.83
-154,48,2054.72
-152,48,2665.35
-150,48,3371.52
-148,48,4109.64
-146,48,4847.5
-144,48,5566.51
-142,48,6254.64
-140,48,6903.65
-138,48,7507.81
-136,48,8063.28
-134,48,8567.77
-132,48,9020.26
-130,48,9420.85
-128,48,9770.59
-126,48,10071.3
-124,48,10325.6
-122,48,10536.5
-120,48,10707.4
-118,48,10842.2
-116,48,10944.9
-114,48,11019.4
-112,48,11070.1
-110,48,11100.7
-108,48,11115.4
-106,48,11117.6
-104,48,11111
-102,48,11098.6
-100,48,11083.2
-98,48,11067.3
-96,48,11052.9
-94,48,11041.5
-92,48,11034.4
-90,48,11032.1
-88,48,11035
-86,48,11042.8
-84,48,11054.8
-82,48,11069.8
-80,48,11086.2
-78,48,11102
-76,48,11114.8
-74,48,11121.7
-72,48,11119.7
-70,48,11105.2
-68,48,11074.6
-66,48,11024
-64,48,10949.4
-62,48,10846.7
-60,48,10711.8
-58,48,10540.7
-56,48,10329.6
-54,48,10075.1
-52,48,9774.12
-50,48,9424.12
-48,48,9023.23
-46,48,8570.4
-44,48,8065.53
-42,48,7509.62
-40,48,6904.96
-38,48,6255.39
-36,48,5566.67
-34,48,4847.09
-32,48,4108.77
-30,48,3370.55
-28,48,2665.08
-26,48,2056.95
-24,48,1675.51
-22,48,1680.51
-20,48,2049.56
-18,48,2604.54
-16,48,3217.5
-14,48,3824.89
-12,48,4392.96
-10,48,4900.74
-8,48,5333.6
-6,48,5680.71
-4,48,5934.03
-2,48,6087.99
0,48,6139.26
2,48,6086.74
4,48,5931.53
6,48,5676.95
8,48,5328.58
10,48,4894.4
12,48,4385.21
14,48,3815.54
16,48,3206.19
18,48,2590.66
20,48,2032.3
22,48,1660.07
24,48,1655.64
26,48,2041.17
28,48,2653.05
30,48,3360.99
32,48,4100.78
34,48,4840.13
36,48,5560.43
38,48,6249.71
40,48,6899.76
42,48,7504.9
44,48,8061.32
46,48,8566.75
48,48,9020.2
50,48,9421.77
52,48,9772.53
54,48,10074.3
56,48,10329.7
58,48,10541.6
60,48,10713.6
62,48,10849.4
64,48,10953.1
66,48,11028.6
68,48,11080.1
70,48,11111.6
72,48,11126.9
74,48,11129.8
76,48,11123.7
78,48,11111.7
80,48,11096.8
82,48,11081.2
84,48,11067
86,48,11055.9
88,48,11048.9
90,48,11046.9
92,48,11050
94,48,11058.1
96,48,11070.3
98,48,11085.7
100,48,11102.5
102,48,11118.7
104,48,11132
106,48,11139.5
108,48,11138
110,48,11124.2
112,48,11094.3
114,48,11044.3
116,48,10970.4
118,48,10868.2
120,48,10733.9
122,48,10563.3
124,48,10352.6
126,48,10098.4
128,48,9797.62
130,48,9447.68
132,48,9046.73
134,48,8593.71
136,48,8088.54
138,48,7532.24
140,48,6927.13
142,48,6277.08
144,48,5587.88
146,48,4867.87
148,48,4129.17
150,48,3390.58
152,48,2684.53
154,48,2074.7
156,48,1688.27
158,48,1684.1
160,48,2044.72
162,48,2594.29
164,48,3203.75
166,48,3808.56
168,48,4374.55
170,48,4880.58
172,48,5311.94
174,48,5657.82
176,48,5910.22
178,48,6063.58
180,48,6114.62
-180,50,6115.76
-178,50,6060.22
-176,50,5896.03
-174,50,5626.91
-172,50,5259.09
-170,50,4801.54
-168,50,4266.5
-166,50,3670.83
-164,50,3039.61
-162,50,2415.7
-160,50,1885.35
-158,50,1618.63
-156,50,1782.79
-154,50,2300.78
-152,50,2991.27
-150,50,3747.92
-148,50,4520.18
-146,50,5281.32
-144,50,6015.05
-142,50,6710.47
-140,50,7360
-138,50,7958.41
-136,50,8502.35
-134,50,8989.99
-132,50,9420.86
-130,50,9795.62
-128,50,10115.9
-126,50,10384.2
-124,50,10603.7
-122,50,10778
-120,50,10911.3
-118,50,11007.9
-116,50,11072.3
-114,50,11109.3
-112,50,11123.5
-110,50,11119.2
-108,50,11100.9
-106,50,11072.6
-104,50,11038.2
-102,50,11001.1
-100,50,10964.3
-98,50,10930.5
-96,50,10902
-94,50,10880.5
-92,50,10867.3
-90,50,10863
-88,50,10868
-86,50,10882
-84,50,10904.2
-82,50,10933.3
-80,50,10967.6
-78,50,11004.9
-76,50,11042.4
-74,50,11077.2
-72,50,11105.7
-70,50,11124.1
-68,50,11128.5
-66,50,11114.3
-64,50,11077.3
-62,50,11012.7
-60,50,10915.9
-58,50,10782.5
-56,50,10608
-54,50,10388.3
-52,50,10119.7
-50,50,9799.12
-48,50,9424.06
-46,50,8992.85
-44,50,8504.83
-42,50,7960.46
-40,50,7361.55
-38,50,6711.46
-36,50,6015.41
-34,50,5281.03
-32,50,4519.28
-30,50,3746.6
-28,50,2990.07
-26,50,2300.96
-24,50,1786.97
-22,50,1629.52
-20,50,1901.73
-18,50,2435.12
-16,50,3060.98
-14,50,3693.75
-12,50,4290.69
-10,50,4826.72
-8,50,5284.92
-6,50,5653.03
-4,50,5922.03
-2,50,6085.67
0,50,6140.24
2,50,6084.5
4,50,5919.7
6,50,5649.51
8,50,5280.19
10,50,4820.69
12,50,4283.23
14,50,3684.6
16,50,3049.67
18,50,2420.85
20,50,1883.65
22,50,1608.76
24,50,1768.38
26,50,2286.68
28,50,2979.06
30,50,3737.68
32,50,4511.69
34,50,5274.34
36,50,6009.39
38,50,6705.97
40,50,7356.57
42,50,7955.98
44,50,8500.9
46,50,8989.52
48,50,9421.38
50,50,9797.16
52,50,10118.5
54,50,10387.9
56,50,10608.4
58,50,10783.8
60,50,10918.1
62,50,11015.7
64,50,11081.2
66,50,11119.1
68,50,11134
70,50,11130.4
72,50,11112.7
74,50,11084.9
76,50,11050.9
78,50,11014
80,50,10977.5
82,50,10943.9
84,50,10915.5
86,50,10894.1
88,50,10880.9
90,50,10876.7
92,50,10881.8
94,50,10895.9
96,50,10918.3
98,50,10947.6
100,50,10982.3
102,50,11019.9
104,50,11057.9
106,50,11093.2
108,50,11122.3
110,50,11141.4
112,50,11146.4
114,50,11133
116,50,11096.6
118,50,11032.7
120,50,10936.6
122,50,10803.7
124,50,10629.7
126,50,10410.4
128,50,10142.2
130,50,9821.75
132,50,9446.74
134,50,9015.45
136,50,8527.24
138,50,7982.57
140,50,7383.29
142,50,6732.79
144,50,6036.34
146,50,5301.58
148,50,4539.53
150,50,3766.61
152,50,3009.77
154,50,2319.77
156,50,1802.51
158,50,1636.94
160,50,1899.51
162,50,2426.34
164,50,3048.11
166,50,3678.01
168,50,4272.69
170,50,4806.86
172,50,5263.5
174,50,5630.33
176,50,5898.37
178,50,6061.41
180,50,6115.76
-180,52,6117.42
-178,52,6058.73
-176,52,5885.11
-174,52,5600.65
-172,52,5212.29
-170,52,4730.03
-168,52,4167.67
-166,52,3544.63
-164,52,2890.87
-162,52,2260.71
-160,52,1768.95
-158,52,1624.27
-156,52,1942.94
-154,52,2565.77
-152,52,3318.93
-150,52,4116.02
-148,52,4915.59
-146,52,5694.55
-144,52,6438.18
-142,52,7136.37
-140,52,7782.08
-138,52,8370.55
-136,52,8898.86
-134,52,9365.72
-132,52,9771.19
-130,52,10116.5
-128,52,10404
-126,52,10636.7
-124,52,10818.4
-122,52,10953.5
-120,52,11046.6
-118,52,11102.8
-116,52,11127.1
-114,52,11124.7
-112,52,11100.7
-110,52,11060.1
-108,52,11007.6
-106,52,10947.6
-104,52,10884.4
-102,52,10821.7
-100,52,10762.8
-98,52,10710.6
-96,52,10667.6
-94,52,10635.6
-92,52,10616
-90,52,10609.7
-88,52,10616.8
-86,52,10637.2
-84,52,10669.9
-82,52,10713.6
-80,52,10766.4
-78,52,10825.8
-76,52,10888.9
-74,52,10952.5
-72,52,11012.7
-70,52,11065.3
-68,52,11106
-66,52,11130
-64,52,11132.3
-62,52,11107.9
-60,52,11051.5
-58,52,10958.2
-56,52,10822.9
-54,52,10640.9
-52,52,10407.9
-50,52,10120.2
-48,52,9774.52
-46,52,9368.71
-44,52,8901.48
-42,52,8372.74
-40,52,7783.79
-38,52,7137.52
-36,52,6438.69
-34,52,5694.37
-32,52,4914.7
-30,52,4114.5
-28,52,3317.11
-26,52,2564.51
-24,52,1944.27
-22,52,1631.44
-20,52,1782.49
-18,52,2278.08
-16,52,2910.57
-14,52,3566.11
-12,52,4190.6
-10,52,4754.1
-8,52,5237.19
-6,52,5626
-4,52,5910.49
-2,52,6083.73
0,52,6141.58
2,52,6082.68
4,52,5908.39
6,52,5622.81
8,52,5232.85
10,52,4748.52
12,52,4183.56
14,52,3557.29
16,52,2899.37
18,52,2263.53
20,52,1763.82
22,52,1611.08
24,52,1927.25
26,52,2551.57
28,52,3306.99
30,52,4106.17
32,52,4907.55
34,52,5688.04
36,52,6433
38,52,7132.39
40,52,7779.19
42,52,8368.68
44,52,8898.01
46,52,9365.89
48,52,9772.39
50,52,10118.8
52,52,10407.3
54,52,10641.1
56,52,10823.9
58,52,10960.1
60,52,11054.2
62,52,11111.3
64,52,11136.5
66,52,11134.9
68,52,11111.6
70,52,11071.5
72,52,11019.5
74,52,10959.9
76,52,10896.9
78,52,10834.3
80,52,10775.5
82,52,10723.3
84,52,10680.2
86,52,10648.2
88,52,10628.5
90,52,10622.1
92,52,10629.2
94,52,10649.6
96,52,10682.4
98,52,10726.3
100,52,10779.4
102,52,10839.1
104,52,10902.7
106,52,10966.8
108,52,11027.5
110,52,11080.8
112,52,11122.2
114,52,11146.9
116,52,11149.9
118,52,11126.2
120,52,11070.6
122,52,10977.9
124,52,10843.1
126,52,10661.6
128,52,10429.1
130,52,10141.6
132,52,9796.06
134,52,9390.28
136,52,8922.95
138,52,8394.02
140,52,7804.79
142,52,7158.2
144,52,6459.03
146,52,5714.41
148,52,4934.51
150,52,4134.18
152,52,3336.69
154,52,2583.71
156,52,1961.59
158,52,1642.4
160,52,1783.32
162,52,2271.11
164,52,2898.82
166,52,3551.15
168,52,4173.21
170,52,4734.75
172,52,5216.19
174,52,5603.67
176,52,5887.18
178,52,6059.79
180,52,6117.42
-180,54,6119.58
-178,54,6057.79
-176,54,5874.86
-174,54,5575.31
-172,54,5166.79
-170,54,4660.41
-168,54,4071.62
-166,54,3422.68
-164,54,2749.32
-162,54,2120.19
-160,54,1684.91
-158,54,1677.85
-156,54,2132.63
-154,54,2838.58
-152,54,3641.9
-150,54,4471.8
-148,54,5293.11
-146,54,6085.22
-144,54,6834.49
-142,54,7531.45
-140,54,8169.49
-138,54,8744.29
-136,54,9253.44
-134,54,9696.13
-132,54,10073
-130,54,10386
-128,54,10637.8
-126,54,10832.4
-124,54,10974.1
-122,54,11067.8
-120,54,11119
-118,54,11133.1
-116,54,11115.7
-114,54,11072.7
-112,54,11009.5
-110,54,10931.5
-108,54,10843.9
-106,54,10751.5
-104,54,10658.8
-102,54,10569.9
-100,54,10488.3
-98,54,10417.3
-96,54,10359.4
-94,54,10316.6
-92,54,10290.6
-90,54,10282.1
-88,54,10291.4
-86,54,10318.3
-84,54,10361.8
-82,54,10420.4
-80,54,10492.1
-78,54,10574.2
-76,54,10663.5
-74,54,10756.6
-72,54,10849.2
-70,54,10937
-68,54,11015
-66,54,11078.2
-64,54,11121.1
-62,54,11138.3
-60,54,11124
-58,54,11072.6
-56,54,10978.6
-54,54,10836.6
-52,54,10641.8
-50,54,10389.6
-48,54,10076.4
-46,54,9699.15
-44,54,9256.09
-42,54,8746.54
-40,54,8171.26
-38,54,7532.67
-36,54,6835.08
-34,54,6085.09
-32,54,5292.22
-30,54,4470.14
-28,54,3639.65
-26,54,2836.3
-24,54,2131.77
-22,54,1681.49
-20,54,1695.24
-18,54,2135.22
-16,54,2767.14
-14,54,3442.52
-12,54,4093.1
-10,54,4683.2
-8,54,5190.58
-6,54,5599.71
-4,54,5899.46
-2,54,6082.15
0,54,6143.25
2,54,6081.25
4,54,5897.64
6,54,5596.93
8,54,5186.74
10,54,4678.17
12,54,4086.62
14,54,3434.18
16,54,2756.19
18,54,2120.53
20,54,1676.31
22,54,1662.14
24,54,2116.35
26,54,2824.55
28,54,3630.33
30,54,4462.4
32,54,5285.55
34,54,6079.22
36,54,6829.86
38,54,7528.04
40,54,8167.2
42,54,8743.08
44,54,9253.28
46,54,9697.03
48,54,10075
50,54,10389
52,54,10642
54,54,10837.6
56,54,10980.4
58,54,11075.2
60,54,11127.3
62,54,11142.2
64,54,11125.7
66,54,11083.3
68,54,11020.6
70,54,10943.1
72,54,10855.8
74,54,10763.6
76,54,10671
78,54,10582
80,54,10500.4
82,54,10429.2
84,54,10371.1
86,54,10328.1
88,54,10301.8
90,54,10293.2
92,54,10302.4
94,54,10329.2
96,54,10372.8
98,54,10431.5
100,54,10503.4
102,54,10585.8
104,54,10675.6
106,54,10769.1
108,54,10862.3
110,54,10950.7
112,54,11029.4
114,54,11093.3
116,54,11137
118,54,11154.9
120,54,11141.3
122,54,11090.6
124,54,10997.2
126,54,10855.8
128,54,10661.4
130,54,10409.5
132,54,10096.5
134,54,9719.41
136,54,9276.34
138,54,8766.68
140,54,8191.22
142,54,7552.39
144,54,6854.55
146,54,6104.34
148,54,5311.31
150,54,4489.2
152,54,3658.77
154,54,2855.41
156,54,2149.99
158,54,1695.3
160,54,1699.35
162,54,2130.38
164,54,2756.77
166,54,3428.59
168,54,4076.55
170,54,4664.56
172,54,5170.21
174,54,5577.96
176,54,5876.67
178,54,6058.71
180,54,6119.58
-180,56,6122.2
-178,56,6057.36
-176,56,5865.31
-174,56,5550.99
-172,56,5122.79
-170,56,4592.95
-168,56,3978.74
-166,56,3305.51
-164,56,2615.75
-162,56,1995.79
-160,56,1634.95
-158,56,1770.15
-156,56,2339.29
-154,56,3111.67
-152,56,3955.78
-150,56,4812.43
-148,56,5650.8
-146,56,6451.98
-144,56,7203.17
-142,56,7895.36
-140,56,8522.38
-138,56,9080.34
-136,56,9567.31
-134,56,9983.04
-132,56,10328.8
-130,56,10606.9
-128,56,10821.1
-126,56,10975.7
-124,56,11075.7
-122,56,11126.7
-120,56,11134.6
-118,56,11105.5
-116,56,11045.6
-114,56,10961.1
-112,56,10858
-110,56,10742
-108,56,10618.8
-106,56,10493.4
-104,56,10370.8
-102,56,10255.2
-100,56,10150.6
-98,56,10060.4
-96,56,9987.28
-94,56,9933.58
-92,56,9900.88
-90,56,9890.16
-88,56,9901.74
-86,56,9935.26
-84,56,9989.75
-82,56,10063.6
-80,56,10154.5
-78,56,10259.6
-76,56,10375.6
-74,56,10498.6
-72,56,10624.1
-70,56,10747.5
-68,56,10863.5
-66,56,10966.6
-64,56,11051
-62,56,11110.7
-60,56,11139.5
-58,56,11131.3
-56,56,11080.1
-54,56,10979.8
-52,56,10825
-50,56,10610.5
-48,56,10332
-46,56,9985.97
-44,56,9569.89
-42,56,9082.53
-40,56,8524.11
-38,56,7896.56
-36,56,7203.75
-34,56,6451.84
-32,56,5649.85
-30,56,4810.64
-28,56,3953.21
-26,56,3108.63
-24,56,2336.79
-22,56,1770.71
-20,56,1641.83
-18,56,2008.21
-16,56,2631.5
-14,56,3323.55
-12,56,3998.61
-10,56,4614.3
-8,56,5145.27
-6,56,5574.24
-4,56,5888.93
-2,56,6080.91
0,56,6145.21
2,56,6080.18
4,56,5887.45
6,56,5571.95
8,56,5142.04
10,56,4609.95
12,56,3992.82
14,56,3315.82
16,56,2620.94
18,56,1993.53
20,56,1623.07
22,56,1752.76
24,56,2322.86
26,56,3097.94
28,56,3944.65
30,56,4803.5
32,56,5643.74
34,56,6446.53
36,56,7199.12
38,56,7892.57
40,56,8520.76
42,56,9079.84
44,56,9567.9
46,56,9984.72
48,56,10331.5
50,56,10610.8
52,56,10826
54,56,10981.7
56,56,11082.7
58,56,11134.6
60,56,11143.4
62,56,11115.1
64,56,11055.9
66,56,10972
68,56,10869.3
70,56,10753.6
72,56,10630.5
74,56,10505.1
76,56,10382.4
78,56,10266.7
80,56,10161.8
82,56,10071.3
84,56,9997.86
86,56,9943.84
88,56,9910.84
90,56,9899.87
92,56,9911.26
94,56,9944.67
96,56,9999.14
98,56,10073
100,56,10164.1
102,56,10269.6
104,56,10386
106,56,10509.4
108,56,10635.6
110,56,10759.6
112,56,10876.2
114,56,10980
116,56,11065.2
118,56,11125.6
120,56,11155.1
122,56,11147.6
124,56,11097
126,56,10997.3
128,56,10842.9
130,56,10628.8
132,56,10350.6
134,56,10004.7
136,56,9588.68
138,56,9101.29
140,56,8542.77
142,56,7915.06
144,56,7222.08
146,56,6470.04
148,56,5667.98
150,56,4828.82
152,56,3971.58
154,56,3127.25
156,56,2355.23
158,56,1786.48
160,56,1649.2
162,56,2005.8
164,56,2622.77
166,56,3310.87
168,56,3983.11
170,56,4596.6
172,56,5125.77
174,56,5553.29
176,56,5866.89
178,56,6058.17
180,56,6122.2
-180,58,6125.25
-178,58,6057.43
-176,58,5856.46
-174,58,5527.74
-172,58,5080.42
-170,58,4527.92
-168,58,3889.37
-166,58,3193.58
-164,58,2490.89
-162,58,1888.92
-160,58,1618.5
-158,58,1890.57
-156,58,2553.66
-154,58,3379.81
-152,58,4257.5
-150,58,5135.92
-148,58,5987.32
-146,58,6794.05
-144,58,7543.88
-142,58,8228.26
-140,58,8841.4
-138,58,9379.86
-136,58,9842.22
-134,58,10228.8
-132,58,10541.3
-130,58,10783
-128,58,10958
-126,58,11071.3
-124,58,11128.5
-122,58,11135.9
-120,58,11099.9
-118,58,11027.2
-116,58,10924.4
-114,58,10798.1
-112,58,10654.7
-110,58,10500.5
-108,58,10341.3
-106,58,10182.7
-104,58,10029.8
-102,58,9887.33
-100,58,9759.37
-98,58,9649.59
-96,58,9561.05
-94,58,9496.17
-92,58,9456.7
-90,58,9443.72
-88,58,9457.55
-86,58,9497.85
-84,58,9563.5
-82,58,9652.75
-80,58,9763.15
-78,58,9891.63
-76,58,10034.6
-74,58,10187.8
-72,58,10346.5
-70,58,10505.8
-68,58,10660
-66,58,10803.3
-64,58,10929.5
-62,58,11032.1
-60,58,11104.6
-58,58,11140.3
-56,58,11132.7
-54,58,11075.1
-52,58,10961.6
-50,58,10786.3
-48,58,10544.4
-46,58,10231.5
-44,58,9844.62
-42,58,9381.89
-40,58,8843
-38,58,8229.34
-36,58,7544.36
-34,58,6793.82
-32,58,5986.27
-30,58,5133.96
-28,58,4254.63
-26,58,3376.18
-24,58,2549.9
-22,58,1888.6
-20,58,1621.91
-18,58,1898.49
-16,58,2504.39
-14,58,3209.69
-12,58,3907.5
-10,58,4547.67
-8,58,5101.45
-6,58,5549.69
-4,58,5878.92
-2,58,6079.96
0,58,6147.4
2,58,6079.44
4,58,5877.84
6,58,5547.96
8,58,5098.92
10,58,4544.11
12,58,3902.53
14,58,3202.72
16,58,2494.37
18,58,1884.02
20,58,1603.74
22,58,1872.19
24,58,2537.32
26,58,3366.45
28,58,4246.8
30,58,5127.47
32,58,5980.79
34,58,6789.16
36,58,7540.45
38,58,8226.13
40,58,8840.49
42,58,9380.11
44,58,9843.59
46,58,10231.2
48,58,10544.9
50,58,10787.7
52,58,10963.7
54,58,11078
56,58,11136.2
58,58,11144.4
60,58,11109.2
62,58,11037.1
64,58,10934.8
66,58,10808.9
68,58,10665.8
70,58,10511.7
72,58,10352.6
74,58,10193.8
76,58,10040.7
78,58,9897.89
80,58,9769.55
82,58,9659.37
84,58,9570.41
86,58,9505.12
88,58,9465.29
90,58,9451.99
92,58,9465.6
94,58,9505.75
96,58,9571.38
98,58,9660.71
100,58,9771.3
102,58,9900.09
104,58,10043.4
106,58,10197.1
108,58,10356.5
110,58,10516.3
112,58,10671.2
114,58,10815.2
116,58,10942.1
118,58,11045.4
120,58,11118.6
122,58,11155
124,58,11147.9
126,58,11090.9
128,58,10977.8
130,58,10802.9
132,58,10561.2
134,58,10248.5
136,58,9861.76
138,58,9399.06
140,58,8860.12
142,58,8246.39
144,58,7561.33
146,58,6810.72
148,58,6003.19
150,58,5151.02
152,58,4272
154,58,3394
156,58,2568.03
158,58,1905.44
160,58,1632.2
162,58,1898.71
164,58,2497.53
166,58,3198.49
168,58,3893.29
170,58,4531.14
172,58,5083.05
174,58,5529.77
176,58,5857.85
178,58,6058.13
180,58,6125.25
-180,60,6128.67
-178,60,6057.94
-176,60,5848.33
-174,60,5505.65
-172,60,5039.85
-170,60,4465.55
-168,60,3803.86
-166,60,3087.33
-164,60,2375.34
-162,60,1800.55
-160,60,1632.56
-158,60,2029.3
-156,60,2769.07
-154,60,3639.35
-152,60,4544.84
-150,60,5440.85
-148,60,6301.84
-146,60,7111.03
-144,60,7856.71
-142,60,8530.69
-140,60,9127.6
-138,60,9644.45
-136,60,10080.3
-134,60,10436.1
-132,60,10714.1
-130,60,10918.2
-128,60,11053.1
-126,60,11124.4
-124,60,11138.5
-122,60,11102
-120,60,11022
-118,60,10905.5
-116,60,10759.7
-114,60,10591.7
-112,60,10408.1
-110,60,10215.7
-108,60,10020.6
-106,60,9828.6
-104,60,9645.27
-102,60,9475.55
-100,60,9323.92
-98,60,9194.3
-96,60,9090.01
-94,60,9013.7
-92,60,8967.3
-90,60,8951.98
-88,60,8968.13
-86,60,9015.32
-84,60,9092.38
-82,60,9197.33
-80,60,9327.53
-78,60,9479.63
-76,60,9649.72
-74,60,9833.31
-72,60,10025.4
-70,60,10220.6
-68,60,10413
-66,60,10596.4
-64,60,10764.3
-62,60,10909.9
-60,60,11026.1
-58,60,11105.9
-56,60,11142.2
-54,60,11127.8
-52,60,11056.2
-50,60,10921.1
-48,60,10716.8
-46,60,10438.5
-44,60,10082.4
-42,60,9646.24
-40,60,9128.98
-38,60,8531.58
-36,60,7857.01
-34,60,7110.62
-32,60,6300.6
-30,60,5438.68
-28,60,4541.67
-26,60,3635.21
-24,60,2764.34
-22,60,2025.3
-20,60,1632.68
-18,60,1807.1
-16,60,2386.46
-14,60,3101.4
-12,60,3820.13
-10,60,4483.58
-8,60,5059.28
-6,60,5526.12
-4,60,5869.44
-2,60,6079.27
0,60,6149.77
2,60,6078.98
4,60,5868.8
6,60,5525.02
8,60,5057.54
10,60,4480.92
12,60,3816.11
14,60,3095.32
16,60,2377.12
18,60,1793.03
20,60,1615.47
22,60,2010.43
24,60,2752.94
26,60,3626.34
28,60,4534.55
30,60,5432.85
32,60,6295.8
34,60,7106.7
36,60,7853.89
38,60,8529.24
40,60,9127.42
42,60,9645.46
44,60,10082.5
46,60,10439.3
48,60,10718.4
50,60,10923.5
52,60,11059.4
54,60,11131.7
56,60,11146.6
58,60,11110.9
60,60,11031.5
62,60,10915.5
64,60,10770.1
66,60,10602.3
68,60,10418.9
70,60,10226.4
72,60,10031.1
74,60,9838.86
76,60,9655.18
78,60,9485.03
80,60,9332.93
82,60,9202.82
84,60,9098.04
86,60,9021.27
88,60,8974.47
90,60,8958.82
92,60,8974.73
94,60,9021.8
96,60,9098.84
98,60,9203.9
100,60,9334.32
102,60,9486.76
104,60,9657.28
106,60,9841.38
108,60,10034.1
110,60,10229.9
112,60,10422.9
114,60,10607
116,60,10775.6
118,60,10921.8
120,60,11038.6
122,60,11119
124,60,11155.8
126,60,11141.9
128,60,11070.7
130,60,10935.9
132,60,10731.8
134,60,10453.7
136,60,10097.8
138,60,9661.64
140,60,9144.39
142,60,8546.98
144,60,7872.4
146,60,7126.03
148,60,6316.12
150,60,5454.42
152,60,4557.81
154,60,3651.95
156,60,2781.73
158,60,2042.47
160,60,1645.31
162,60,1810.04
164,60,2381.66
166,60,3091.89
168,60,3807.43
170,60,4468.46
172,60,5042.2
174,60,5507.46
176,60,5849.56
178,60,6058.57
180,60,6128.67
-180,62,6132.4
-178,62,6058.85
-176,62,5840.88
-174,62,5484.77
-172,62,5001.21
-170,62,4406.08
-168,62,3722.52
-166,62,2987.14
-164,62,2269.57
-162,62,1731.08
-160,62,1672.24
-158,62,2178.23
-156,62,2980.77
-154,62,3887.63
-152,62,4816.21
-150,62,5726.25
-148,62,6593.84
-146,62,7402.88
-144,62,8142.06
-142,62,8803.55
-140,62,9382.38
-138,62,9876.03
-136,62,10284.1
-134,62,10608
-132,62,10850.7
-130,62,11016.6
-128,62,11111.1
-126,62,11140.5
-124,62,11111.4
-122,62,11031.3
-120,62,10907.6
-118,62,10747.8
-116,62,10559.6
-114,62,10350.2
-112,62,10126.8
-110,62,9896.34
-108,62,9665.35
-106,62,9440.01
-104,62,9226.08
-102,62,9028.88
-100,62,8853.23
-98,62,8703.38
-96,62,8582.95
-94,62,8494.89
-92,62,8441.33
-90,62,8423.59
-88,62,8442.1
-86,62,8496.4
-84,62,8585.15
-82,62,8706.18
-80,62,8856.54
-78,62,9032.6
-76,62,9230.1
-74,62,9444.21
-72,62,9669.64
-70,62,9900.62
-68,62,10131
-66,62,10354.2
-64,62,10563.5
-62,62,10751.5
-60,62,10911.1
-58,62,11034.6
-56,62,11114.5
-54,62,11143.3
-52,62,11113.8
-50,62,11019.1
-48,62,10853
-46,62,10610
-44,62,10285.9
-42,62,9877.5
-40,62,9383.47
-38,62,8804.17
-36,62,8142.1
-34,62,7402.22
-32,62,6592.36
-30,62,5723.82
-28,62,4812.71
-26,62,3883.03
-24,62,2975.23
-22,62,2172.62
-20,62,1669.4
-18,62,1734.51
-16,62,2278.21
-14,62,2999.08
-12,62,3736.85
-10,62,4422.28
-8,62,5018.91
-6,62,5503.6
-4,62,5860.48
-2,62,6078.8
0,62,6152.26
2,62,6078.76
4,62,5860.33
6,62,5503.2
8,62,5018.03
10,62,4420.61
12,62,3733.88
14,62,2994.02
16,62,2269.7
18,62,1721.06
20,62,1653.41
22,62,2159.18
24,62,2964.89
26,62,3874.96
28,62,4806.29
30,62,5718.67
32,62,6588.28
34,62,7399.09
36,62,8139.84
38,62,8802.76
40,62,9382.91
42,62,9877.78
44,62,10287
46,62,10612
48,62,10855.7
50,62,11022.6
52,62,11118.1
54,62,11148.2
56,62,11119.9
58,62,11040.4
60,62,10917.1
62,62,10757.7
64,62,10569.6
66,62,10360.3
68,62,10136.8
70,62,9906.2
72,62,9674.92
74,62,9449.19
76,62,9234.81
78,62,9037.1
80,62,8860.9
82,62,8710.51
84,62,8589.56
86,62,8501.02
88,62,8447.06
90,62,8429.01
92,62,8447.31
94,62,8501.53
96,62,8590.32
98,62,8711.51
100,62,8862.16
102,62,9038.61
104,62,9236.58
