Variation, Phi(rad), Theta(rad), rEphi(mag ang),rEtheta(mag ang)
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-3.141592653589793e+00,0.000000000000000e+00,1.252226375837722e-01 -2.049164441539340e+00,3.321660521689861e-02 -2.068818818304546e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-3.106686068549906e+00,0.000000000000000e+00,1.239873385226566e-01 -2.048980691098667e+00,3.756583170435406e-02 -2.066532478925060e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-3.071779483510020e+00,0.000000000000000e+00,1.226009842615895e-01 -2.048793011407660e+00,4.186944570520664e-02 -2.064718640533834e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-3.036872898470133e+00,0.000000000000000e+00,1.210652640064242e-01 -2.048600801812441e+00,4.612216036381947e-02 -2.063241295703720e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-3.001966313430247e+00,0.000000000000000e+00,1.193820489662424e-01 -2.048403409610077e+00,5.031876598439455e-02 -2.062012020680362e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.967059728390360e+00,0.000000000000000e+00,1.175533900764022e-01 -2.048200120372020e+00,5.445413030354817e-02 -2.060970835826134e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.932153143350474e+00,0.000000000000000e+00,1.155815155032240e-01 -2.047990146608675e+00,5.852320137816166e-02 -2.060075615924902e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.897246558310587e+00,0.000000000000000e+00,1.134688279334638e-01 -2.047772614373843e+00,6.252101177185784e-02 -2.059295903341878e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.862339973270700e+00,0.000000000000000e+00,1.112179016520434e-01 -2.047546547301793e+00,6.644268340221669e-02 -2.058609126812986e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.827433388230814e+00,0.000000000000000e+00,1.088314794117862e-01 -2.047310847430238e+00,7.028343271790699e-02 -2.057998201007544e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.792526803190927e+00,0.000000000000000e+00,1.063124690992638e-01 -2.047064271977904e+00,7.403857602350605e-02 -2.057449952357165e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.757620218151041e+00,0.000000000000000e+00,1.036639402011415e-01 -2.046805404996395e+00,7.770353484587739e-02 -2.056954057326683e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.722713633111154e+00,0.000000000000000e+00,1.008891200757954e-01 -2.046532622480421e+00,8.127384127689362e-02 -2.056502308509571e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.687807048071268e+00,0.000000000000000e+00,9.799139003534729e-02 -2.046244049061335e+00,8.474514325028003e-02 -2.056088096220649e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.652900463031381e+00,0.000000000000000e+00,9.497428124367557e-02 -2.045937503773470e+00,8.811320972372583e-02 -2.055706035190445e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.617993877991494e+00,0.000000000000000e+00,9.184147043652936e-02 -2.045610431495689e+00,9.137393574551916e-02 -2.055351691072945e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.583087292951608e+00,0.000000000000000e+00,8.859677547042286e-02 -2.045259815410452e+00,9.452334739001809e-02 -2.055021376940863e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.548180707911721e+00,0.000000000000000e+00,8.524415070780768e-02 -2.044882064014435e+00,9.755760654954286e-02 -2.054711999709494e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.513274122871834e+00,0.000000000000000e+00,8.178768224708707e-02 -2.044472863572100e+00,1.004730155724435e-01 -2.054420942739669e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.478367537831948e+00,0.000000000000000e+00,7.823158300741995e-02 -2.044026982982466e+00,1.032660217386353e-01 -2.054145975031752e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.443460952792061e+00,0.000000000000000e+00,7.458018768037518e-02 -2.043538012099386e+00,1.059332215649614e-01 -2.053885180218234e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.408554367752175e+00,0.000000000000000e+00,7.083794756356031e-02 -2.042998005395664e+00,1.084713649335763e-01 -2.053636900472983e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.373647782712288e+00,0.000000000000000e+00,6.700942529606838e-02 -2.042396988425251e+00,1.108773590371863e-01 -2.053399691781598e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.338741197672402e+00,0.000000000000000e+00,6.309928952314713e-02 -2.041722261187842e+00,1.131482721354805e-01 -2.053172287951003e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.303834612632515e+00,0.000000000000000e+00,5.911230952989877e-02 -2.040957393671269e+00,1.152813371175574e-01 -2.052953571402535e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.268928027592628e+00,0.000000000000000e+00,5.505334990502429e-02 -2.040080742233470e+00,1.172739548655434e-01 -2.052742549274397e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.234021442552742e+00,0.000000000000000e+00,5.092736533308381e-02 -2.039063197086443e+00,1.191236974149181e-01 -2.052538333710157e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.199114857512855e+00,0.000000000000000e+00,4.673939568311665e-02 -2.037864652005817e+00,1.208283109074480e-01 -2.052340125470111e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.164208272472969e+00,0.000000000000000e+00,4.249456169571059e-02 -2.036428262333105e+00,1.223857183328981e-01 -2.052147200194787e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.129301687433082e+00,0.000000000000000e+00,3.819806184566472e-02 -2.034670686333084e+00,1.237940220560132e-01 -2.051958896795677e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.094395102393195e+00,0.000000000000000e+00,3.385517155906960e-02 -2.032464599627380e+00,1.250515061255809e-01 -2.051774607557813e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.059488517353309e+00,0.000000000000000e+00,2.947124738810360e-02 -2.029605260767833e+00,1.261566383626290e-01 -2.051593769622774e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.024581932313422e+00,0.000000000000000e+00,2.505174246975879e-02 -2.025741117714753e+00,1.271080722251704e-01 -2.051415857585067e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.989675347273536e+00,0.000000000000000e+00,2.060225063410969e-02 -2.020213497727442e+00,1.279046484471117e-01 -2.051240376983949e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.954768762233649e+00,0.000000000000000e+00,1.612863531900064e-02 -2.011627680898738e+00,1.285453964493329e-01 -2.051066858510826e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.919862177193763e+00,0.000000000000000e+00,1.163747347022006e-02 -1.996427492556663e+00,1.290295355211349e-01 -2.050894852781941e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.884955592153876e+00,0.000000000000000e+00,7.138207182545243e-03 -1.962077541110045e+00,1.293564757705965e-01 -2.050723925547914e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.850049007113989e+00,0.000000000000000e+00,2.667223031664585e-03 -1.811666796086828e+00,1.295258188426900e-01 -2.050553653228389e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.815142422074103e+00,0.000000000000000e+00,2.030911920197282e-03 7.752480070173937e-01,1.295373584042154e-01 -2.050383618672726e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.780235837034216e+00,0.000000000000000e+00,6.480751483109449e-03 9.937387476028748e-01,1.293910803949950e-01 -2.050213407055481e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.745329251994330e+00,0.000000000000000e+00,1.097980703694053e-02 1.033842491262795e+00,1.290871630449807e-01 -2.050042601820093e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.710422666954443e+00,0.000000000000000e+00,1.547287802992346e-02 1.050636066938072e+00,1.286259766572864e-01 -2.049870780586784e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.675516081914556e+00,0.000000000000000e+00,1.994949803729102e-02 1.059878614205055e+00,1.280080831573953e-01 -2.049697510938372e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.640609496874670e+00,0.000000000000000e+00,2.440289256289626e-02 1.065738886246735e+00,1.272342354090845e-01 -2.049522345994117e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.605702911834783e+00,0.000000000000000e+00,2.882713554617859e-02 1.069794410137166e+00,1.263053762979727e-01 -2.049344819673292e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.570796326794897e+00,0.000000000000000e+00,3.321660521689870e-02 1.072773835285249e+00,1.252226375837648e-01 -2.049164441539319e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.535889741755010e+00,0.000000000000000e+00,3.756583170435170e-02 1.075060174664759e+00,1.239873385226513e-01 -2.048980691098646e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.500983156715124e+00,0.000000000000000e+00,4.186944570520507e-02 1.076874013056006e+00,1.226009842615856e-01 -2.048793011407646e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.466076571675237e+00,0.000000000000000e+00,4.612216036381799e-02 1.078351357886117e+00,1.210652640064223e-01 -2.048600801812427e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.431169986635350e+00,0.000000000000000e+00,5.031876598439409e-02 1.079580632909445e+00,1.193820489662426e-01 -2.048403409610065e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.396263401595464e+00,0.000000000000000e+00,5.445413030354826e-02 1.080621817763692e+00,1.175533900764025e-01 -2.048200120371996e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.361356816555577e+00,0.000000000000000e+00,5.852320137816172e-02 1.081517037664936e+00,1.155815155032220e-01 -2.047990146608631e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.326450231515691e+00,0.000000000000000e+00,6.252101177185686e-02 1.082296750247953e+00,1.134688279334620e-01 -2.047772614373830e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.291543646475804e+00,0.000000000000000e+00,6.644268340221514e-02 1.082983526776820e+00,1.112179016520412e-01 -2.047546547301784e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.256637061435917e+00,0.000000000000000e+00,7.028343271790514e-02 1.083594452582258e+00,1.088314794117834e-01 -2.047310847430236e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.221730476396031e+00,0.000000000000000e+00,7.403857602350464e-02 1.084142701232638e+00,1.063124690992603e-01 -2.047064271977912e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.186823891356144e+00,0.000000000000000e+00,7.770353484587771e-02 1.084638596263118e+00,1.036639402011404e-01 -2.046805404996397e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.151917306316258e+00,0.000000000000000e+00,8.127384127689423e-02 1.085090345080227e+00,1.008891200757951e-01 -2.046532622480423e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.117010721276371e+00,0.000000000000000e+00,8.474514325028328e-02 1.085504557369146e+00,9.799139003534836e-02 -2.046244049061322e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.082104136236484e+00,0.000000000000000e+00,8.811320972372869e-02 1.085886618399351e+00,9.497428124367518e-02 -2.045937503773471e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.047197551196598e+00,0.000000000000000e+00,9.137393574552029e-02 1.086240962516851e+00,9.184147043652942e-02 -2.045610431495706e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.012290966156711e+00,0.000000000000000e+00,9.452334739001697e-02 1.086571276648942e+00,8.859677547041980e-02 -2.045259815410455e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-9.773843811168246e-01,0.000000000000000e+00,9.755760654954085e-02 1.086880653880304e+00,8.524415070780617e-02 -2.044882064014428e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-9.424777960769379e-01,0.000000000000000e+00,1.004730155724413e-01 1.087171710850119e+00,8.178768224708546e-02 -2.044472863572079e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-9.075712110370514e-01,0.000000000000000e+00,1.032660217386353e-01 1.087446678558036e+00,7.823158300741846e-02 -2.044026982982422e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-8.726646259971648e-01,0.000000000000000e+00,1.059332215649602e-01 1.087707473371565e+00,7.458018768037251e-02 -2.043538012099332e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-8.377580409572782e-01,0.000000000000000e+00,1.084713649335756e-01 1.087955753116823e+00,7.083794756355689e-02 -2.042998005395608e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-8.028514559173916e-01,0.000000000000000e+00,1.108773590371843e-01 1.088192961808196e+00,6.700942529606368e-02 -2.042396988425220e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-7.679448708775050e-01,0.000000000000000e+00,1.131482721354795e-01 1.088420365638788e+00,6.309928952314357e-02 -2.041722261187828e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-7.330382858376184e-01,0.000000000000000e+00,1.152813371175571e-01 1.088639082187245e+00,5.911230952989786e-02 -2.040957393671249e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-6.981317007977318e-01,0.000000000000000e+00,1.172739548655422e-01 1.088850104315374e+00,5.505334990502364e-02 -2.040080742233447e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-6.632251157578453e-01,0.000000000000000e+00,1.191236974149181e-01 1.089054319879619e+00,5.092736533308617e-02 -2.039063197086415e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-6.283185307179586e-01,0.000000000000000e+00,1.208283109074500e-01 1.089252528119674e+00,4.673939568312000e-02 -2.037864652005759e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-5.934119456780721e-01,0.000000000000000e+00,1.223857183328997e-01 1.089445453394993e+00,4.249456169571252e-02 -2.036428262333079e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-5.585053606381855e-01,0.000000000000000e+00,1.237940220560150e-01 1.089633756794107e+00,3.819806184566794e-02 -2.034670686333059e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-5.235987755982988e-01,0.000000000000000e+00,1.250515061255834e-01 1.089818046031983e+00,3.385517155907244e-02 -2.032464599627347e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-4.886921905584123e-01,0.000000000000000e+00,1.261566383626307e-01 1.089998883967013e+00,2.947124738810514e-02 -2.029605260767808e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-4.537856055185257e-01,0.000000000000000e+00,1.271080722251706e-01 1.090176796004699e+00,2.505174246975945e-02 -2.025741117714721e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-4.188790204786391e-01,0.000000000000000e+00,1.279046484471134e-01 1.090352276605831e+00,2.060225063410989e-02 -2.020213497727399e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-3.839724354387525e-01,0.000000000000000e+00,1.285453964493368e-01 1.090525795078972e+00,1.612863531900231e-02 -2.011627680898559e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-3.490658503988659e-01,0.000000000000000e+00,1.290295355211383e-01 1.090697800807839e+00,1.163747347022133e-02 -1.996427492556561e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-3.141592653589793e-01,0.000000000000000e+00,1.293564757705993e-01 1.090868728041879e+00,7.138207182548120e-03 -1.962077541109665e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.792526803190927e-01,0.000000000000000e+00,1.295258188426923e-01 1.091039000361421e+00,2.667223031666406e-03 -1.811666796085862e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.443460952792061e-01,0.000000000000000e+00,1.295373584042183e-01 1.091209034917058e+00,2.030911920195909e-03 7.752480070161691e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.094395102393196e-01,0.000000000000000e+00,1.293910803949976e-01 1.091379246534310e+00,6.480751483107550e-03 9.937387476026154e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.745329251994329e-01,0.000000000000000e+00,1.290871630449813e-01 1.091550051769687e+00,1.097980703693921e-02 1.033842491262733e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.396263401595464e-01,0.000000000000000e+00,1.286259766572892e-01 1.091721873002996e+00,1.547287802992345e-02 1.050636066938018e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-1.047197551196598e-01,0.000000000000000e+00,1.280080831573958e-01 1.091895142651412e+00,1.994949803729026e-02 1.059878614205028e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-6.981317007977318e-02,0.000000000000000e+00,1.272342354090887e-01 1.092070307595672e+00,2.440289256289589e-02 1.065738886246619e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-3.490658503988659e-02,0.000000000000000e+00,1.263053762979798e-01 1.092247833916498e+00,2.882713554617868e-02 1.069794410137120e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",0.000000000000000e+00,0.000000000000000e+00,1.252226375837718e-01 1.092428212050444e+00,3.321660521689812e-02 1.072773835285232e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",3.490658503988659e-02,0.000000000000000e+00,1.239873385226542e-01 1.092611962491102e+00,3.756583170435167e-02 1.075060174664772e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",6.981317007977318e-02,0.000000000000000e+00,1.226009842615853e-01 1.092799642182122e+00,4.186944570520424e-02 1.076874013055984e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.047197551196598e-01,0.000000000000000e+00,1.210652640064207e-01 1.092991851777348e+00,4.612216036381692e-02 1.078351357886080e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.396263401595464e-01,0.000000000000000e+00,1.193820489662396e-01 1.093189243979700e+00,5.031876598439300e-02 1.079580632909413e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.745329251994329e-01,0.000000000000000e+00,1.175533900764006e-01 1.093392533217770e+00,5.445413030354665e-02 1.080621817763650e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.094395102393196e-01,0.000000000000000e+00,1.155815155032236e-01 1.093602506981143e+00,5.852320137816143e-02 1.081517037664892e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.443460952792061e-01,0.000000000000000e+00,1.134688279334651e-01 1.093820039215949e+00,6.252101177185701e-02 1.082296750247925e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.792526803190927e-01,0.000000000000000e+00,1.112179016520442e-01 1.094046106287991e+00,6.644268340221611e-02 1.082983526776796e+00
