Variation, Phi(rad), Theta(rad), rEphi(mag ang),rEtheta(mag ang)
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",3.490658503988659e-01,4.886921905584123e-01,1.679362719053601e-01 2.481541700372684e+00,6.139267646137620e+00 -1.194035719461901e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",3.839724354387525e-01,4.886921905584123e-01,1.627962857269511e-01 2.454710087785537e+00,6.180599790346966e+00 -1.200721996584792e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",4.188790204786391e-01,4.886921905584123e-01,1.562046764909397e-01 2.430259234911452e+00,6.225923766984844e+00 -1.208005080278238e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",4.537856055185257e-01,4.886921905584123e-01,1.480984669638333e-01 2.408243338883151e+00,6.275023650167501e+00 -1.215911847789322e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",4.886921905584123e-01,4.886921905584123e-01,1.384292747168183e-01 2.388820094070936e+00,6.327675548802942e+00 -1.224470351723891e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",5.235987755982988e-01,4.886921905584123e-01,1.271702255884926e-01 2.372309951585968e+00,6.383648624006052e+00 -1.233709023391028e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",5.585053606381855e-01,4.886921905584123e-01,1.143230774282508e-01 2.359318264370405e+00,6.442705285374355e+00 -1.243655896290851e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",5.934119456780721e-01,4.886921905584123e-01,9.992542738912333e-02 2.350997370249711e+00,6.504600637392386e+00 -1.254337866998675e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",6.283185307179586e-01,4.886921905584123e-01,8.405860155942317e-02 2.349665464205458e+00,6.569081300427372e+00 -1.265780007554916e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",6.632251157578453e-01,4.886921905584123e-01,6.685935406030508e-02 2.360500964328341e+00,6.635883777044601e+00 -1.278004940503271e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",6.981317007977318e-01,4.886921905584123e-01,4.855005089124823e-02 2.397339455020264e+00,6.704732570154739e+00 -1.291032285000428e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",7.330382858376184e-01,4.886921905584123e-01,2.958239972741467e-02 2.511307786116701e+00,6.775338281637000e+00 -1.304878179942006e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",7.679448708775050e-01,4.886921905584123e-01,1.223529989694205e-02 3.067121692351396e+00,6.847395926135878e+00 -1.319554887760073e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",8.028514559173916e-01,4.886921905584123e-01,1.647082275996371e-02 -1.619379066740100e+00,6.920583683378392e+00 -1.335070480384762e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",8.377580409572782e-01,4.886921905584123e-01,3.584377268164499e-02 -1.284540117006136e+00,6.994562283630199e+00 -1.351428606782538e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",8.726646259971648e-01,4.886921905584123e-01,5.640946631392414e-02 -1.201251107119106e+00,7.068975176337451e+00 -1.368628339481397e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",9.075712110370514e-01,4.886921905584123e-01,7.680092851501069e-02 -1.172603087531636e+00,7.143449574611465e+00 -1.386664095609276e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",9.424777960769379e-01,4.886921905584123e-01,9.650860167715045e-02 -1.164204220162944e+00,7.217598402346892e+00 -1.405525626286243e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",9.773843811168246e-01,4.886921905584123e-01,1.151503273550162e-01 -1.165650667848191e+00,7.291023101743105e+00 -1.425198066827644e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.012290966156711e+00,4.886921905584123e-01,1.323937578566237e-01 -1.172794229376807e+00,7.363317192659920e+00 -1.445662039239860e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.047197551196598e+00,4.886921905584123e-01,1.479466068886290e-01 -1.183694460170751e+00,7.434070417389266e+00 -1.466893798007631e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.082104136236484e+00,4.886921905584123e-01,1.615595318167970e-01 -1.197350612296799e+00,7.502873260269477e+00 -1.488865410227982e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.117010721276371e+00,4.886921905584123e-01,1.730314232273170e-01 -1.213216692558014e+00,7.569321605185102e+00 -1.511544961736513e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.151917306316258e+00,4.886921905584123e-01,1.822142982304415e-01 -1.230988323691472e+00,7.633021287904180e+00 -1.534896781941554e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.186823891356144e+00,4.886921905584123e-01,1.890167983446887e-01 -1.250498693967437e+00,7.693592315098260e+00 -1.558881681529132e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.221730476396031e+00,4.886921905584123e-01,1.934058948463466e-01 -1.271663137868580e+00,7.750672556537859e+00 -1.583457198893318e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.256637061435917e+00,4.886921905584123e-01,1.954066774456269e-01 -1.294447040764707e+00,7.803920768305570e+00 -1.608577852931684e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.291543646475804e+00,4.886921905584123e-01,1.951002618957993e-01 -1.318845349461563e+00,7.853018868331809e+00 -1.634195401573874e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.326450231515691e+00,4.886921905584123e-01,1.926199600703952e-01 -1.344867689926099e+00,7.897673455431545e+00 -1.660259106945677e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.361356816555577e+00,4.886921905584123e-01,1.881459315088303e-01 -1.372525617023297e+00,7.937616633022555e+00 -1.686716009299063e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.396263401595464e+00,4.886921905584123e-01,1.818985857562108e-01 -1.401819607355830e+00,7.972606262538355e+00 -1.713511212678652e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.431169986635350e+00,4.886921905584123e-01,1.741310344941878e-01 -1.432723767913670e+00,8.002425823458710e+00 -1.740588185697699e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.466076571675237e+00,4.886921905584123e-01,1.651209062501567e-01 -1.465166180330622e+00,8.026884092140275e+00 -1.767889080744702e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.500983156715124e+00,4.886921905584123e-01,1.551618406765093e-01 -1.499002496277435e+00,8.045814866926451e+00 -1.795355074445797e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.535889741755010e+00,4.886921905584123e-01,1.445549824922675e-01 -1.533979997273296e+00,8.059076960695494e+00 -1.822926731302798e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.570796326794897e+00,4.886921905584123e-01,1.336008082761649e-01 -1.569689103647272e+00,8.066554654189497e+00 -1.850544391164724e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.605702911834783e+00,4.886921905584123e-01,1.225916557940658e-01 -1.605499838432552e+00,8.068158756017134e+00 -1.878148579638251e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.640609496874670e+00,4.886921905584123e-01,1.118053981088809e-01 -1.640483201403769e+00,8.063828351595548e+00 -1.905680438774771e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.675516081914556e+00,4.886921905584123e-01,1.015008147212363e-01 -1.673323992356466e+00,8.053533248282001e+00 -1.933082173468728e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.710422666954443e+00,4.886921905584123e-01,9.191532203581258e-02 -1.702245940673360e+00,8.037277043327949e+00 -1.960297507046519e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.745329251994330e+00,4.886921905584123e-01,8.326570324028337e-02 -1.724996496494038e+00,8.015100661444402e+00 -1.987272137601071e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.780235837034216e+00,4.886921905584123e-01,7.575201561568172e-02 -1.738978532855124e+00,7.987086136220583e+00 -2.013954184819194e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.815142422074103e+00,4.886921905584123e-01,6.956345225825455e-02 -1.741654301101626e+00,7.953360350598085e+00 -2.040294615443722e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.850049007113989e+00,4.886921905584123e-01,6.488225817081691e-02 -1.731325519108725e+00,7.914098411500092e+00 -2.066247634201987e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.884955592153876e+00,4.886921905584123e-01,6.187887824107726e-02 -1.708200619879742e+00,7.869526316768065e+00 -2.091771026115697e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.919862177193763e+00,4.886921905584123e-01,6.069228288361687e-02 -1.675244490645258e+00,7.819922581395007e+00 -2.116826435693869e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.954768762233649e+00,4.886921905584123e-01,6.139858638259398e-02 -1.637987755032529e+00,7.765618525414011e+00 -2.141379568720485e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",1.989675347273536e+00,4.886921905584123e-01,6.398460985986834e-02 -1.602936641957899e+00,7.706996986410386e+00 -2.165400303308887e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.024581932313422e+00,4.886921905584123e-01,6.834459776729243e-02 -1.575429136980534e+00,7.644489302129742e+00 -2.188862698731157e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.059488517353309e+00,4.886921905584123e-01,7.430107497580121e-02 -1.558325116070167e+00,7.578570507816767e+00 -2.211744893349983e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.094395102393195e+00,4.886921905584123e-01,8.163396055565468e-02 -1.552046789012830e+00,7.509752801962178e+00 -2.234028886847446e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.129301687433082e+00,4.886921905584123e-01,9.010285195260222e-02 -1.555415892867235e+00,7.438577445237275e+00 -2.255700206852514e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.164208272472969e+00,4.886921905584123e-01,9.945838764382310e-02 -1.566550758181505e+00,7.365605362332617e+00 -2.276747465904440e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.199114857512855e+00,4.886921905584123e-01,1.094460783924184e-01 -1.583473040844462e+00,7.291406807256929e+00 -2.297161821207171e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.234021442552742e+00,4.886921905584123e-01,1.198071379746002e-01 -1.604409778645500e+00,7.216550522444157e+00 -2.316936356435416e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.268928027592628e+00,4.886921905584123e-01,1.302791910702351e-01 -1.627894769424354e+00,7.141592865405952e+00 -2.336065411406971e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.303834612632515e+00,4.886921905584123e-01,1.405980468021848e-01 -1.652767608496453e+00,7.067067390340661e+00 -2.354543891088496e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.338741197672402e+00,4.886921905584123e-01,1.505007448384185e-01 -1.678132087224714e+00,6.993475355048828e+00 -2.372366589458352e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.373647782712288e+00,4.886921905584123e-01,1.597296571281784e-01 -1.703305303500417e+00,6.921277577002865e+00 -2.389527565563273e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.408554367752175e+00,4.886921905584123e-01,1.680372936303582e-01 -1.727770758759896e+00,6.850887989885037e+00 -2.406019608185133e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.443460952792061e+00,4.886921905584123e-01,1.751914438547236e-01 -1.751139631736190e+00,6.782669158501035e+00 -2.421833821650494e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.478367537831948e+00,4.886921905584123e-01,1.809803092590893e-01 -1.773120439213976e+00,6.716929902113293e+00 -2.436959358577653e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.513274122871834e+00,4.886921905584123e-01,1.852173169027011e-01 -1.793495842198864e+00,6.653925061059673e+00 -2.451383316237496e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.548180707911721e+00,4.886921905584123e-01,1.877453460592897e-01 -1.812105023212870e+00,6.593857326364229e+00 -2.465090802508531e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.583087292951608e+00,4.886921905584123e-01,1.884401472035971e-01 -1.828830151686387e+00,6.536880943957475e+00 -2.478065166164968e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.617993877991494e+00,4.886921905584123e-01,1.872127878824927e-01 -1.843585648849704e+00,6.483107010456362e+00 -2.490288375561812e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.652900463031381e+00,4.886921905584123e-01,1.840110219703502e-01 -1.856309115988726e+00,6.432610001528779e+00 -2.501741520696525e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.687807048071268e+00,4.886921905584123e-01,1.788195455001715e-01 -1.866952821749527e+00,6.385435120705963e+00 -2.512405406914557e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.722713633111154e+00,4.886921905584123e-01,1.716591702354467e-01 -1.875474475541826e+00,6.341606028640639e+00 -2.522261204617781e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.757620218151041e+00,4.886921905584123e-01,1.625850114713390e-01 -1.881825497378658e+00,6.301132511168977e+00 -2.531291118273998e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.792526803190927e+00,4.886921905584123e-01,1.516838456571057e-01 -1.885933794775000e+00,6.264017668424138e+00 -2.539479039500022e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.827433388230814e+00,4.886921905584123e-01,1.390708443653453e-01 -1.887675356409763e+00,6.230264254424867e+00 -2.546811152427133e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.862339973270700e+00,4.886921905584123e-01,1.248859361054724e-01 -1.886822620175565e+00,6.199879863418595e+00 -2.553276464252306e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.897246558310587e+00,4.886921905584123e-01,1.092901000077690e-01 -1.882941357248991e+00,6.172880741108138e+00 -2.558867239135631e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.932153143350474e+00,4.886921905584123e-01,9.246200574152148e-02 -1.875161409161101e+00,6.149294090316380e+00 -2.563579318851914e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",2.967059728390360e+00,4.886921905584123e-01,7.459577972471589e-02 -1.861591647849532e+00,6.129158835883994e+00 -2.567412318472989e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",3.001966313430247e+00,4.886921905584123e-01,5.590225779544900e-02 -1.837506020737231e+00,6.112524906929128e+00 -2.570369689704299e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",3.036872898470133e+00,4.886921905584123e-01,3.662550980063588e-02 -1.787678790544375e+00,6.099451180684699e+00 -2.572458648390273e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",3.071779483510020e+00,4.886921905584123e-01,1.719371336685076e-02 -1.626551532741335e+00,6.090002306287547e+00 -2.573689966348621e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",3.106686068549906e+00,4.886921905584123e-01,6.155677295505676e-03 2.781884375994529e-01,6.084244685307738e+00 -2.574077631367247e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",3.141592653589793e+00,4.886921905584123e-01,2.418242396793616e-02 1.020498083655175e+00,6.082241925656347e+00 -2.573638383143727e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-3.141592653589793e+00,5.235987755982988e-01,1.681343395241787e-02 4.336516843804533e-01,6.227537718268881e+00 -2.643250542080908e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-3.106686068549906e+00,5.235987755982988e-01,3.099393518523938e-02 8.456508641788963e-01,6.229069782560752e+00 -2.641726905362814e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-3.071779483510020e+00,5.235987755982988e-01,4.667112588072660e-02 9.951115533179407e-01,6.235824183786818e+00 -2.639292203841336e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-3.036872898470133e+00,5.235987755982988e-01,6.230801569874383e-02 1.072769851964358e+00,6.247863300477394e+00 -2.635974157962342e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-3.001966313430247e+00,5.235987755982988e-01,7.744327893028680e-02 1.122096678484116e+00,6.265220140730156e+00 -2.631802026470243e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.967059728390360e+00,5.235987755982988e-01,9.180254829466881e-02 1.157323311743986e+00,6.287893674665549e+00 -2.626805571560678e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.932153143350474e+00,5.235987755982988e-01,1.051616722085948e-01 1.184334247708260e+00,6.315845623595361e+00 -2.621013983699828e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.897246558310587e+00,5.235987755982988e-01,1.173141481051685e-01 1.205949262342098e+00,6.348998882558280e+00 -2.614454813672608e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.862339973270700e+00,5.235987755982988e-01,1.280620191158504e-01 1.223657742668599e+00,6.387237641721915e+00 -2.607152963050841e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.827433388230814e+00,5.235987755982988e-01,1.372143596121956e-01 1.238297020481214e+00,6.430409156262074e+00 -2.599129784447326e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.792526803190927e+00,5.235987755982988e-01,1.445891308523932e-01 1.250350460305161e+00,6.478327001011139e+00 -2.590402339462071e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.757620218151041e+00,5.235987755982988e-01,1.500169936760514e-01 1.260087060228578e+00,6.530775542965673e+00 -2.580982855404748e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.722713633111154e+00,5.235987755982988e-01,1.533464728652545e-01 1.267625688587321e+00,6.587515278922050e+00 -2.570878412334195e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.687807048071268e+00,5.235987755982988e-01,1.544501229229116e-01 1.272957464699652e+00,6.648288623480379e+00 -2.560090880560731e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.652900463031381e+00,5.235987755982988e-01,1.532314303428904e-01 1.275938894981345e+00,6.712825699435605e+00 -2.548617116440302e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.617993877991494e+00,5.235987755982988e-01,1.496322311956207e-01 1.276256949243880e+00,6.780849681311174e+00 -2.536449411895293e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.583087292951608e+00,5.235987755982988e-01,1.436404929388042e-01 1.273357333880612e+00,6.852081274424108e+00 -2.523576181289442e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx_2='0.5' Ty_2='0'",-2.548180707911721e+00,5.235987755982988e-01,1.352984834462134e-01 1.266312905084419e+00,6.926241974949880e+00 -2.509982858518651e+00
