Variation, Phi(rad), Theta(rad), rEphi(mag ang),rEtheta(mag ang)
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.745329251994329e-01,1.605702911834783e+00,4.891602530524792e-02 -7.203630084234238e-01,1.028450738425672e+01 -2.109044784910127e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.094395102393196e-01,1.605702911834783e+00,3.950109427153661e-02 -7.118161198365185e-01,1.020503609894696e+01 -2.100353629452992e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.443460952792061e-01,1.605702911834783e+00,2.919470590518173e-02 -7.188338967991481e-01,1.010918407421662e+01 -2.092070905726064e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.792526803190927e-01,1.605702911834783e+00,1.836687856443706e-02 -7.567142567148427e-01,9.999168677535803e+00 -2.084902416095015e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",3.141592653589793e-01,1.605702911834783e+00,7.547312424810737e-03 -9.268842997762762e-01,9.877942721332726e+00 -2.079550598934002e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",3.490658503988659e-01,1.605702911834783e+00,4.003969281847670e-03 3.039116941444416e+00,9.749211448831799e+00 -2.076665054767748e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",3.839724354387525e-01,1.605702911834783e+00,1.341127521560566e-02 2.624059473827073e+00,9.617395709010554e+00 -2.076784645635741e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",4.188790204786391e-01,1.605702911834783e+00,2.191890050724862e-02 2.532298510058354e+00,9.487506270685977e+00 -2.080274197672935e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",4.537856055185257e-01,1.605702911834783e+00,2.883400665296857e-02 2.465700322652559e+00,9.364896361615061e+00 -2.087262126955723e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",4.886921905584123e-01,1.605702911834783e+00,3.389400172889535e-02 2.394826452348928e+00,9.254876850394036e+00 -2.097589126090094e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",5.235987755982988e-01,1.605702911834783e+00,3.704333521262410e-02 2.308596803806490e+00,9.162213532792803e+00 -2.110781032597332e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",5.585053606381855e-01,1.605702911834783e+00,3.846553375316106e-02 2.198936885396802e+00,9.090573401448124e+00 -2.126058948833213e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",5.934119456780721e-01,1.605702911834783e+00,3.860996772393531e-02 2.058856449049034e+00,9.042030828769269e+00 -2.142394529819027e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",6.283185307179586e-01,1.605702911834783e+00,3.816920291344904e-02 1.884612239075530e+00,9.016762672757514e+00 -2.158607997901536e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",6.632251157578453e-01,1.605702911834783e+00,3.794204475296099e-02 1.680936011262145e+00,9.013035343989051e+00 -2.173494127829767e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",6.981317007977318e-01,1.605702911834783e+00,3.853896451845365e-02 1.465097421633911e+00,9.027517118245701e+00 -2.185952810713245e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",7.330382858376184e-01,1.605702911834783e+00,4.005913803072030e-02 1.261737300237958e+00,9.055858957516943e+00 -2.195100349903782e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",7.679448708775050e-01,1.605702911834783e+00,4.202474440233640e-02 1.090116843125510e+00,9.093412619865161e+00 -2.200345331619383e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",8.028514559173916e-01,1.605702911834783e+00,4.363223151868711e-02 9.575441008052230e-01,9.135924033044374e+00 -2.201424190314371e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",8.377580409572782e-01,1.605702911834783e+00,4.407077261892766e-02 8.629656293743854e-01,9.180059573328727e+00 -2.198400825997961e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",8.726646259971648e-01,1.605702911834783e+00,4.272469654538006e-02 8.032160486559473e-01,9.223679574768028e+00 -2.191638766315726e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",9.075712110370514e-01,1.605702911834783e+00,3.926298718303382e-02 7.776234468331479e-01,9.265844318816731e+00 -2.181753916079020e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",9.424777960769379e-01,1.605702911834783e+00,3.367623069895308e-02 7.924690198075651e-01,9.306601464611385e+00 -2.169553502909265e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",9.773843811168246e-01,1.605702911834783e+00,2.632614325548832e-02 8.713231414457896e-01,9.346645486660057e+00 -2.155964977543593e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.012290966156711e+00,1.605702911834783e+00,1.818645176896615e-02 1.092181074906714e+00,9.386952050184281e+00 -2.141958581655603e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.047197551196598e+00,1.605702911834783e+00,1.217411471749428e-02 1.689813930465931e+00,9.428474042446746e+00 -2.128468728329528e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.082104136236484e+00,1.605702911834783e+00,1.430516048994481e-02 2.540030984458718e+00,9.471949324251140e+00 -2.116320971335072e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.117010721276371e+00,1.605702911834783e+00,2.233840346059136e-02 2.948668153747607e+00,9.517826766544719e+00 -2.106171851049865e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.151917306316258e+00,1.605702911834783e+00,3.113845504559225e-02 3.117145128365471e+00,9.566281422867689e+00 -2.098467684892804e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.186823891356144e+00,1.605702911834783e+00,3.887010614524929e-02 -3.080561626940360e+00,9.617271985419029e+00 -2.093425722051695e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.221730476396031e+00,1.605702911834783e+00,4.474005780044191e-02 -3.028804439805767e+00,9.670596211700763e+00 -2.091037880163418e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.256637061435917e+00,1.605702911834783e+00,4.833118929713980e-02 -2.992393614331700e+00,9.725917238821147e+00 -2.091094407411807e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.291543646475804e+00,1.605702911834783e+00,4.946897238971033e-02 -2.962675610853789e+00,9.782755865260492e+00 -2.093222784259621e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.326450231515691e+00,1.605702911834783e+00,4.817862986857494e-02 -2.934249222635343e+00,9.840461685481554e+00 -2.096936118358260e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.361356816555577e+00,1.605702911834783e+00,4.465613939123969e-02 -2.902217634040730e+00,9.898184030673589e+00 -2.101685102278463e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.396263401595464e+00,1.605702911834783e+00,3.924065021824846e-02 -2.860053431887368e+00,9.954861588254618e+00 -2.106908150811497e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.431169986635350e+00,1.605702911834783e+00,3.239408217634670e-02 -2.796130062919262e+00,1.000924077899423e+01 -2.112075453371788e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.466076571675237e+00,1.605702911834783e+00,2.471476779313833e-02 -2.684847752422082e+00,1.005992245021432e+01 -2.116724159768065e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.500983156715124e+00,1.605702911834783e+00,1.709395983375946e-02 -2.458550820760806e+00,1.010542845877376e+01 -2.120483494074203e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.535889741755010e+00,1.605702911834783e+00,1.147994873631312e-02 -1.941371072494483e+00,1.014427643011632e+01 -2.123089978672146e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.570796326794897e+00,1.605702911834783e+00,1.165153609122697e-02 -1.153742650904958e+00,1.017505226451880e+01 -2.124393935934675e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.605702911834783e+00,1.605702911834783e+00,1.679921187919695e-02 -6.833989472267343e-01,1.019647413346436e+01 -2.124358932746802e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.640609496874670e+00,1.605702911834783e+00,2.300601288621154e-02 -4.724556719725486e-01,1.020744658744972e+01 -2.123055884675544e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.675516081914556e+00,1.605702911834783e+00,2.872260565133254e-02 -3.590278877191328e-01,1.020710718704414e+01 -2.120653265473777e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.710422666954443e+00,1.605702911834783e+00,3.342467895287792e-02 -2.817599192374608e-01,1.019486979887461e+01 -2.117404421571986e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.745329251994330e+00,1.605702911834783e+00,3.691013476412033e-02 -2.151475179874448e-01,1.017046822050593e+01 -2.113632501379663e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.780235837034216e+00,1.605702911834783e+00,3.914349461053415e-02 -1.454760258163126e-01,1.013400153543144e+01 -2.109713074780284e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.815142422074103e+00,1.605702911834783e+00,4.022519628670405e-02 -6.340721941222645e-02,1.008597922580473e+01 -2.106054211406406e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.850049007113989e+00,1.605702911834783e+00,4.039034245023850e-02 3.825972056705627e-02,1.002736028141019e+01 -2.103073665612218e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.884955592153876e+00,1.605702911834783e+00,4.000211607192537e-02 1.645106840645948e-01,9.959576981678266e+00 -2.101172936687307e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.919862177193763e+00,1.605702911834783e+00,3.950904033391408e-02 3.164341499467759e-01,9.884531358881775e+00 -2.100708386407367e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.954768762233649e+00,1.605702911834783e+00,3.933765272562294e-02 4.889848511135508e-01,9.804551403927144e+00 -2.101960333943418e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.989675347273536e+00,1.605702911834783e+00,3.973002809017280e-02 6.708050909014278e-01,9.722295906888206e+00 -2.105102085086015e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.024581932313422e+00,1.605702911834783e+00,4.061092577480192e-02 8.483116554632062e-01,9.640602531727925e+00 -2.110172053461311e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.059488517353309e+00,1.605702911834783e+00,4.158829614675617e-02 1.011747815416465e+00,9.562283908334338e+00 -2.117053202376953e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.094395102393195e+00,1.605702911834783e+00,4.208810501958886e-02 1.158346628938954e+00,9.489890453048323e+00 -2.125464527714524e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.129301687433082e+00,1.605702911834783e+00,4.152868978000144e-02 1.291692146919871e+00,9.425473490906446e+00 -2.134968721646173e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.164208272472969e+00,1.605702911834783e+00,3.946144433844738e-02 1.420242044143400e+00,9.370393152943029e+00 -2.144998209168470e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.199114857512855e+00,1.605702911834783e+00,3.567209259330519e-02 1.557912850598090e+00,9.325216801712388e+00 -2.154898623754010e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.234021442552742e+00,1.605702911834783e+00,3.028345259147910e-02 1.729388491502084e+00,9.289741551105736e+00 -2.163985280378331e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.268928027592628e+00,1.605702911834783e+00,2.396968085886082e-02 1.985675116700533e+00,9.263149426111349e+00 -2.171605478359346e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.303834612632515e+00,1.605702911834783e+00,1.858724621205635e-02 2.427520996011393e+00,9.244271940687597e+00 -2.177198491116008e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.338741197672402e+00,1.605702911834783e+00,1.786706465201309e-02 3.075777020746959e+00,9.231912074676501e+00 -2.180346094162641e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.373647782712288e+00,1.605702911834783e+00,2.336616559641637e-02 -2.680809281389995e+00,9.225155248519767e+00 -2.180808792463336e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.408554367752175e+00,1.605702911834783e+00,3.191691221189299e-02 -2.389430661963037e+00,9.223602286590255e+00 -2.178545429585266e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.443460952792061e+00,1.605702911834783e+00,4.087784463332298e-02 -2.227485029768162e+00,9.227476043139273e+00 -2.173715705390681e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.478367537831948e+00,1.605702911834783e+00,4.890804719722954e-02 -2.129228418132052e+00,9.237583722838540e+00 -2.166666075177759e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.513274122871834e+00,1.605702911834783e+00,5.525633735402123e-02 -2.065919360251535e+00,9.255150413245294e+00 -2.157899986296234e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.548180707911721e+00,1.605702911834783e+00,5.949508359434858e-02 -2.024575563373645e+00,9.281567009663487e+00 -2.148034121787529e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.583087292951608e+00,1.605702911834783e+00,6.144000009780890e-02 -1.999131872617200e+00,9.318110500800145e+00 -2.137743704540120e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.617993877991494e+00,1.605702911834783e+00,6.111411800754171e-02 -1.987058644169216e+00,9.365693254660425e+00 -2.127701821703655e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.652900463031381e+00,1.605702911834783e+00,5.871666208037412e-02 -1.988088845964965e+00,9.424682211102379e+00 -2.118519450862448e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.687807048071268e+00,1.605702911834783e+00,5.458882524033349e-02 -2.003889164076899e+00,9.494805049709310e+00 -2.110693528205448e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.722713633111154e+00,1.605702911834783e+00,4.917889411616421e-02 -2.038298568701092e+00,9.575137064250615e+00 -2.104569460339752e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.757620218151041e+00,1.605702911834783e+00,4.301352494652660e-02 -2.098028009623717e+00,9.664147078673455e+00 -2.100322070416067e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.792526803190927e+00,1.605702911834783e+00,3.668358497824217e-02 -2.193628575009656e+00,9.759776629290421e+00 -2.097955792323621e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.827433388230814e+00,1.605702911834783e+00,3.084854937866435e-02 -2.339573274027538e+00,9.859532247485838e+00 -2.097321894685958e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.862339973270700e+00,1.605702911834783e+00,2.623393961262939e-02 -2.549124173646629e+00,9.960581088731551e+00 -2.098148344725151e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.897246558310587e+00,1.605702911834783e+00,2.350972789685052e-02 -2.816855373816475e+00,1.005984987515072e+01 -2.100076928823396e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.932153143350474e+00,1.605702911834783e+00,2.292448928362556e-02 -3.100932891215114e+00,1.015413246397669e+01 -2.102702375572719e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.967059728390360e+00,1.605702911834783e+00,2.402243162305356e-02 2.935298618071855e+00,1.024021140187846e+01 -2.105609188035322e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",3.001966313430247e+00,1.605702911834783e+00,2.595642373543771e-02 2.747166384823430e+00,1.031499493279326e+01 -2.108403305913839e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",3.036872898470133e+00,1.605702911834783e+00,2.797769409435236e-02 2.609643443245958e+00,1.037566546750257e+01 -2.110737220159715e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",3.071779483510020e+00,1.605702911834783e+00,2.959530891923056e-02 2.506383471767627e+00,1.041983064994440e+01 -2.112328461360783e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",3.106686068549906e+00,1.605702911834783e+00,3.053073963184319e-02 2.423200397495563e+00,1.044566511198993e+01 -2.112972292467228e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",3.141592653589793e+00,1.605702911834783e+00,3.065262748576981e-02 2.349513294290619e+00,1.045203007948758e+01 -2.112549878079871e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-3.141592653589793e+00,1.640609496874670e+00,2.577803184044726e-02 2.822936786296776e+00,1.040395418090710e+01 -2.111710636008517e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-3.106686068549906e+00,1.640609496874670e+00,2.446356820654602e-02 2.700024318407462e+00,1.038895380220992e+01 -2.109999112229957e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-3.071779483510020e+00,1.640609496874670e+00,2.260023290970840e-02 2.568891233840807e+00,1.035475990186950e+01 -2.107348679404142e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-3.036872898470133e+00,1.640609496874670e+00,2.039147559180423e-02 2.417158085917475e+00,1.030273162291039e+01 -2.103919302627361e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-3.001966313430247e+00,1.640609496874670e+00,1.817723013872426e-02 2.232859480563469e+00,1.023495095132544e+01 -2.099956640878105e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.967059728390360e+00,1.640609496874670e+00,1.638575064549745e-02 2.011442870478751e+00,1.015411330721480e+01 -2.095785681616209e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.932153143350474e+00,1.640609496874670e+00,1.538625047708129e-02 1.769210588003930e+00,1.006338031845818e+01 -2.091798702949492e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.897246558310587e+00,1.640609496874670e+00,1.525841563236490e-02 1.546628709615292e+00,9.966206327559791e+00 -2.088435744680829e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.862339973270700e+00,1.640609496874670e+00,1.572004462353981e-02 1.384090517754417e+00,9.866152679803120e+00 -2.086156317424948e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.827433388230814e+00,1.640609496874670e+00,1.635427952037838e-02 1.299641972017415e+00,9.766703370178048e+00 -2.085402302977791e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.792526803190927e+00,1.640609496874670e+00,1.688186996158617e-02 1.293683250851185e+00,9.671091894386288e+00 -2.086553827778050e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.757620218151041e+00,1.640609496874670e+00,1.727573693904699e-02 1.359711159723607e+00,9.582143479182296e+00 -2.089882044187824e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.722713633111154e+00,1.640609496874670e+00,1.772814863918475e-02 1.485432308281533e+00,9.502132231139548e+00 -2.095504745777693e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.687807048071268e+00,1.640609496874670e+00,1.849326508815929e-02 1.648523323444153e+00,9.432652699097822e+00 -2.103351959182106e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.652900463031381e+00,1.640609496874670e+00,1.965327980744038e-02 1.818917605652161e+00,9.374512014983070e+00 -2.113148508327181e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.617993877991494e+00,1.640609496874670e+00,2.096989054022836e-02 1.970983163928860e+00,9.327660779473936e+00 -2.124418693614608e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.583087292951608e+00,1.640609496874670e+00,2.193919326052156e-02 2.092190196171630e+00,9.291192639599551e+00 -2.136514809342898e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.548180707911721e+00,1.640609496874670e+00,2.196260736075765e-02 2.180260977242709e+00,9.263446130350706e+00 -2.148666999546384e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.513274122871834e+00,1.640609496874670e+00,2.050205874595775e-02 2.235324286325437e+00,9.242231433067509e+00 -2.160048173423619e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.478367537831948e+00,1.640609496874670e+00,1.718655194042617e-02 2.250842342872044e+00,9.225178440549611e+00 -2.169845611488181e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.443460952792061e+00,1.640609496874670e+00,1.191483078153129e-02 2.188362391359610e+00,9.210167260257720e+00 -2.177331086079993e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.408554367752175e+00,1.640609496874670e+00,5.402506871461779e-03 1.747672040285688e+00,9.195769374503396e+00 -2.181923348348911e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.373647782712288e+00,1.640609496874670e+00,6.816948072685373e-03 5.701306555441368e-02,9.181608835995807e+00 -2.183239403721678e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.338741197672402e+00,1.640609496874670e+00,1.665842421481437e-02 -2.918988405238397e-01,9.168555872447103e+00 -2.181132665883396e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.303834612632515e+00,1.640609496874670e+00,2.775921170166874e-02 -3.648138537382329e-01,9.158691781076339e+00 -2.175716051260563e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.268928027592628e+00,1.640609496874670e+00,3.893492416159586e-02 -3.844857749876702e-01,9.155029622708724e+00 -2.167366688290937e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.234021442552742e+00,1.640609496874670e+00,4.938669363493672e-02 -3.855812513921749e-01,9.161030401653699e+00 -2.156707588911293e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.199114857512855e+00,1.640609496874670e+00,5.842400113668757e-02 -3.776172713696295e-01,9.180005478994703e+00 -2.144562248743598e+00
