Variation, Phi(rad), Theta(rad), rEphi(mag ang),rEtheta(mag ang)
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-3.141592653589793e+00,0.000000000000000e+00,6.240843312494124e-02 -8.916640452308251e-01,2.207381769240819e-02 -6.064488133719989e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-3.106686068549906e+00,0.000000000000000e+00,6.163155350933339e-02 -8.951809686911546e-01,2.415817800775148e-02 -6.318183990367249e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-3.071779483510020e+00,0.000000000000000e+00,6.078036759125865e-02 -8.987920970182971e-01,2.622618668620048e-02 -6.531705725873596e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-3.036872898470133e+00,0.000000000000000e+00,5.985594576831243e-02 -9.025103488141708e-01,2.827245494838977e-02 -6.714151513265608e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-3.001966313430247e+00,0.000000000000000e+00,5.885945271940458e-02 -9.063499486584452e-01,3.029242113466709e-02 -6.872104909299555e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.967059728390360e+00,0.000000000000000e+00,5.779214667694310e-02 -9.103266640828837e-01,3.228209620050394e-02 -7.010438150681243e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.932153143350474e+00,0.000000000000000e+00,5.665537872977697e-02 -9.144580872184751e-01,3.423790317197282e-02 -7.132829400941657e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.897246558310587e+00,0.000000000000000e+00,5.545059219127126e-02 -9.187639721689707e-01,3.615657309902540e-02 -7.242104859524359e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.862339973270700e+00,0.000000000000000e+00,5.417932207640475e-02 -9.232666422609143e-01,3.803507607418614e-02 -7.340470600586467e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.827433388230814e+00,0.000000000000000e+00,5.284319474445119e-02 -9.279914854419089e-01,3.987057463628865e-02 -7.429673175458791e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.792526803190927e+00,0.000000000000000e+00,5.144392778074882e-02 -9.329675616376606e-01,4.166039182625374e-02 -7.511113101539152e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.757620218151041e+00,0.000000000000000e+00,4.998333021400506e-02 -9.382283533872956e-01,4.340198904826427e-02 -7.585926517212727e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.722713633111154e+00,0.000000000000000e+00,4.846330319705654e-02 -9.438127013632214e-01,4.509295062266428e-02 -7.655044902898105e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.687807048071268e+00,0.000000000000000e+00,4.688584132258816e-02 -9.497659806274396e-01,4.673097298474561e-02 -7.719239417692070e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.652900463031381e+00,0.000000000000000e+00,4.525303480653557e-02 -9.561415934368521e-01,4.831385715740850e-02 -7.779154268081251e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.617993877991494e+00,0.000000000000000e+00,4.356707285901840e-02 -9.630028827361763e-01,4.983950356017777e-02 -7.835332139657625e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.583087292951608e+00,0.000000000000000e+00,4.183024868836339e-02 -9.704256112215173e-01,5.130590850280000e-02 -7.888233805866414e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.548180707911721e+00,0.000000000000000e+00,4.004496676809966e-02 -9.785012103340899e-01,5.271116190305226e-02 -7.938253410494487e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.513274122871834e+00,0.000000000000000e+00,3.821375327155556e-02 -9.873410917416360e-01,5.405344589874576e-02 -7.985730498318848e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.478367537831948e+00,0.000000000000000e+00,3.633927099560220e-02 -9.970824469137703e-01,5.533103411410372e-02 -8.030959575161665e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.443460952792061e+00,0.000000000000000e+00,3.442434074046988e-02 -1.007896164842732e+00,5.654229140397420e-02 -8.074197772267324e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.408554367752175e+00,0.000000000000000e+00,3.247197213307623e-02 -1.019997818467422e+00,5.768567394437391e-02 -8.115671042827276e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.373647782712288e+00,0.000000000000000e+00,3.048540853348922e-02 -1.033663183819018e+00,5.875972957029493e-02 -8.155579212398976e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.338741197672402e+00,0.000000000000000e+00,2.846819340885056e-02 -1.049250597984659e+00,5.976309828534839e-02 -8.194100127582656e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.303834612632515e+00,0.000000000000000e+00,2.642427025002222e-02 -1.067233878297115e+00,6.069451288528251e-02 -8.231393090326729e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.268928027592628e+00,0.000000000000000e+00,2.435813637835771e-02 -1.088251972363270e+00,6.155279965039244e-02 -8.267601722824831e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.234021442552742e+00,0.000000000000000e+00,2.227508608814682e-02 -1.113185858244443e+00,6.233687907165113e-02 -8.302856376165488e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.199114857512855e+00,0.000000000000000e+00,2.018160718590714e-02 -1.143281169276812e+00,6.304576658287027e-02 -8.337276171832487e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.164208272472969e+00,0.000000000000000e+00,1.808605147746885e-02 -1.180349955754418e+00,6.367857327690687e-02 -8.370970746837614e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.129301687433082e+00,0.000000000000000e+00,1.599981612291480e-02 -1.227113558337149e+00,6.423450658844414e-02 -8.404041759231330e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.094395102393195e+00,0.000000000000000e+00,1.393952254227873e-02 -1.287802862245138e+00,6.471287092936887e-02 -8.436584199924817e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.059488517353309e+00,0.000000000000000e+00,1.193123185888563e-02 -1.369227386453009e+00,6.511306826557450e-02 -8.468687548421774e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.024581932313422e+00,0.000000000000000e+00,1.001894481687850e-02 -1.482632446742473e+00,6.543459862629387e-02 -8.500436803602013e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.989675347273536e+00,0.000000000000000e+00,8.281888165998218e-03 -1.646389433808475e+00,6.567706053892607e-02 -8.531913415733563e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.954768762233649e+00,0.000000000000000e+00,6.865888025440207e-03 -1.886585809785932e+00,6.584015138386320e-02 -8.563196142092659e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.919862177193763e+00,0.000000000000000e+00,6.011322167426590e-03 -2.220506049154841e+00,6.592366766516729e-02 -8.594361845711166e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.884955592153876e+00,0.000000000000000e+00,5.969087996560544e-03 -2.607050972615841e+00,6.592750519409404e-02 -8.625486254702212e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.850049007113989e+00,0.000000000000000e+00,6.754623261510974e-03 -2.949192473985994e+00,6.585165918352436e-02 -8.656644698199225e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.815142422074103e+00,0.000000000000000e+00,8.128472895866809e-03 3.085053676688283e+00,6.569622425230492e-02 -8.687912834112669e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.780235837034216e+00,0.000000000000000e+00,9.842347472026253e-03 2.915154155879993e+00,6.546139433947247e-02 -8.719367383628120e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.745329251994330e+00,0.000000000000000e+00,1.174197933185411e-02 2.797836032775012e+00,6.514746252923666e-02 -8.751086887598807e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.710422666954443e+00,0.000000000000000e+00,1.374333064675275e-02 2.713912253639799e+00,6.475482078858662e-02 -8.783152500765383e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.675516081914556e+00,0.000000000000000e+00,1.579995215658288e-02 2.651575820214148e+00,6.428395962040345e-02 -8.815648841087333e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.640609496874670e+00,0.000000000000000e+00,1.788452173899788e-02 2.603686207140809e+00,6.373546763612195e-02 -8.848664913476848e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.605702911834783e+00,0.000000000000000e+00,1.997973806333698e-02 2.565820586341371e+00,6.311003105329874e-02 -8.882295129999775e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.570796326794897e+00,0.000000000000000e+00,2.207381769240725e-02 2.535143840217838e+00,6.240843312494131e-02 -8.916640452308261e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.535889741755010e+00,0.000000000000000e+00,2.415817800774971e-02 2.509774254553106e+00,6.163155350933339e-02 -8.951809686911538e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.500983156715124e+00,0.000000000000000e+00,2.622618668619963e-02 2.488422081002474e+00,6.078036759125842e-02 -8.987920970183032e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.466076571675237e+00,0.000000000000000e+00,2.827245494838902e-02 2.470177502263261e+00,5.985594576831216e-02 -9.025103488141814e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.431169986635350e+00,0.000000000000000e+00,3.029242113466631e-02 2.454382162659830e+00,5.885945271940488e-02 -9.063499486584615e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.396263401595464e+00,0.000000000000000e+00,3.228209620050286e-02 2.440548838521682e+00,5.779214667694341e-02 -9.103266640829298e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.361356816555577e+00,0.000000000000000e+00,3.423790317197237e-02 2.428309713495632e+00,5.665537872977811e-02 -9.144580872185150e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.326450231515691e+00,0.000000000000000e+00,3.615657309902508e-02 2.417382167637374e+00,5.545059219127280e-02 -9.187639721690187e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.291543646475804e+00,0.000000000000000e+00,3.803507607418476e-02 2.407545593531166e+00,5.417932207640580e-02 -9.232666422609522e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.256637061435917e+00,0.000000000000000e+00,3.987057463628848e-02 2.398625336043934e+00,5.284319474445240e-02 -9.279914854419458e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.221730476396031e+00,0.000000000000000e+00,4.166039182625287e-02 2.390481343435875e+00,5.144392778074952e-02 -9.329675616377040e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.186823891356144e+00,0.000000000000000e+00,4.340198904826367e-02 2.383000001868531e+00,4.998333021400549e-02 -9.382283533873241e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.151917306316258e+00,0.000000000000000e+00,4.509295062266412e-02 2.376088163299999e+00,4.846330319705792e-02 -9.438127013632466e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.117010721276371e+00,0.000000000000000e+00,4.673097298474529e-02 2.369668711820615e+00,4.688584132258873e-02 -9.497659806274638e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.082104136236484e+00,0.000000000000000e+00,4.831385715740753e-02 2.363677226781690e+00,4.525303480653567e-02 -9.561415934368888e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.047197551196598e+00,0.000000000000000e+00,4.983950356017672e-02 2.358059439624057e+00,4.356707285901860e-02 -9.630028827361966e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.012290966156711e+00,0.000000000000000e+00,5.130590850279785e-02 2.352769273003174e+00,4.183024868836382e-02 -9.704256112215569e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-9.773843811168246e-01,0.000000000000000e+00,5.271116190305011e-02 2.347767312540348e+00,4.004496676810022e-02 -9.785012103341361e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-9.424777960769379e-01,0.000000000000000e+00,5.405344589874422e-02 2.343019603757924e+00,3.821375327155654e-02 -9.873410917416851e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-9.075712110370514e-01,0.000000000000000e+00,5.533103411410236e-02 2.338496696073627e+00,3.633927099560275e-02 -9.970824469138666e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-8.726646259971648e-01,0.000000000000000e+00,5.654229140397283e-02 2.334172876363066e+00,3.442434074047115e-02 -1.007896164842784e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-8.377580409572782e-01,0.000000000000000e+00,5.768567394437318e-02 2.330025549307071e+00,3.247197213307681e-02 -1.019997818467445e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-8.028514559173916e-01,0.000000000000000e+00,5.875972957029331e-02 2.326034732349914e+00,3.048540853348978e-02 -1.033663183819042e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-7.679448708775050e-01,0.000000000000000e+00,5.976309828534715e-02 2.322182640831550e+00,2.846819340885108e-02 -1.049250597984676e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-7.330382858376184e-01,0.000000000000000e+00,6.069451288528138e-02 2.318453344557148e+00,2.642427025002165e-02 -1.067233878297111e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-6.981317007977318e-01,0.000000000000000e+00,6.155279965039053e-02 2.314832481307333e+00,2.435813637835750e-02 -1.088251972363316e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-6.632251157578453e-01,0.000000000000000e+00,6.233687907164986e-02 2.311307015973277e+00,2.227508608814672e-02 -1.113185858244556e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-6.283185307179586e-01,0.000000000000000e+00,6.304576658286844e-02 2.307865036406585e+00,2.018160718590765e-02 -1.143281169276916e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-5.934119456780721e-01,0.000000000000000e+00,6.367857327690517e-02 2.304495578906074e+00,1.808605147747041e-02 -1.180349955754530e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-5.585053606381855e-01,0.000000000000000e+00,6.423450658844290e-02 2.301188477666711e+00,1.599981612291669e-02 -1.227113558337193e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-5.235987755982988e-01,0.000000000000000e+00,6.471287092936889e-02 2.297934233597365e+00,1.393952254228091e-02 -1.287802862245187e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-4.886921905584123e-01,0.000000000000000e+00,6.511306826557496e-02 2.294723898747673e+00,1.193123185888769e-02 -1.369227386453055e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-4.537856055185257e-01,0.000000000000000e+00,6.543459862629397e-02 2.291548973229649e+00,1.001894481688002e-02 -1.482632446742520e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-4.188790204786391e-01,0.000000000000000e+00,6.567706053892598e-02 2.288401312016472e+00,8.281888165999214e-03 -1.646389433808463e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-3.839724354387525e-01,0.000000000000000e+00,6.584015138386252e-02 2.285273039380548e+00,6.865888025440877e-03 -1.886585809785937e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-3.490658503988659e-01,0.000000000000000e+00,6.592366766516587e-02 2.282156469018707e+00,6.011322167427013e-03 -2.220506049154844e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-3.141592653589793e-01,0.000000000000000e+00,6.592750519409270e-02 2.279044028119597e+00,5.969087996560373e-03 -2.607050972615772e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.792526803190927e-01,0.000000000000000e+00,6.585165918352297e-02 2.275928183769908e+00,6.754623261511180e-03 -2.949192473985974e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.443460952792061e-01,0.000000000000000e+00,6.569622425230377e-02 2.272801370178563e+00,8.128472895867399e-03 3.085053676688410e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.094395102393196e-01,0.000000000000000e+00,6.546139433947103e-02 2.269655915227001e+00,9.842347472027252e-03 2.915154155880162e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.745329251994329e-01,0.000000000000000e+00,6.514746252923462e-02 2.266483964829930e+00,1.174197933185478e-02 2.797836032775159e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.396263401595464e-01,0.000000000000000e+00,6.475482078858465e-02 2.263277403513276e+00,1.374333064675396e-02 2.713912253639885e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.047197551196598e-01,0.000000000000000e+00,6.428395962040134e-02 2.260027769481076e+00,1.579995215658391e-02 2.651575820214213e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-6.981317007977318e-02,0.000000000000000e+00,6.373546763612148e-02 2.256726162242134e+00,1.788452173899902e-02 2.603686207140841e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-3.490658503988659e-02,0.000000000000000e+00,6.311003105329795e-02 2.253363140589840e+00,1.997973806333755e-02 2.565820586341386e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",0.000000000000000e+00,0.000000000000000e+00,6.240843312494089e-02 2.249928608358973e+00,2.207381769240840e-02 2.535143840217851e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",3.490658503988659e-02,0.000000000000000e+00,6.163155350933264e-02 2.246411684898649e+00,2.415817800775066e-02 2.509774254553114e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",6.981317007977318e-02,0.000000000000000e+00,6.078036759125793e-02 2.242800556571496e+00,2.622618668619987e-02 2.488422081002461e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.047197551196598e-01,0.000000000000000e+00,5.985594576831164e-02 2.239082304775617e+00,2.827245494839009e-02 2.470177502263264e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.396263401595464e-01,0.000000000000000e+00,5.885945271940389e-02 2.235242704931342e+00,3.029242113466634e-02 2.454382162659886e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.745329251994329e-01,0.000000000000000e+00,5.779214667694221e-02 2.231265989506903e+00,3.228209620050348e-02 2.440548838521733e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.094395102393196e-01,0.000000000000000e+00,5.665537872977661e-02 2.227134566371311e+00,3.423790317197245e-02 2.428309713495706e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.443460952792061e-01,0.000000000000000e+00,5.545059219127129e-02 2.222828681420811e+00,3.615657309902472e-02 2.417382167637422e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.792526803190927e-01,0.000000000000000e+00,5.417932207640423e-02 2.218326011328864e+00,3.803507607418474e-02 2.407545593531194e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",3.141592653589793e-01,0.000000000000000e+00,5.284319474445069e-02 2.213601168147855e+00,3.987057463628828e-02 2.398625336043940e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",3.490658503988659e-01,0.000000000000000e+00,5.144392778074807e-02 2.208625091952105e+00,4.166039182625339e-02 2.390481343435883e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",3.839724354387525e-01,0.000000000000000e+00,4.998333021400438e-02 2.203364300202483e+00,4.340198904826308e-02 2.383000001868512e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",4.188790204786391e-01,0.000000000000000e+00,4.846330319705661e-02 2.197779952226571e+00,4.509295062266393e-02 2.376088163299975e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",4.537856055185257e-01,0.000000000000000e+00,4.688584132258783e-02 2.191826672962356e+00,4.673097298474494e-02 2.369668711820592e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",4.886921905584123e-01,0.000000000000000e+00,4.525303480653475e-02 2.185451060152938e+00,4.831385715740754e-02 2.363677226781679e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",5.235987755982988e-01,0.000000000000000e+00,4.356707285901806e-02 2.178589770853625e+00,4.983950356017671e-02 2.358059439624047e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",5.585053606381855e-01,0.000000000000000e+00,4.183024868836333e-02 2.171167042368280e+00,5.130590850279869e-02 2.352769273003172e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",5.934119456780721e-01,0.000000000000000e+00,4.004496676809940e-02 2.163091443255687e+00,5.271116190305084e-02 2.347767312540366e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",6.283185307179586e-01,0.000000000000000e+00,3.821375327155559e-02 2.154251561848155e+00,5.405344589874496e-02 2.343019603757936e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",6.632251157578453e-01,0.000000000000000e+00,3.633927099560211e-02 2.144510206676009e+00,5.533103411410254e-02 2.338496696073645e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",6.981317007977318e-01,0.000000000000000e+00,3.442434074046991e-02 2.133696488747035e+00,5.654229140397318e-02 2.334172876363091e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",7.330382858376184e-01,0.000000000000000e+00,3.247197213307616e-02 2.121594835122373e+00,5.768567394437296e-02 2.330025549307081e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",7.679448708775050e-01,0.000000000000000e+00,3.048540853348924e-02 2.107929469770756e+00,5.875972957029371e-02 2.326034732349912e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",8.028514559173916e-01,0.000000000000000e+00,2.846819340885064e-02 2.092342055605127e+00,5.976309828534750e-02 2.322182640831531e+00
