Variation, Phi(rad), Theta(rad), rEphi(mag ang),rEtheta(mag ang)
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.291543646475804e+00,1.884955592153876e+00,9.364358176387240e-02 -1.630822114068380e+00,8.496269866821365e+00 -4.936119190948766e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.256637061435917e+00,1.884955592153876e+00,9.677399762290874e-02 -1.464760866361534e+00,8.477944021636313e+00 -2.990814509414417e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.221730476396031e+00,1.884955592153876e+00,9.918894926714494e-02 -1.298395544986573e+00,8.465372325949286e+00 -1.070401811733198e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.186823891356144e+00,1.884955592153876e+00,1.003406171740502e-01 -1.132982473357191e+00,8.458639854548061e+00 8.237690234967984e-02
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.151917306316258e+00,1.884955592153876e+00,9.960877141676612e-02 -9.700042752507535e-01,8.457460825444278e+00 2.690756332295677e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.117010721276371e+00,1.884955592153876e+00,9.636681135951382e-02 -8.113030821595751e-01,8.461188445895178e+00 4.529960735957618e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.082104136236484e+00,1.884955592153876e+00,9.006103192940380e-02 -6.594365279718811e-01,8.468849532948743e+00 6.341022607350609e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.047197551196598e+00,1.884955592153876e+00,8.029771378380238e-02 -5.185858838138903e-01,8.479205802476345e+00 8.123694187019544e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.012290966156711e+00,1.884955592153876e+00,6.693686157727606e-02 -3.971177374419921e-01,8.490840892232310e+00 9.877700133505327e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-9.773843811168246e-01,1.884955592153876e+00,5.021920090950645e-02 -3.165493277395630e-01,8.502268607299094e+00 1.160260054438538e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-9.424777960769379e-01,1.884955592153876e+00,3.115874215535614e-02 -3.565212428009490e-01,8.512054236939198e+00 1.329766865160208e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-9.075712110370514e-01,1.884955592153876e+00,1.522651253307208e-02 -9.923651746586052e-01,8.518937875334313e+00 1.496179219475497e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-8.726646259971648e-01,1.884955592153876e+00,2.474483316919475e-02 -2.094114138054813e+00,8.521947162787479e+00 1.659340388616436e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-8.377580409572782e-01,1.884955592153876e+00,4.716867436049012e-02 -2.271007748870660e+00,8.520487154498545e+00 1.819044329896013e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-8.028514559173916e-01,1.884955592153876e+00,7.019192132957304e-02 -2.243715473454011e+00,8.514397172215951e+00 1.975035047549204e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-7.679448708775050e-01,1.884955592153876e+00,9.122196893357569e-02 -2.166777109154945e+00,8.503968201178395e+00 2.127009062791140e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-7.330382858376184e-01,1.884955592153876e+00,1.087546120766665e-01 -2.074484115355599e+00,8.489919082863624e+00 2.274620910607895e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-6.981317007977318e-01,1.884955592153876e+00,1.216781130074888e-01 -1.978747905933461e+00,8.473334675998027e+00 2.417491569072938e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-6.632251157578453e-01,1.884955592153876e+00,1.292455249264895e-01 -1.885217002129701e+00,8.455573527355412e+00 2.555219655240289e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-6.283185307179586e-01,1.884955592153876e+00,1.311098739659305e-01 -1.797446255844135e+00,8.438155721686041e+00 2.687395043722621e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-5.934119456780721e-01,1.884955592153876e+00,1.273440669802323e-01 -1.718435181944182e+00,8.422643009030178e+00 2.813614275408792e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-5.585053606381855e-01,1.884955592153876e+00,1.184299997206984e-01 -1.651517427302891e+00,8.410522913121630e+00 2.933496770426669e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-5.235987755982988e-01,1.884955592153876e+00,1.052178931044147e-01 -1.601301161299481e+00,8.403106552142075e+00 3.046700530694144e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-4.886921905584123e-01,1.884955592153876e+00,8.886738831722331e-02 -1.575274044803136e+00,8.401446910362546e+00 -3.130249485828606e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-4.537856055185257e-01,1.884955592153876e+00,7.079694763511230e-02 -1.587299952082978e+00,8.406281001516936e+00 -3.031209958847516e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-4.188790204786391e-01,1.884955592153876e+00,5.270645235237423e-02 -1.666169815640907e+00,8.417996427063031e+00 -2.939525565815096e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-3.839724354387525e-01,1.884955592153876e+00,3.685301756027371e-02 -1.875194623575142e+00,8.436620684548771e+00 -2.855287629747254e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-3.490658503988659e-01,1.884955592153876e+00,2.680046349953937e-02 -2.313400974197561e+00,8.461830331706853e+00 -2.778524663547893e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-3.141592653589793e-01,1.884955592153876e+00,2.597120930836968e-02 -2.880010360267523e+00,8.492976593502334e+00 -2.709212300061844e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.792526803190927e-01,1.884955592153876e+00,3.112219053167488e-02 3.019980426664945e+00,8.529123914588999e+00 -2.647286704993139e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.443460952792061e-01,1.884955592153876e+00,3.667699239008803e-02 2.812719896717322e+00,8.569098047285109e+00 -2.592659939936568e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.094395102393196e-01,1.884955592153876e+00,4.015112169357706e-02 2.682965709118628e+00,8.611540407730880e+00 -2.545235673833086e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.745329251994329e-01,1.884955592153876e+00,4.089038178641927e-02 2.575802946291948e+00,8.654965663815579e+00 -2.504923800472216e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.396263401595464e-01,1.884955592153876e+00,3.904509892828681e-02 2.458791108148246e+00,8.697819944906573e+00 -2.471652838628282e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.047197551196598e-01,1.884955592153876e+00,3.527379356544648e-02 2.303263488433957e+00,8.738537758242309e+00 -2.445379383605408e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-6.981317007977318e-02,1.884955592153876e+00,3.074846749300147e-02 2.075000296710765e+00,8.775596618605043e+00 -2.426094264261274e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-3.490658503988659e-02,1.884955592153876e+00,2.727623964840843e-02 1.742748881502206e+00,8.807569372860842e+00 -2.413825380128436e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",0.000000000000000e+00,1.884955592153876e+00,2.692857635377107e-02 1.333648269639309e+00,8.833174967692456e+00 -2.408637418926916e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",3.490658503988659e-02,1.884955592153876e+00,3.039205270637307e-02 9.593054199182651e-01,8.851328699989770e+00 -2.410628780220361e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",6.981317007977318e-02,1.884955592153876e+00,3.630011534452773e-02 6.884844328682310e-01,8.861192617317588e+00 -2.419926068664338e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.047197551196598e-01,1.884955592153876e+00,4.285015776051353e-02 5.069302838526305e-01,8.862225655203334e+00 -2.436676493611918e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.396263401595464e-01,1.884955592153876e+00,4.875247743469854e-02 3.836744498189895e-01,8.854231430817554e+00 -2.461038450661420e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.745329251994329e-01,1.884955592153876e+00,5.320559592268861e-02 2.978260069578177e-01,8.837399637381138e+00 -2.493170499523761e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",2.094395102393196e-01,1.884955592153876e+00,5.575115699586035e-02 2.383752277290785e-01,8.812335096411834e+00 -2.533218929370938e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",2.443460952792061e-01,1.884955592153876e+00,5.620210418422774e-02 2.008186635063836e-01,8.780067185963883e+00 -2.581304156489305e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",2.792526803190927e-01,1.884955592153876e+00,5.462065773668426e-02 1.851294919762515e-01,8.742032037320492e+00 -2.637506362525287e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",3.141592653589793e-01,1.884955592153876e+00,5.131694331806761e-02 1.948635800802338e-01,8.700020985497430e+00 -2.701851069259636e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",3.490658503988659e-01,1.884955592153876e+00,4.684857189592945e-02 2.365662733869735e-01,8.656091538481460e+00 -2.774295735925625e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",3.839724354387525e-01,1.884955592153876e+00,4.199505713577899e-02 3.180176301673529e-01,8.612441625934862e+00 -2.854718882145949e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",4.188790204786391e-01,1.884955592153876e+00,3.764887997986606e-02 4.427988166544974e-01,8.571253768669193e+00 -2.942913547781526e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",4.537856055185257e-01,1.884955592153876e+00,3.453227630015845e-02 6.005554445305514e-01,8.534522274898949e+00 -3.038586923382268e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",4.886921905584123e-01,1.884955592153876e+00,3.277367734397359e-02 7.631019368608692e-01,8.503882334039311e+00 -3.141367559379658e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",5.235987755982988e-01,1.884955592153876e+00,3.172070712926374e-02 8.999920213038440e-01,8.480463355460149e+00 3.032364680224587e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",5.585053606381855e-01,1.884955592153876e+00,3.028233173332525e-02 9.988025591189031e-01,8.464788619839057e+00 2.916714931013508e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",5.934119456780721e-01,1.884955592153876e+00,2.745447756182145e-02 1.068380667811210e+00,8.456738508581267e+00 2.795357777519311e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",6.283185307179586e-01,1.884955592153876e+00,2.264427617744965e-02 1.137142278872651e+00,8.455585679918734e+00 2.668767025114938e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",6.632251157578453e-01,1.884955592153876e+00,1.590353099714119e-02 1.281433930070125e+00,8.460099284440041e+00 2.537374107274978e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",6.981317007977318e-01,1.884955592153876e+00,9.181246560706223e-03 1.824536468393477e+00,8.468704207630514e+00 2.401546550622117e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",7.330382858376184e-01,1.884955592153876e+00,1.156106562397131e-02 2.918589960505405e+00,8.479672931940685e+00 2.261573985665772e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",7.679448708775050e-01,1.884955592153876e+00,2.230408208313924e-02 -3.028039762674109e+00,8.491323622443197e+00 2.117662527963094e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",8.028514559173916e-01,1.884955592153876e+00,3.462706704789626e-02 -2.989678765790714e+00,8.502198876756097e+00 1.969937126937658e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",8.377580409572782e-01,1.884955592153876e+00,4.654335377885426e-02 -3.038060317831072e+00,8.511204472840301e+00 1.818450644446781e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",8.726646259971648e-01,1.884955592153876e+00,5.692151461308287e-02 -3.123558025978034e+00,8.517694898204862e+00 1.663198043959916e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",9.075712110370514e-01,1.884955592153876e+00,6.489849581517115e-02 3.054298143977506e+00,8.521500762094806e+00 1.504134039582357e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",9.424777960769379e-01,1.884955592153876e+00,6.985130121598163e-02 2.937380375878527e+00,8.522900913470188e+00 1.341192694175524e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",9.773843811168246e-01,1.884955592153876e+00,7.142511270061999e-02 2.814107511861303e+00,8.522548190680384e+00 1.174307607486540e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.012290966156711e+00,1.884955592153876e+00,6.955235132131081e-02 2.688988613272628e+00,8.521361696804901e+00 1.003431413019038e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.047197551196598e+00,1.884955592153876e+00,6.445187882533920e-02 2.567294664947251e+00,8.520400274274589e+00 8.285533093016180e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.082104136236484e+00,1.884955592153876e+00,5.661328305429060e-02 2.456976092072433e+00,8.520731745896139e+00 6.497133583309613e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.117010721276371e+00,1.884955592153876e+00,4.678659854811478e-02 2.372573293215966e+00,8.523310998726169e+00 4.670123897293561e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.151917306316258e+00,1.884955592153876e+00,3.603635233883213e-02 2.344926047852097e+00,8.528877638450540e+00 2.806166324925025e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.186823891356144e+00,1.884955592153876e+00,2.604611369085005e-02 2.444261146734847e+00,8.537881140994868e+00 9.075667796894793e-02
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.221730476396031e+00,1.884955592153876e+00,1.998128736822369e-02 2.778395442871805e+00,8.550438402360045e+00 -1.022789966405121e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.256637061435917e+00,1.884955592153876e+00,2.132591539216245e-02 -3.080379444539471e+00,8.566325434547018e+00 -2.981550639739647e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.291543646475804e+00,1.884955592153876e+00,2.785895796556457e-02 -2.891845701476532e+00,8.585001762954583e+00 -4.965035296316107e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.326450231515691e+00,1.884955592153876e+00,3.546769150786726e-02 -2.898246875944223e+00,8.605663040576047e+00 -6.969393603784469e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.361356816555577e+00,1.884955592153876e+00,4.228026654205215e-02 -3.002288002087490e+00,8.627314831424165e+00 -8.990758614492017e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.396263401595464e+00,1.884955592153876e+00,4.763857631547362e-02 3.124415125060344e+00,8.648858808839496e+00 -1.102538385001945e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.431169986635350e+00,1.884955592153876e+00,5.138097395751585e-02 2.934980260056647e+00,8.669182053332239e+00 -1.306975409248178e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.466076571675237e+00,1.884955592153876e+00,5.360043849408982e-02 2.721843845114582e+00,8.687240792220299e+00 -1.512066541705062e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.500983156715124e+00,1.884955592153876e+00,5.454113393548037e-02 2.490274059555793e+00,8.702131611437856e+00 -1.717527456527508e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.535889741755010e+00,1.884955592153876e+00,5.452921363371193e-02 2.244441720078961e+00,8.713145495993045e+00 -1.923112098552421e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.570796326794897e+00,1.884955592153876e+00,5.390887179804410e-02 1.989052144729078e+00,8.719802546544814e+00 -2.128612646144880e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.605702911834783e+00,1.884955592153876e+00,5.297992227699430e-02 1.730290375418059e+00,8.721867454951139e+00 -2.333857732689451e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.640609496874670e+00,1.884955592153876e+00,5.194831512722185e-02 1.476081003288851e+00,8.719347526231218e+00 -2.538709320954319e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.675516081914556e+00,1.884955592153876e+00,5.091006047859106e-02 1.235633596240274e+00,8.712476107528198e+00 -2.743058456300405e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.710422666954443e+00,1.884955592153876e+00,4.988504717995332e-02 1.018522475063022e+00,8.701684771535028e+00 -2.946819946208725e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.745329251994330e+00,1.884955592153876e+00,4.889849795525792e-02 8.336686900281040e-01,8.687567631143898e+00 3.133259434898821e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.780235837034216e+00,1.884955592153876e+00,4.808384809191268e-02 6.881688958513691e-01,8.670840880121661e+00 2.930867532216014e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.815142422074103e+00,1.884955592153876e+00,4.775893590691131e-02 5.852685155323838e-01,8.652300180996923e+00 2.729247920996386e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.850049007113989e+00,1.884955592153876e+00,4.840706322725667e-02 5.211154036743574e-01,8.632777939098105e+00 2.528469377566184e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.884955592153876e+00,1.884955592153876e+00,5.050424232403610e-02 4.825349635699652e-01,8.613101879406456e+00 2.328623056054981e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.919862177193763e+00,1.884955592153876e+00,5.424273542595182e-02 4.503875659557040e-01,8.594055771233510e+00 2.129834957212771e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.954768762233649e+00,1.884955592153876e+00,5.934869137038509e-02 4.081686638674544e-01,8.576342760936436e+00 1.932278105724239e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.989675347273536e+00,1.884955592153876e+00,6.513153581440057e-02 3.480357948771488e-01,8.560551741344238e+00 1.736183279319339e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",2.024581932313422e+00,1.884955592153876e+00,7.067836924345910e-02 2.701305328337597e-01,8.547127639870567e+00 1.541846990304347e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",2.059488517353309e+00,1.884955592153876e+00,7.504527297270654e-02 1.788914129502062e-01,8.536347444206063e+00 1.349635457572877e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",2.094395102393195e+00,1.884955592153876e+00,7.739362801251709e-02 8.028054614668825e-02,8.528304984560076e+00 1.159983553537688e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",2.129301687433082e+00,1.884955592153876e+00,7.708539315807529e-02 -1.922843210042984e-02,8.522908497955351e+00 9.733881532302529e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",2.164208272472969e+00,1.884955592153876e+00,7.375746275822090e-02 -1.123252598452468e-01,8.519895214434682e+00 7.903958927796640e-01
