Variation, Phi(rad), Theta(rad), rEphi(mag ang),rEtheta(mag ang)
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",3.141592653589793e+00,3.141592653589793e-01,3.209480180795645e-02 -2.028418570166853e+00,2.036384652758900e+00 2.332877355211684e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-3.141592653589793e+00,3.490658503988659e-01,3.554642697096283e-02 -2.451244107525777e+00,2.277010627795054e+00 2.107253829960054e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-3.106686068549906e+00,3.490658503988659e-01,3.564260463041682e-02 -2.330109868288559e+00,2.283225793662365e+00 2.109856532347917e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-3.071779483510020e+00,3.490658503988659e-01,3.611541842911440e-02 -2.203003436440391e+00,2.289177580552905e+00 2.115215555097247e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-3.036872898470133e+00,3.490658503988659e-01,3.700033014615235e-02 -2.073770356535189e+00,2.294842272799262e+00 2.123308474590257e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-3.001966313430247e+00,3.490658503988659e-01,3.829386511189910e-02 -1.946064960586393e+00,2.300201742449844e+00 2.134108745579509e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.967059728390360e+00,3.490658503988659e-01,3.995760456606524e-02 -1.822756229280370e+00,2.305243112168600e+00 2.147585877186659e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.932153143350474e+00,3.490658503988659e-01,4.192773284145961e-02 -1.705631502050208e+00,2.309958312144765e+00 2.163705630976117e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.897246558310587e+00,3.490658503988659e-01,4.412642581362445e-02 -1.595427766959774e+00,2.314343550182397e+00 2.182430243328454e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.862339973270700e+00,3.490658503988659e-01,4.647191080024952e-02 -1.492069739587681e+00,2.318398715750850e+00 2.203718672818558e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.827433388230814e+00,3.490658503988659e-01,4.888571441347538e-02 -1.394965033062682e+00,2.322126739785094e+00 2.227526871554506e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.792526803190927e+00,3.490658503988659e-01,5.129706567290327e-02 -1.303259036005321e+00,2.325532932393672e+00 2.253808077573467e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.757620218151041e+00,3.490658503988659e-01,5.364511217218438e-02 -1.216014934060384e+00,2.328624320346647e+00 2.282513123548454e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.722713633111154e+00,3.490658503988659e-01,5.587970516710961e-02 -1.132323023928644e+00,2.331409005284033e+00 2.313590755364334e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.687807048071268e+00,3.490658503988659e-01,5.796134524948336e-02 -1.051357620762558e+00,2.333895562040528e+00 2.346987952696365e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.652900463031381e+00,3.490658503988659e-01,5.986067328664698e-02 -9.724002406679545e-01,2.336092494383428e+00 2.382650242678380e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.617993877991494e+00,3.490658503988659e-01,6.155772904673495e-02 -8.948432467502231e-01,2.338007762888288e+00 2.420521997166202e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.583087292951608e+00,3.490658503988659e-01,6.304109590542603e-02 -8.181832666003855e-01,2.339648396729379e+00 2.460546704040785e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.548180707911721e+00,3.490658503988659e-01,6.430699141051029e-02 -7.420099273057424e-01,2.341020197947911e+00 2.502667203476419e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.513274122871834e+00,3.490658503988659e-01,6.535833392393223e-02 -6.659929582984893e-01,2.342127543393854e+00 2.546825881106589e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.478367537831948e+00,3.490658503988659e-01,6.620380247069584e-02 -5.898692010232554e-01,2.342973286127632e+00 2.592964811502833e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.443460952792061e+00,3.490658503988659e-01,6.685690219450323e-02 -5.134302145962748e-01,2.343558754720782e+00 2.641025847257306e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.408554367752175e+00,3.490658503988659e-01,6.733504674340839e-02 -4.365107290263273e-01,2.343883845704927e+00 2.690950651119838e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.373647782712288e+00,3.490658503988659e-01,6.765866897192480e-02 -3.589780057726832e-01,2.343947201471168e+00 2.742680670961362e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.338741197672402e+00,3.490658503988659e-01,6.785037135459722e-02 -2.807221155997751e-01,2.343746463292520e+00 2.796157059687732e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.303834612632515e+00,3.490658503988659e-01,6.793412702137400e-02 -2.016471722083125e-01,2.343278586898179e+00 2.851320544485292e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.268928027592628e+00,3.490658503988659e-01,6.793454131564393e-02 -1.216636264688817e-01,2.342540206230168e+00 2.908111251829822e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.234021442552742e+00,3.490658503988659e-01,6.787618238972261e-02 -4.068180185023687e-02,2.341528029714633e+00 2.966468496441556e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.199114857512855e+00,3.490658503988659e-01,6.778298776068431e-02 4.139308571944351e-02,2.340239252627268e+00 3.026330543754466e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.164208272472969e+00,3.490658503988659e-01,6.767775203472805e-02 1.246641499186346e-01,2.338671968960016e+00 3.087634356448583e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.129301687433082e+00,3.490658503988659e-01,6.758169910643944e-02 2.092440416364220e-01,2.336825566623642e+00 -3.132869971023070e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.094395102393195e+00,3.490658503988659e-01,6.751413983679515e-02 2.952539601638947e-01,2.334701090847004e+00 -3.068878235569628e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.059488517353309e+00,3.490658503988659e-01,6.749221322194042e-02 3.828204184546174e-01,2.332301562232375e+00 -3.003644202913752e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.024581932313422e+00,3.490658503988659e-01,6.753070515120449e-02 4.720698933176058e-01,2.329632238042290e+00 -2.937238585294578e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.989675347273536e+00,3.490658503988659e-01,6.764193401120686e-02 5.631216987425947e-01,2.326700807842284e+00 -2.869734517505943e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.954768762233649e+00,3.490658503988659e-01,6.783568698688447e-02 6.560796256439254e-01,2.323517517492439e+00 -2.801207679695849e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.919862177193763e+00,3.490658503988659e-01,6.811918573335030e-02 7.510230619674736e-01,2.320095218533155e+00 -2.731736366933278e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.884955592153876e+00,3.490658503988659e-01,6.849705629545606e-02 8.479984145709251e-01,2.316449343094071e+00 -2.661401499866775e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.850049007113989e+00,3.490658503988659e-01,6.897127702206200e-02 9.470116787065253e-01,2.312597807412024e+00 -2.590286572443475e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.815142422074103e+00,3.490658503988659e-01,6.954108086219592e-02 1.048022934436298e+00,2.308560849720584e+00 -2.518477534425467e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.780235837034216e+00,3.490658503988659e-01,7.020279540753360e-02 1.150943396264381e+00,2.304360810534294e+00 -2.446062608311978e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.745329251994330e+00,3.490658503988659e-01,7.094961512290782e-02 1.255635417641256e+00,2.300021865085666e+00 -2.373132042230289e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.710422666954443e+00,3.490658503988659e-01,7.177131423815319e-02 1.361915579209352e+00,2.295569718810541e+00 -2.299777802369150e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.675516081914556e+00,3.490658503988659e-01,7.265392382735640e-02 1.469560698820773e+00,2.291031277287397e+00 -2.226093210561739e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.640609496874670e+00,3.490658503988659e-01,7.357941029474205e-02 1.578316327305515e+00,2.286434301935269e+00 -2.152172534635554e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.605702911834783e+00,3.490658503988659e-01,7.452540248285125e-02 1.687907073027216e+00,2.281807062123111e+00 -2.078110541076615e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.570796326794897e+00,3.490658503988659e-01,7.546501914392978e-02 1.798047962752449e+00,2.277177993241226e+00 -2.004002021335699e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.535889741755010e+00,3.490658503988659e-01,7.636684675743020e-02 1.908456017717873e+00,2.272575368862877e+00 -1.929941304656320e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.500983156715124e+00,3.490658503988659e-01,7.719510994159164e-02 2.018861306664305e+00,2.268026993529783e+00 -1.856021771542654e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.466076571675237e+00,3.490658503988659e-01,7.791006429239500e-02 2.129016917935146e+00,2.263559921080450e+00 -1.782335382825019e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.431169986635350e+00,3.490658503988659e-01,7.846862631471571e-02 2.238707541324168e+00,2.259200201944414e+00 -1.708972239639782e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.396263401595464e+00,3.490658503988659e-01,7.882523928056109e-02 2.347756631413221e+00,2.254972661559600e+00 -1.636020189450796e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.361356816555577e+00,3.490658503988659e-01,7.893295920676623e-02 2.456032405974913e+00,2.250900711105174e+00 -1.563564492448936e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.326450231515691e+00,3.490658503988659e-01,7.874473305068791e-02 2.563453197619016e+00,2.247006191100346e+00 -1.491687561248537e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.291543646475804e+00,3.490658503988659e-01,7.821483251239952e-02 2.669992926526331e+00,2.243309248070690e+00 -1.420468784756002e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.256637061435917e+00,3.490658503988659e-01,7.730040195730511e-02 2.775687723301014e+00,2.239828244349047e+00 -1.349984444452181e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.221730476396031e+00,3.490658503988659e-01,7.596307826643955e-02 2.880645058137691e+00,2.236579701042791e+00 -1.280307728175611e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.186823891356144e+00,3.490658503988659e-01,7.417064444712430e-02 2.985057216557935e+00,2.233578274125839e+00 -1.211508842922614e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.151917306316258e+00,3.490658503988659e-01,7.189868884644232e-02 3.089221750389851e+00,2.230836763366566e+00 -1.143655224328096e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.117010721276371e+00,3.490658503988659e-01,6.913226044533158e-02 -3.089612434713410e+00,2.228366153267427e+00 -1.076811836518550e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.082104136236484e+00,3.490658503988659e-01,6.586754328078984e-02 -2.984455219762349e+00,2.226175684300765e+00 -1.011041552115830e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.047197551196598e+00,3.490658503988659e-01,6.211363011709469e-02 -2.877610862530635e+00,2.224272951469433e+00 -9.464055985028874e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.012290966156711e+00,3.490658503988659e-01,5.789457844275583e-02 -2.767815189598014e+00,2.222664025664150e+00 -8.829640532247077e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-9.773843811168246e-01,3.490658503988659e-01,5.325212504072913e-02 -2.653223075111465e+00,2.221353591563327e+00 -8.207763687566535e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-9.424777960769379e-01,3.490658503988659e-01,4.824981275422111e-02 -2.531079685531059e+00,2.220345094116374e+00 -7.599019049713457e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-9.075712110370514e-01,3.490658503988659e-01,4.298004451536456e-02 -2.397165585870261e+00,2.219640884194001e+00 -7.004004465811087e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-8.726646259971648e-01,3.490658503988659e-01,3.757712715118496e-02 -2.244864991459769e+00,2.219242353013785e+00 -6.423326826937935e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-8.377580409572782e-01,3.490658503988659e-01,3.224230653262089e-02 -2.063707819657238e+00,2.219150044664632e+00 -5.857606264186683e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-8.028514559173916e-01,3.490658503988659e-01,2.729059381065001e-02 -1.837738469979124e+00,2.219363736611588e+00 -5.307479541764347e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-7.679448708775050e-01,3.490658503988659e-01,2.322251568475802e-02 -1.546881530525224e+00,2.219882479530789e+00 -4.773602469431330e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-7.330382858376184e-01,3.490658503988659e-01,2.075132038656912e-02 -1.182185524261857e+00,2.220704590170619e+00 -4.256651189944104e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-6.981317007977318e-01,3.490658503988659e-01,2.053430673826374e-02 -7.794749237981451e-01,2.221827594021695e+00 -3.757322236867044e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-6.632251157578453e-01,3.490658503988659e-01,2.259177166781741e-02 -4.128761072385563e-01,2.223248118173933e+00 -3.276331302613332e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-6.283185307179586e-01,3.490658503988659e-01,2.626661845790031e-02 -1.246603934729197e-01,2.224961738539026e+00 -2.814410704119344e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-5.934119456780721e-01,3.490658503988659e-01,3.080476180618133e-02 9.076985772811248e-02,2.226962789279948e+00 -2.372305582257520e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-5.585053606381855e-01,3.490658503988659e-01,3.566757735851098e-02 2.534234790099349e-01,2.229244145475469e+00 -1.950768918959026e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-5.235987755982988e-01,3.490658503988659e-01,4.051555576870527e-02 3.799469453074066e-01,2.231796992459028e+00 -1.550555501033558e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-4.886921905584123e-01,3.490658503988659e-01,4.513209266992067e-02 4.813947067195444e-01,2.234610596689849e+00 -1.172414999879718e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-4.537856055185257e-01,3.490658503988659e-01,4.937228147937954e-02 5.647772682648824e-01,2.237672093325316e+00 -8.170843698695873e-02
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-4.188790204786391e-01,3.490658503988659e-01,5.313555335110443e-02 6.345811457789857e-01,2.240966304872793e+00 -4.852797936240225e-02
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-3.839724354387525e-01,3.490658503988659e-01,5.635160330388389e-02 6.937590138224320e-01,2.244475603526451e+00 -1.776884185024128e-02
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-3.490658503988659e-01,3.490658503988659e-01,5.897296242783447e-02 7.443236285136434e-01,2.248179827259895e+00 1.050398652890702e-02
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-3.141592653589793e-01,3.490658503988659e-01,6.097082121416736e-02 7.877022138195992e-01,2.252056256736351e+00 3.623003586769166e-02
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.792526803190927e-01,3.490658503988659e-01,6.233242968181398e-02 8.249526774526116e-01,2.256079656934721e+00 5.935409673990749e-02
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.443460952792061e-01,3.490658503988659e-01,6.305924458528472e-02 8.569003163204957e-01,2.260222384380633e+00 7.982688857665172e-02
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-2.094395102393196e-01,3.490658503988659e-01,6.316541103070045e-02 8.842283686410258e-01,2.264454558278982e+00 9.760563711315243e-02
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.745329251994329e-01,3.490658503988659e-01,6.267637913499048e-02 9.075417009485340e-01,2.268744291851495e+00 1.126545465654325e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.396263401595464e-01,3.490658503988659e-01,6.162757094618156e-02 9.274151994097143e-01,2.273057978877278e+00 1.249451561692170e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-1.047197551196598e-01,3.490658503988659e-01,6.006307816573079e-02 9.444342111112114e-01,2.277360629801783e+00 1.344565748611913e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-6.981317007977318e-02,3.490658503988659e-01,5.803441131584387e-02 9.592320991424925e-01,2.281616251713852e+00 1.411755920095247e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",-3.490658503988659e-02,3.490658503988659e-01,5.559934817410143e-02 9.725287894515677e-01,2.285788266811693e+00 1.450966660305275e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",0.000000000000000e+00,3.490658503988659e-01,5.282095030795571e-02 9.851735924508179e-01,2.289839964464116e+00 1.462217963126798e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",3.490658503988659e-02,3.490658503988659e-01,4.976683526859264e-02 9.981951658443990e-01,2.293734982388104e+00 1.445602869925703e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",6.981317007977318e-02,3.490658503988659e-01,4.650881007293780e-02 1.012860679167499e+00,2.297437812594571e+00 1.401284137085612e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.047197551196598e-01,3.490658503988659e-01,4.312298679848678e-02 1.030743937281368e+00,2.300914327437805e+00 1.329490064512846e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.396263401595464e-01,3.490658503988659e-01,3.969050182684433e-02 1.053796073763897e+00,2.304132320248070e+00 1.230509630212712e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",1.745329251994329e-01,3.490658503988659e-01,3.629891167536135e-02 1.084397696064231e+00,2.307062053622439e+00 1.104687084079155e-01
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",2.094395102393196e-01,3.490658503988659e-01,3.304415375714224e-02 1.125339790931606e+00,2.309676806573391e+00 9.524161565924644e-02
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924' Tx='1' Ty='0' Tz='0'",2.443460952792061e-01,3.490658503988659e-01,3.003245860218030e-02 1.179622857014129e+00,2.311953409541984e+00 7.741340357742117e-02
