Phi[deg],Theta[deg],dB(DirTotal)
-148,2,-6.05728
-146,2,-6.0694
-144,2,-6.08221
-142,2,-6.09568
-140,2,-6.10983
-138,2,-6.12462
-136,2,-6.14006
-134,2,-6.15614
-132,2,-6.17284
-130,2,-6.19014
-128,2,-6.20805
-126,2,-6.22653
-124,2,-6.24558
-122,2,-6.26518
-120,2,-6.28532
-118,2,-6.30597
-116,2,-6.32713
-114,2,-6.34876
-112,2,-6.37085
-110,2,-6.39339
-108,2,-6.41634
-106,2,-6.43968
-104,2,-6.46339
-102,2,-6.48746
-100,2,-6.51184
-98,2,-6.53652
-96,2,-6.56146
-94,2,-6.58665
-92,2,-6.61204
-90,2,-6.63762
-88,2,-6.66335
-86,2,-6.6892
-84,2,-6.71514
-82,2,-6.74113
-80,2,-6.76714
-78,2,-6.79314
-76,2,-6.8191
-74,2,-6.84498
-72,2,-6.87073
-70,2,-6.89634
-68,2,-6.92176
-66,2,-6.94695
-64,2,-6.97189
-62,2,-6.99652
-60,2,-7.02082
-58,2,-7.04475
-56,2,-7.06828
-54,2,-7.09136
-52,2,-7.11395
-50,2,-7.13604
-48,2,-7.15757
-46,2,-7.17852
-44,2,-7.19885
-42,2,-7.21852
-40,2,-7.23751
-38,2,-7.25579
-36,2,-7.27331
-34,2,-7.29006
-32,2,-7.306
-30,2,-7.32111
-28,2,-7.33536
-26,2,-7.34872
-24,2,-7.36118
-22,2,-7.3727
-20,2,-7.38328
-18,2,-7.39289
-16,2,-7.40151
-14,2,-7.40914
-12,2,-7.41574
-10,2,-7.42133
-8,2,-7.42587
-6,2,-7.42937
-4,2,-7.43182
-2,2,-7.43322
0,2,-7.43355
2,2,-7.43283
4,2,-7.43106
6,2,-7.42822
8,2,-7.42434
10,2,-7.41942
12,2,-7.41347
14,2,-7.40649
16,2,-7.39851
18,2,-7.38953
20,2,-7.37957
22,2,-7.36864
24,2,-7.35678
26,2,-7.344
28,2,-7.33031
30,2,-7.31575
32,2,-7.30034
34,2,-7.28411
36,2,-7.26708
38,2,-7.24929
40,2,-7.23076
42,2,-7.21152
44,2,-7.19162
46,2,-7.17107
48,2,-7.14991
50,2,-7.12819
52,2,-7.10592
54,2,-7.08315
56,2,-7.05992
58,2,-7.03626
60,2,-7.0122
62,2,-6.98779
64,2,-6.96305
66,2,-6.93804
68,2,-6.91277
70,2,-6.88729
72,2,-6.86164
74,2,-6.83585
76,2,-6.80996
78,2,-6.784
80,2,-6.75801
82,2,-6.73201
84,2,-6.70605
86,2,-6.68016
88,2,-6.65437
90,2,-6.62871
92,2,-6.60321
94,2,-6.5779
96,2,-6.55281
98,2,-6.52798
100,2,-6.50342
102,2,-6.47916
104,2,-6.45524
106,2,-6.43166
108,2,-6.40847
110,2,-6.38568
112,2,-6.36331
114,2,-6.34139
116,2,-6.31994
118,2,-6.29897
120,2,-6.2785
122,2,-6.25856
124,2,-6.23915
126,2,-6.22031
128,2,-6.20203
130,2,-6.18434
132,2,-6.16724
134,2,-6.15076
136,2,-6.13491
138,2,-6.11969
140,2,-6.10512
142,2,-6.0912
144,2,-6.07795
146,2,-6.06538
148,2,-6.05349
150,2,-6.04229
152,2,-6.0318
154,2,-6.022
156,2,-6.01292
158,2,-6.00455
160,2,-5.99691
162,2,-5.98999
164,2,-5.98381
166,2,-5.97835
168,2,-5.97364
170,2,-5.96966
172,2,-5.96643
174,2,-5.96393
176,2,-5.96219
178,2,-5.96119
180,2,-5.96093
-180,4,-5.42014
-178,4,-5.42092
-176,4,-5.42294
-174,4,-5.42619
-172,4,-5.43068
-170,4,-5.4364
-168,4,-5.44336
-166,4,-5.45156
-164,4,-5.461
-162,4,-5.47169
-160,4,-5.48362
-158,4,-5.49679
-156,4,-5.51122
-154,4,-5.5269
-152,4,-5.54382
-150,4,-5.562
-148,4,-5.58144
-146,4,-5.60213
-144,4,-5.62407
-142,4,-5.64727
-140,4,-5.67172
-138,4,-5.69742
-136,4,-5.72436
-134,4,-5.75256
-132,4,-5.78198
-130,4,-5.81265
-128,4,-5.84453
-126,4,-5.87763
-124,4,-5.91193
-122,4,-5.94742
-120,4,-5.98409
-118,4,-6.02192
-116,4,-6.06089
-114,4,-6.10099
-112,4,-6.14218
-110,4,-6.18444
-108,4,-6.22775
-106,4,-6.27207
-104,4,-6.31738
-102,4,-6.36363
-100,4,-6.41079
-98,4,-6.45882
-96,4,-6.50767
-94,4,-6.55729
-92,4,-6.60764
-90,4,-6.65866
-88,4,-6.71029
-86,4,-6.76247
-84,4,-6.81514
-82,4,-6.86824
-80,4,-6.92169
-78,4,-6.97543
-76,4,-7.02938
-74,4,-7.08346
-72,4,-7.13758
-70,4,-7.19168
-68,4,-7.24566
-66,4,-7.29944
-64,4,-7.35292
-62,4,-7.40603
-60,4,-7.45865
-58,4,-7.51071
-56,4,-7.56211
-54,4,-7.61276
-52,4,-7.66255
-50,4,-7.7114
-48,4,-7.7592
-46,4,-7.80588
-44,4,-7.85133
-42,4,-7.89546
-40,4,-7.93818
-38,4,-7.97941
-36,4,-8.01906
-34,4,-8.05705
-32,4,-8.09329
-30,4,-8.12771
-28,4,-8.16025
-26,4,-8.19082
-24,4,-8.21937
-22,4,-8.24582
-20,4,-8.27014
-18,4,-8.29225
-16,4,-8.31212
-14,4,-8.3297
-12,4,-8.34496
-10,4,-8.35785
-8,4,-8.36836
-6,4,-8.37645
-4,4,-8.38212
-2,4,-8.38535
0,4,-8.38613
2,4,-8.38447
4,4,-8.38035
6,4,-8.3738
8,4,-8.36483
10,4,-8.35345
12,4,-8.3397
14,4,-8.3236
16,4,-8.30518
18,4,-8.28449
20,4,-8.26158
22,4,-8.23648
24,4,-8.20926
26,4,-8.17997
28,4,-8.14868
30,4,-8.11545
32,4,-8.08036
34,4,-8.04348
36,4,-8.00488
38,4,-7.96465
40,4,-7.92288
42,4,-7.87964
44,4,-7.83503
46,4,-7.78914
48,4,-7.74205
50,4,-7.69387
52,4,-7.64469
54,4,-7.5946
56,4,-7.54369
58,4,-7.49207
60,4,-7.43982
62,4,-7.38704
64,4,-7.33382
66,4,-7.28026
68,4,-7.22644
70,4,-7.17245
72,4,-7.11838
74,4,-7.06431
76,4,-7.01032
78,4,-6.9565
80,4,-6.90291
82,4,-6.84963
84,4,-6.79674
86,4,-6.7443
88,4,-6.69237
90,4,-6.64102
92,4,-6.59031
94,4,-6.54028
96,4,-6.49099
98,4,-6.4425
100,4,-6.39484
102,4,-6.34807
104,4,-6.30221
106,4,-6.25731
108,4,-6.21341
110,4,-6.17052
112,4,-6.12869
114,4,-6.08794
116,4,-6.04829
118,4,-6.00976
120,4,-5.97238
122,4,-5.93615
124,4,-5.90111
126,4,-5.86725
128,4,-5.8346
130,4,-5.80316
132,4,-5.77294
134,4,-5.74395
136,4,-5.71619
138,4,-5.68967
140,4,-5.66439
142,4,-5.64035
144,4,-5.61757
146,4,-5.59603
148,4,-5.57574
150,4,-5.55669
152,4,-5.5389
154,4,-5.52235
156,4,-5.50705
158,4,-5.493
160,4,-5.48018
162,4,-5.46861
164,4,-5.45828
166,4,-5.44919
168,4,-5.44134
170,4,-5.43472
172,4,-5.42933
174,4,-5.42519
176,4,-5.42227
178,4,-5.42059
180,4,-5.42014
-180,6,-4.99161
-178,6,-4.99251
-176,6,-4.99492
-174,6,-4.99884
-172,6,-5.00427
-170,6,-5.01123
-168,6,-5.01973
-166,6,-5.02976
-164,6,-5.04135
-162,6,-5.0545
-160,6,-5.06923
-158,6,-5.08556
-156,6,-5.1035
-154,6,-5.12306
-152,6,-5.14427
-150,6,-5.16715
-148,6,-5.1917
-146,6,-5.21796
-144,6,-5.24594
-142,6,-5.27567
-140,6,-5.30715
-138,6,-5.34041
-136,6,-5.37547
-134,6,-5.41234
-132,6,-5.45105
-130,6,-5.4916
-128,6,-5.53401
-126,6,-5.5783
-124,6,-5.62446
-122,6,-5.67251
-120,6,-5.72246
-118,6,-5.7743
-116,6,-5.82803
-114,6,-5.88365
-112,6,-5.94115
-110,6,-6.00052
-108,6,-6.06174
-106,6,-6.12479
-104,6,-6.18964
-102,6,-6.25626
-100,6,-6.32462
-98,6,-6.39467
-96,6,-6.46636
-94,6,-6.53964
-92,6,-6.61445
-90,6,-6.69071
-88,6,-6.76835
-86,6,-6.8473
-84,6,-6.92745
-82,6,-7.00871
-80,6,-7.09098
-78,6,-7.17415
-76,6,-7.25809
-74,6,-7.34267
-72,6,-7.42777
-70,6,-7.51323
-68,6,-7.59892
-66,6,-7.68467
-64,6,-7.77033
-62,6,-7.85573
-60,6,-7.9407
-58,6,-8.02506
-56,6,-8.10864
-54,6,-8.19125
-52,6,-8.2727
-50,6,-8.35283
-48,6,-8.43144
-46,6,-8.50834
-44,6,-8.58337
-42,6,-8.65634
-40,6,-8.72708
-38,6,-8.79542
-36,6,-8.8612
-34,6,-8.92425
-32,6,-8.98445
-30,6,-9.04163
-28,6,-9.09568
-26,6,-9.14647
-24,6,-9.19388
-22,6,-9.2378
-20,6,-9.27816
-18,6,-9.31484
-16,6,-9.34779
-14,6,-9.37694
-12,6,-9.40221
-10,6,-9.42357
-8,6,-9.44098
-6,6,-9.45439
-4,6,-9.46379
-2,6,-9.46915
0,6,-9.47046
2,6,-9.46773
4,6,-9.46096
6,6,-9.45015
8,6,-9.43534
10,6,-9.41654
12,6,-9.3938
14,6,-9.36715
16,6,-9.33665
18,6,-9.30237
20,6,-9.26437
22,6,-9.22273
24,6,-9.17754
26,6,-9.1289
28,6,-9.07692
30,6,-9.02172
32,6,-8.96342
34,6,-8.90216
36,6,-8.83809
38,6,-8.77136
40,6,-8.70212
42,6,-8.63054
44,6,-8.55679
46,6,-8.48105
48,6,-8.4035
50,6,-8.32432
52,6,-8.24369
54,6,-8.16181
56,6,-8.07884
58,6,-7.99498
60,6,-7.91041
62,6,-7.8253
64,6,-7.73983
66,6,-7.65417
68,6,-7.56849
70,6,-7.48293
72,6,-7.39766
74,6,-7.31282
76,6,-7.22855
78,6,-7.14499
80,6,-7.06224
82,6,-6.98044
84,6,-6.89969
86,6,-6.8201
88,6,-6.74175
90,6,-6.66474
92,6,-6.58913
94,6,-6.51502
96,6,-6.44245
98,6,-6.37149
100,6,-6.30219
102,6,-6.2346
104,6,-6.16875
106,6,-6.10468
108,6,-6.04242
110,6,-5.98199
112,6,-5.92341
114,6,-5.86669
116,6,-5.81185
118,6,-5.75889
120,6,-5.70782
122,6,-5.65862
124,6,-5.6113
126,6,-5.56586
128,6,-5.52228
130,6,-5.48056
132,6,-5.44067
134,6,-5.40262
136,6,-5.36637
138,6,-5.33192
140,6,-5.29924
142,6,-5.26832
144,6,-5.23914
146,6,-5.21168
148,6,-5.18592
150,6,-5.16184
152,6,-5.13942
154,6,-5.11865
156,6,-5.0995
158,6,-5.08196
160,6,-5.06602
162,6,-5.05166
164,6,-5.03886
166,6,-5.02761
168,6,-5.01791
170,6,-5.00973
172,6,-5.00308
174,6,-4.99795
176,6,-4.99433
178,6,-4.99221
180,6,-4.99161
-180,8,-4.66318
-178,8,-4.66404
-176,8,-4.66651
-174,8,-4.6706
-172,8,-4.67632
-170,8,-4.68367
-168,8,-4.69268
-166,8,-4.70338
-164,8,-4.71578
-162,8,-4.72991
-160,8,-4.7458
-158,8,-4.76349
-156,8,-4.78301
-154,8,-4.8044
-152,8,-4.8277
-150,8,-4.85295
-148,8,-4.88021
-146,8,-4.90951
-144,8,-4.94091
-142,8,-4.97444
-140,8,-5.01017
-138,8,-5.04814
-136,8,-5.08841
-134,8,-5.13101
-132,8,-5.17601
-130,8,-5.22345
-128,8,-5.27337
-126,8,-5.32583
-124,8,-5.38086
-122,8,-5.43852
-120,8,-5.49883
-118,8,-5.56183
-116,8,-5.62755
-114,8,-5.69603
-112,8,-5.76728
-110,8,-5.84131
-108,8,-5.91815
-106,8,-5.99779
-104,8,-6.08024
-102,8,-6.16548
-100,8,-6.25349
-98,8,-6.34425
-96,8,-6.43772
-94,8,-6.53385
-92,8,-6.63258
-90,8,-6.73384
-88,8,-6.83756
-86,8,-6.94362
-84,8,-7.05192
-82,8,-7.16234
-80,8,-7.27473
-78,8,-7.38894
-76,8,-7.5048
-74,8,-7.62212
-72,8,-7.7407
-70,8,-7.86031
-68,8,-7.98071
-66,8,-8.10166
-64,8,-8.22289
-62,8,-8.34411
-60,8,-8.46504
-58,8,-8.58536
-56,8,-8.70476
-54,8,-8.82293
-52,8,-8.93952
-50,8,-9.05423
-48,8,-9.16672
-46,8,-9.27667
-44,8,-9.38376
-42,8,-9.48768
-40,8,-9.58816
-38,8,-9.68491
-36,8,-9.77767
-34,8,-9.86621
-32,8,-9.95033
-30,8,-10.0298
-28,8,-10.1045
-26,8,-10.1743
-24,8,-10.2391
-22,8,-10.2988
-20,8,-10.3532
-18,8,-10.4025
-16,8,-10.4464
-14,8,-10.4851
-12,8,-10.5185
-10,8,-10.5466
-8,8,-10.5695
-6,8,-10.587
-4,8,-10.5993
-2,8,-10.6063
0,8,-10.6081
2,8,-10.6047
4,8,-10.5959
6,8,-10.5819
8,8,-10.5627
10,8,-10.5381
12,8,-10.5083
14,8,-10.4731
16,8,-10.4327
18,8,-10.3869
20,8,-10.3359
22,8,-10.2796
24,8,-10.2182
26,8,-10.1516
28,8,-10.0801
30,8,-10.0036
32,8,-9.9224
34,8,-9.83664
36,8,-9.7465
38,8,-9.65221
40,8,-9.55402
42,8,-9.4522
44,8,-9.34701
46,8,-9.23878
48,8,-9.1278
50,8,-9.0144
52,8,-8.89891
54,8,-8.78165
56,8,-8.66296
58,8,-8.54316
60,8,-8.42257
62,8,-8.3015
64,8,-8.18026
66,8,-8.05914
68,8,-7.93842
70,8,-7.81835
72,8,-7.69918
74,8,-7.58115
76,8,-7.46447
78,8,-7.34934
80,8,-7.23594
82,8,-7.12443
84,8,-7.01496
86,8,-6.90767
88,8,-6.80268
90,8,-6.70008
92,8,-6.59996
94,8,-6.50242
96,8,-6.4075
98,8,-6.31526
100,8,-6.22575
102,8,-6.13899
104,8,-6.05501
106,8,-5.97382
108,8,-5.89542
110,8,-5.81982
112,8,-5.74701
114,8,-5.67696
116,8,-5.60967
118,8,-5.54509
120,8,-5.48322
122,8,-5.42399
124,8,-5.36739
126,8,-5.31338
128,8,-5.26189
130,8,-5.2129
132,8,-5.16636
134,8,-5.12221
136,8,-5.0804
138,8,-5.0409
140,8,-5.00364
142,8,-4.96858
144,8,-4.93566
146,8,-4.90484
148,8,-4.87607
150,8,-4.8493
152,8,-4.8245
154,8,-4.8016
156,8,-4.78058
158,8,-4.7614
160,8,-4.74401
162,8,-4.72839
164,8,-4.71451
166,8,-4.70232
168,8,-4.69183
170,8,-4.68299
172,8,-4.67579
174,8,-4.67022
176,8,-4.66626
178,8,-4.66392
180,8,-4.66318
-180,10,-4.42443
-178,10,-4.42512
-176,10,-4.42738
-174,10,-4.43121
-172,10,-4.43663
-170,10,-4.44367
-168,10,-4.45234
-166,10,-4.4627
-164,10,-4.47478
-162,10,-4.48863
-160,10,-4.50429
-158,10,-4.52183
-156,10,-4.5413
-154,10,-4.56277
-152,10,-4.58631
-150,10,-4.61199
-148,10,-4.63989
-146,10,-4.67008
-144,10,-4.70266
-142,10,-4.7377
-140,10,-4.7753
-138,10,-4.81554
-136,10,-4.85851
-134,10,-4.9043
-132,10,-4.95301
-130,10,-5.00473
-128,10,-5.05954
-126,10,-5.11755
-124,10,-5.17883
-122,10,-5.24347
-120,10,-5.31157
-118,10,-5.38319
-116,10,-5.45842
-114,10,-5.53733
-112,10,-5.61999
-110,10,-5.70646
-108,10,-5.79679
-106,10,-5.89104
-104,10,-5.98924
-102,10,-6.09142
-100,10,-6.1976
-98,10,-6.30779
-96,10,-6.42197
-94,10,-6.54012
-92,10,-6.66221
-90,10,-6.78818
-88,10,-6.91794
-86,10,-7.05141
-84,10,-7.18846
-82,10,-7.32894
-80,10,-7.47267
-78,10,-7.61945
-76,10,-7.76904
-74,10,-7.92118
-72,10,-8.07556
-70,10,-8.23184
-68,10,-8.38964
-66,10,-8.54856
-64,10,-8.70814
-62,10,-8.8679
-60,10,-9.02734
-58,10,-9.1859
-56,10,-9.34302
-54,10,-9.49812
-52,10,-9.65059
-50,10,-9.79983
-48,10,-9.94525
-46,10,-10.0863
-44,10,-10.2223
-42,10,-10.3529
-40,10,-10.4776
-38,10,-10.5959
-36,10,-10.7074
-34,10,-10.8121
-32,10,-10.9095
-30,10,-10.9997
-28,10,-11.0825
-26,10,-11.1581
-24,10,-11.2265
-22,10,-11.2879
-20,10,-11.3426
-18,10,-11.3907
-16,10,-11.4326
-14,10,-11.4687
-12,10,-11.4991
-10,10,-11.5242
-8,10,-11.5442
-6,10,-11.5594
-4,10,-11.57
-2,10,-11.5761
0,10,-11.5777
2,10,-11.575
4,10,-11.5678
6,10,-11.556
8,10,-11.5395
10,10,-11.5182
12,10,-11.4916
14,10,-11.4596
16,10,-11.4218
18,10,-11.378
20,10,-11.3279
22,10,-11.2711
24,10,-11.2074
26,10,-11.1365
28,10,-11.0585
30,10,-10.973
32,10,-10.8802
34,10,-10.7801
36,10,-10.6729
38,10,-10.5588
40,10,-10.438
42,10,-10.311
44,10,-10.1782
46,10,-10.0401
48,10,-9.89719
50,10,-9.75012
52,10,-9.59944
54,10,-9.44576
56,10,-9.28969
58,10,-9.13183
60,10,-8.97276
62,10,-8.81304
64,10,-8.65322
66,10,-8.49379
68,10,-8.33523
70,10,-8.17798
72,10,-8.02243
74,10,-7.86894
76,10,-7.71784
78,10,-7.56942
80,10,-7.42394
82,10,-7.28161
84,10,-7.14264
86,10,-7.00718
88,10,-6.87536
90,10,-6.74731
92,10,-6.6231
94,10,-6.50281
96,10,-6.38647
98,10,-6.27413
100,10,-6.16579
102,10,-6.06145
104,10,-5.9611
106,10,-5.86472
108,10,-5.77226
110,10,-5.68368
112,10,-5.59892
114,10,-5.51794
116,10,-5.44066
118,10,-5.367
120,10,-5.29689
122,10,-5.23025
124,10,-5.167
126,10,-5.10704
128,10,-5.05028
130,10,-4.99665
132,10,-4.94604
134,10,-4.89836
136,10,-4.85352
138,10,-4.81142
140,10,-4.77198
142,10,-4.73511
144,10,-4.70072
146,10,-4.66871
148,10,-4.63902
150,10,-4.61156
152,10,-4.58624
154,10,-4.563
156,10,-4.54177
158,10,-4.52248
160,10,-4.50507
162,10,-4.48948
164,10,-4.47566
166,10,-4.46356
168,10,-4.45315
170,10,-4.44439
172,10,-4.43724
174,10,-4.43169
176,10,-4.42771
178,10,-4.42529
180,10,-4.42443
-180,12,-4.26653
-178,12,-4.26693
-176,12,-4.26872
-174,12,-4.27192
-172,12,-4.27655
-170,12,-4.28265
-168,12,-4.29026
-166,12,-4.29943
-164,12,-4.31021
-162,12,-4.32269
-160,12,-4.33693
-158,12,-4.35302
-156,12,-4.37104
-154,12,-4.39109
-152,12,-4.41327
-150,12,-4.43769
-148,12,-4.46447
-146,12,-4.49372
-144,12,-4.52556
-142,12,-4.56013
-140,12,-4.59755
-138,12,-4.63795
-136,12,-4.68148
-134,12,-4.72827
-132,12,-4.77847
-130,12,-4.83221
-128,12,-4.88964
-126,12,-4.9509
-124,12,-5.01613
-122,12,-5.08547
-120,12,-5.15908
-118,12,-5.23707
-116,12,-5.31959
-114,12,-5.40677
-112,12,-5.49873
-110,12,-5.59559
-108,12,-5.69748
-106,12,-5.80449
-104,12,-5.91672
-102,12,-6.03425
-100,12,-6.15717
-98,12,-6.28553
-96,12,-6.41937
-94,12,-6.55871
-92,12,-6.70356
-90,12,-6.85389
-88,12,-7.00964
-86,12,-7.17073
-84,12,-7.33703
-82,12,-7.50837
-80,12,-7.68454
-78,12,-7.86528
-76,12,-8.05024
-74,12,-8.23906
-72,12,-8.43125
-70,12,-8.62629
-68,12,-8.82356
-66,12,-9.02236
-64,12,-9.2219
-62,12,-9.42131
-60,12,-9.61965
-58,12,-9.81587
-56,12,-10.0089
-54,12,-10.1976
-52,12,-10.3807
-50,12,-10.5572
-48,12,-10.7258
-46,12,-10.8855
-44,12,-11.0353
-42,12,-11.1743
-40,12,-11.3018
-38,12,-11.4173
-36,12,-11.5206
-34,12,-11.6115
-32,12,-11.6903
-30,12,-11.7573
-28,12,-11.8131
-26,12,-11.8586
-24,12,-11.8947
-22,12,-11.9224
-20,12,-11.9428
-18,12,-11.9571
-16,12,-11.9664
-14,12,-11.9718
-12,12,-11.9744
-10,12,-11.9749
-8,12,-11.9744
-6,12,-11.9733
-4,12,-11.9723
-2,12,-11.9718
0,12,-11.9718
2,12,-11.9726
4,12,-11.974
6,12,-11.9757
8,12,-11.9773
10,12,-11.9782
12,12,-11.9776
14,12,-11.9748
16,12,-11.9687
18,12,-11.9584
20,12,-11.9426
22,12,-11.9202
24,12,-11.8901
26,12,-11.8512
28,12,-11.8025
30,12,-11.743
32,12,-11.672
34,12,-11.5891
36,12,-11.4938
38,12,-11.3861
40,12,-11.2661
42,12,-11.1342
44,12,-10.991
46,12,-10.8373
48,12,-10.6739
50,12,-10.502
52,12,-10.3226
54,12,-10.1369
56,12,-9.9462
58,12,-9.75155
60,12,-9.55413
62,12,-9.35503
64,12,-9.15525
66,12,-8.95571
68,12,-8.75727
70,12,-8.56069
72,12,-8.36662
74,12,-8.17567
76,12,-7.98833
78,12,-7.80505
80,12,-7.62618
82,12,-7.45203
84,12,-7.28283
86,12,-7.1188
88,12,-6.96006
90,12,-6.80673
92,12,-6.65887
94,12,-6.51653
96,12,-6.37971
98,12,-6.24841
100,12,-6.12257
102,12,-6.00216
104,12,-5.8871
106,12,-5.77731
108,12,-5.67268
110,12,-5.57313
112,12,-5.47853
114,12,-5.38876
116,12,-5.30369
118,12,-5.22319
120,12,-5.14713
122,12,-5.07537
124,12,-5.00776
126,12,-4.94416
128,12,-4.88443
130,12,-4.82842
132,12,-4.77599
134,12,-4.72699
136,12,-4.68128
138,12,-4.63871
140,12,-4.59916
142,12,-4.56249
144,12,-4.52855
146,12,-4.49723
148,12,-4.4684
150,12,-4.44193
152,12,-4.41772
154,12,-4.39566
156,12,-4.37563
158,12,-4.35755
160,12,-4.34132
162,12,-4.32687
164,12,-4.31411
166,12,-4.30297
168,12,-4.2934
170,12,-4.28534
172,12,-4.27876
174,12,-4.2736
176,12,-4.26986
178,12,-4.2675
180,12,-4.26653
-180,14,-4.18186
-178,14,-4.18186
-176,14,-4.18298
-174,14,-4.18522
-172,14,-4.18862
-170,14,-4.19324
-168,14,-4.19913
-166,14,-4.20636
-164,14,-4.21501
-162,14,-4.22518
-160,14,-4.23696
-158,14,-4.25046
-156,14,-4.26581
-154,14,-4.28314
-152,14,-4.30259
-150,14,-4.3243
-148,14,-4.34843
-146,14,-4.37513
-144,14,-4.40459
-142,14,-4.43696
-140,14,-4.47243
-138,14,-4.51119
-136,14,-4.55342
-134,14,-4.59932
-132,14,-4.64907
-130,14,-4.70288
-128,14,-4.76095
-126,14,-4.82347
-124,14,-4.89065
-122,14,-4.9627
-120,14,-5.03981
-118,14,-5.12219
-116,14,-5.21004
-114,14,-5.30355
-112,14,-5.40292
-110,14,-5.50835
-108,14,-5.62001
-106,14,-5.73808
-104,14,-5.86275
-102,14,-5.99416
-100,14,-6.13246
-98,14,-6.27779
-96,14,-6.43025
-94,14,-6.58994
-92,14,-6.75692
-90,14,-6.93122
-88,14,-7.11281
-86,14,-7.30166
-84,14,-7.49762
-82,14,-7.70053
-80,14,-7.91011
-78,14,-8.126
-76,14,-8.34776
-74,14,-8.57478
-72,14,-8.80633
-70,14,-9.04155
-68,14,-9.27936
-66,14,-9.51852
-64,14,-9.75759
-62,14,-9.99492
-60,14,-10.2287
