Phi[deg],Theta[deg],dB(DirTotal)
-180,0,-3.37296
-178,0,-3.37296
-176,0,-3.37296
-174,0,-3.37296
-172,0,-3.37296
-170,0,-3.37296
-168,0,-3.37296
-166,0,-3.37296
-164,0,-3.37296
-162,0,-3.37296
-160,0,-3.37296
-158,0,-3.37296
-156,0,-3.37296
-154,0,-3.37296
-152,0,-3.37296
-150,0,-3.37296
-148,0,-3.37296
-146,0,-3.37296
-144,0,-3.37296
-142,0,-3.37296
-140,0,-3.37296
-138,0,-3.37296
-136,0,-3.37296
-134,0,-3.37296
-132,0,-3.37296
-130,0,-3.37296
-128,0,-3.37296
-126,0,-3.37296
-124,0,-3.37296
-122,0,-3.37296
-120,0,-3.37296
-118,0,-3.37296
-116,0,-3.37296
-114,0,-3.37296
-112,0,-3.37296
-110,0,-3.37296
-108,0,-3.37296
-106,0,-3.37296
-104,0,-3.37296
-102,0,-3.37296
-100,0,-3.37296
-98,0,-3.37296
-96,0,-3.37296
-94,0,-3.37296
-92,0,-3.37296
-90,0,-3.37296
-88,0,-3.37296
-86,0,-3.37296
-84,0,-3.37296
-82,0,-3.37296
-80,0,-3.37296
-78,0,-3.37296
-76,0,-3.37296
-74,0,-3.37296
-72,0,-3.37296
-70,0,-3.37296
-68,0,-3.37296
-66,0,-3.37296
-64,0,-3.37296
-62,0,-3.37296
-60,0,-3.37296
-58,0,-3.37296
-56,0,-3.37296
-54,0,-3.37296
-52,0,-3.37296
-50,0,-3.37296
-48,0,-3.37296
-46,0,-3.37296
-44,0,-3.37296
-42,0,-3.37296
-40,0,-3.37296
-38,0,-3.37296
-36,0,-3.37296
-34,0,-3.37296
-32,0,-3.37296
-30,0,-3.37296
-28,0,-3.37296
-26,0,-3.37296
-24,0,-3.37296
-22,0,-3.37296
-20,0,-3.37296
-18,0,-3.37296
-16,0,-3.37296
-14,0,-3.37296
-12,0,-3.37296
-10,0,-3.37296
-8,0,-3.37296
-6,0,-3.37296
-4,0,-3.37296
-2,0,-3.37296
0,0,-3.37296
2,0,-3.37296
4,0,-3.37296
6,0,-3.37296
8,0,-3.37296
10,0,-3.37296
12,0,-3.37296
14,0,-3.37296
16,0,-3.37296
18,0,-3.37296
20,0,-3.37296
22,0,-3.37296
24,0,-3.37296
26,0,-3.37296
28,0,-3.37296
30,0,-3.37296
32,0,-3.37296
34,0,-3.37296
36,0,-3.37296
38,0,-3.37296
40,0,-3.37296
42,0,-3.37296
44,0,-3.37296
46,0,-3.37296
48,0,-3.37296
50,0,-3.37296
52,0,-3.37296
54,0,-3.37296
56,0,-3.37296
58,0,-3.37296
60,0,-3.37296
62,0,-3.37296
64,0,-3.37296
66,0,-3.37296
68,0,-3.37296
70,0,-3.37296
72,0,-3.37296
74,0,-3.37296
76,0,-3.37296
78,0,-3.37296
80,0,-3.37296
82,0,-3.37296
84,0,-3.37296
86,0,-3.37296
88,0,-3.37296
90,0,-3.37296
92,0,-3.37296
94,0,-3.37296
96,0,-3.37296
98,0,-3.37296
100,0,-3.37296
102,0,-3.37296
104,0,-3.37296
106,0,-3.37296
108,0,-3.37296
110,0,-3.37296
112,0,-3.37296
114,0,-3.37296
116,0,-3.37296
118,0,-3.37296
120,0,-3.37296
122,0,-3.37296
124,0,-3.37296
126,0,-3.37296
128,0,-3.37296
130,0,-3.37296
132,0,-3.37296
134,0,-3.37296
136,0,-3.37296
138,0,-3.37296
140,0,-3.37296
142,0,-3.37296
144,0,-3.37296
146,0,-3.37296
148,0,-3.37296
150,0,-3.37296
152,0,-3.37296
154,0,-3.37296
156,0,-3.37296
158,0,-3.37296
160,0,-3.37296
162,0,-3.37296
164,0,-3.37296
166,0,-3.37296
168,0,-3.37296
170,0,-3.37296
172,0,-3.37296
174,0,-3.37296
176,0,-3.37296
178,0,-3.37296
180,0,-3.37296
-180,2,-3.83126
-178,2,-3.83144
-176,2,-3.83109
-174,2,-3.83019
-172,2,-3.82876
-170,2,-3.8268
-168,2,-3.82431
-166,2,-3.82128
-164,2,-3.81773
-162,2,-3.81365
-160,2,-3.80906
-158,2,-3.80395
-156,2,-3.79834
-154,2,-3.79221
-152,2,-3.7856
-150,2,-3.77849
-148,2,-3.7709
-146,2,-3.76284
-144,2,-3.75431
-142,2,-3.74532
-140,2,-3.73589
-138,2,-3.72602
-136,2,-3.71572
-134,2,-3.70501
-132,2,-3.69389
-130,2,-3.68238
-128,2,-3.6705
-126,2,-3.65824
-124,2,-3.64564
-122,2,-3.6327
-120,2,-3.61943
-118,2,-3.60585
-116,2,-3.59199
-114,2,-3.57784
-112,2,-3.56343
-110,2,-3.54878
-108,2,-3.5339
-106,2,-3.51881
-104,2,-3.50353
-102,2,-3.48807
-100,2,-3.47246
-98,2,-3.4567
-96,2,-3.44083
-94,2,-3.42486
-92,2,-3.4088
-90,2,-3.39269
-88,2,-3.37653
-86,2,-3.36035
-84,2,-3.34417
-82,2,-3.328
-80,2,-3.31188
-78,2,-3.29581
-76,2,-3.27982
-74,2,-3.26392
-72,2,-3.24815
-70,2,-3.23251
-68,2,-3.21704
-66,2,-3.20174
-64,2,-3.18663
-62,2,-3.17175
-60,2,-3.1571
-58,2,-3.14271
-56,2,-3.12859
-54,2,-3.11476
-52,2,-3.10124
-50,2,-3.08806
-48,2,-3.07522
-46,2,-3.06274
-44,2,-3.05064
-42,2,-3.03894
-40,2,-3.02765
-38,2,-3.01679
-36,2,-3.00637
-34,2,-2.9964
-32,2,-2.98691
-30,2,-2.97789
-28,2,-2.96937
-26,2,-2.96135
-24,2,-2.95385
-22,2,-2.94688
-20,2,-2.94044
-18,2,-2.93454
-16,2,-2.9292
-14,2,-2.92442
-12,2,-2.9202
-10,2,-2.91656
-8,2,-2.91349
-6,2,-2.91101
-4,2,-2.90911
-2,2,-2.90779
0,2,-2.90706
2,2,-2.90693
4,2,-2.90738
6,2,-2.90842
8,2,-2.91005
10,2,-2.91226
12,2,-2.91506
14,2,-2.91843
16,2,-2.92237
18,2,-2.92689
20,2,-2.93196
22,2,-2.93759
24,2,-2.94377
26,2,-2.95048
28,2,-2.95772
30,2,-2.96548
32,2,-2.97375
34,2,-2.98251
36,2,-2.99176
38,2,-3.00149
40,2,-3.01167
42,2,-3.02229
44,2,-3.03335
46,2,-3.04482
48,2,-3.0567
50,2,-3.06896
52,2,-3.08159
54,2,-3.09457
56,2,-3.10788
58,2,-3.12151
60,2,-3.13544
62,2,-3.14966
64,2,-3.16413
66,2,-3.17885
68,2,-3.19379
70,2,-3.20894
72,2,-3.22428
74,2,-3.23978
76,2,-3.25543
78,2,-3.27121
80,2,-3.2871
82,2,-3.30307
84,2,-3.31911
86,2,-3.3352
88,2,-3.35132
90,2,-3.36744
92,2,-3.38356
94,2,-3.39964
96,2,-3.41567
98,2,-3.43164
100,2,-3.44751
102,2,-3.46328
104,2,-3.47892
106,2,-3.49442
108,2,-3.50975
110,2,-3.52491
112,2,-3.53986
114,2,-3.5546
116,2,-3.56911
118,2,-3.58337
120,2,-3.59737
122,2,-3.61108
124,2,-3.62449
126,2,-3.6376
128,2,-3.65038
130,2,-3.66282
132,2,-3.6749
134,2,-3.68662
136,2,-3.69795
138,2,-3.7089
140,2,-3.71943
142,2,-3.72956
144,2,-3.73925
146,2,-3.74851
148,2,-3.75732
150,2,-3.76567
152,2,-3.77356
154,2,-3.78097
156,2,-3.7879
158,2,-3.79434
160,2,-3.80028
162,2,-3.80572
164,2,-3.81065
166,2,-3.81507
168,2,-3.81897
170,2,-3.82234
172,2,-3.82519
174,2,-3.82751
176,2,-3.82929
178,2,-3.83055
180,2,-3.83126
-180,4,-4.28071
-178,4,-4.28111
-176,4,-4.28048
-174,4,-4.27884
-172,4,-4.27617
-170,4,-4.27249
-168,4,-4.26779
-166,4,-4.26209
-164,4,-4.25537
-162,4,-4.24766
-160,4,-4.23895
-158,4,-4.22926
-156,4,-4.21859
-154,4,-4.20694
-152,4,-4.19434
-150,4,-4.18079
-148,4,-4.1663
-146,4,-4.15089
-144,4,-4.13456
-142,4,-4.11734
-140,4,-4.09924
-138,4,-4.08028
-136,4,-4.06047
-134,4,-4.03983
-132,4,-4.01838
-130,4,-3.99615
-128,4,-3.97315
-126,4,-3.94941
-124,4,-3.92495
-122,4,-3.89979
-120,4,-3.87396
-118,4,-3.84749
-116,4,-3.8204
-114,4,-3.79273
-112,4,-3.76449
-110,4,-3.73573
-108,4,-3.70647
-106,4,-3.67675
-104,4,-3.6466
-102,4,-3.61605
-100,4,-3.58514
-98,4,-3.5539
-96,4,-3.52237
-94,4,-3.49058
-92,4,-3.45859
-90,4,-3.42641
-88,4,-3.3941
-86,4,-3.36169
-84,4,-3.32922
-82,4,-3.29674
-80,4,-3.26427
-78,4,-3.23188
-76,4,-3.19959
-74,4,-3.16746
-72,4,-3.13551
-70,4,-3.1038
-68,4,-3.07237
-66,4,-3.04126
-64,4,-3.0105
-62,4,-2.98015
-60,4,-2.95025
-58,4,-2.92083
-56,4,-2.89194
-54,4,-2.86362
-52,4,-2.8359
-50,4,-2.80883
-48,4,-2.78244
-46,4,-2.75678
-44,4,-2.73188
-42,4,-2.70777
-40,4,-2.68449
-38,4,-2.66208
-36,4,-2.64056
-34,4,-2.61997
-32,4,-2.60034
-30,4,-2.58169
-28,4,-2.56406
-26,4,-2.54747
-24,4,-2.53194
-22,4,-2.5175
-20,4,-2.50417
-18,4,-2.49196
-16,4,-2.48091
-14,4,-2.47101
-12,4,-2.46229
-10,4,-2.45476
-8,4,-2.44844
-6,4,-2.44332
-4,4,-2.43942
-2,4,-2.43674
0,4,-2.43529
2,4,-2.43506
4,4,-2.43607
6,4,-2.4383
8,4,-2.44175
10,4,-2.44642
12,4,-2.4523
14,4,-2.45938
16,4,-2.46765
18,4,-2.47709
20,4,-2.4877
22,4,-2.49945
24,4,-2.51233
26,4,-2.52632
28,4,-2.5414
30,4,-2.55754
32,4,-2.57471
34,4,-2.59291
36,4,-2.61209
38,4,-2.63223
40,4,-2.6533
42,4,-2.67526
44,4,-2.6981
46,4,-2.72176
48,4,-2.74623
50,4,-2.77145
52,4,-2.79741
54,4,-2.82405
56,4,-2.85134
58,4,-2.87925
60,4,-2.90774
62,4,-2.93676
64,4,-2.96627
66,4,-2.99624
68,4,-3.02662
70,4,-3.05738
72,4,-3.08846
74,4,-3.11984
76,4,-3.15146
78,4,-3.18329
80,4,-3.21529
82,4,-3.24741
84,4,-3.27962
86,4,-3.31187
88,4,-3.34412
90,4,-3.37634
92,4,-3.40848
94,4,-3.44051
96,4,-3.47238
98,4,-3.50406
100,4,-3.53551
102,4,-3.5667
104,4,-3.59759
106,4,-3.62814
108,4,-3.65832
110,4,-3.6881
112,4,-3.71744
114,4,-3.74632
116,4,-3.77469
118,4,-3.80254
120,4,-3.82983
122,4,-3.85653
124,4,-3.88262
126,4,-3.90806
128,4,-3.93284
130,4,-3.95693
132,4,-3.98031
134,4,-4.00294
136,4,-4.02482
138,4,-4.04591
140,4,-4.06621
142,4,-4.08568
144,4,-4.10431
146,4,-4.12209
148,4,-4.139
150,4,-4.15501
152,4,-4.17013
154,4,-4.18432
156,4,-4.19759
158,4,-4.20991
160,4,-4.22128
162,4,-4.23169
164,4,-4.24112
166,4,-4.24958
168,4,-4.25704
170,4,-4.2635
172,4,-4.26897
174,4,-4.27343
176,4,-4.27687
178,4,-4.2793
180,4,-4.28071
-180,6,-4.72068
-178,6,-4.72131
-176,6,-4.72048
-174,6,-4.71821
-172,6,-4.71448
-170,6,-4.7093
-168,6,-4.70267
-166,6,-4.6946
-164,6,-4.68509
-162,6,-4.67415
-160,6,-4.66178
-158,6,-4.648
-156,6,-4.6328
-154,6,-4.61621
-152,6,-4.59822
-150,6,-4.57887
-148,6,-4.55815
-146,6,-4.53608
-144,6,-4.51268
-142,6,-4.48797
-140,6,-4.46196
-138,6,-4.43468
-136,6,-4.40614
-134,6,-4.37637
-132,6,-4.34539
-130,6,-4.31323
-128,6,-4.27991
-126,6,-4.24546
-124,6,-4.20991
-122,6,-4.1733
-120,6,-4.13565
-118,6,-4.09699
-116,6,-4.05737
-114,6,-4.01683
-112,6,-3.97539
-110,6,-3.93311
-108,6,-3.89002
-106,6,-3.84618
-104,6,-3.80162
-102,6,-3.75639
-100,6,-3.71054
-98,6,-3.66413
-96,6,-3.61721
-94,6,-3.56982
-92,6,-3.52204
-90,6,-3.47391
-88,6,-3.42549
-86,6,-3.37684
-84,6,-3.32803
-82,6,-3.27911
-80,6,-3.23016
-78,6,-3.18122
-76,6,-3.13238
-74,6,-3.08369
-72,6,-3.03523
-70,6,-2.98705
-68,6,-2.93923
-66,6,-2.89184
-64,6,-2.84493
-62,6,-2.79859
-60,6,-2.75287
-58,6,-2.70784
-56,6,-2.66358
-54,6,-2.62014
-52,6,-2.57759
-50,6,-2.536
-48,6,-2.49542
-46,6,-2.45593
-44,6,-2.41757
-42,6,-2.38041
-40,6,-2.34451
-38,6,-2.30992
-36,6,-2.2767
-34,6,-2.2449
-32,6,-2.21456
-30,6,-2.18573
-28,6,-2.15847
-26,6,-2.13281
-24,6,-2.10879
-22,6,-2.08645
-20,6,-2.06583
-18,6,-2.04695
-16,6,-2.02985
-14,6,-2.01456
-12,6,-2.00109
-10,6,-1.98947
-8,6,-1.97972
-6,6,-1.97185
-4,6,-1.96588
-2,6,-1.9618
0,6,-1.95964
2,6,-1.95938
4,6,-1.96104
6,6,-1.9646
8,6,-1.97007
10,6,-1.97742
12,6,-1.98665
14,6,-1.99775
16,6,-2.01068
18,6,-2.02545
20,6,-2.042
22,6,-2.06033
24,6,-2.0804
26,6,-2.10218
28,6,-2.12563
30,6,-2.15072
32,6,-2.1774
34,6,-2.20563
36,6,-2.23537
38,6,-2.26656
40,6,-2.29917
42,6,-2.33314
44,6,-2.36841
46,6,-2.40493
48,6,-2.44264
50,6,-2.48149
52,6,-2.52142
54,6,-2.56236
56,6,-2.60426
58,6,-2.64704
60,6,-2.69066
62,6,-2.73503
64,6,-2.7801
66,6,-2.82581
68,6,-2.87208
70,6,-2.91886
72,6,-2.96607
74,6,-3.01365
76,6,-3.06153
78,6,-3.10965
80,6,-3.15795
82,6,-3.20636
84,6,-3.25482
86,6,-3.30326
88,6,-3.35163
90,6,-3.39986
92,6,-3.44789
94,6,-3.49567
96,6,-3.54314
98,6,-3.59025
100,6,-3.63693
102,6,-3.68315
104,6,-3.72884
106,6,-3.77395
108,6,-3.81845
110,6,-3.86227
112,6,-3.90539
114,6,-3.94774
116,6,-3.9893
118,6,-4.03002
120,6,-4.06987
122,6,-4.1088
124,6,-4.14677
126,6,-4.18377
128,6,-4.21974
130,6,-4.25467
132,6,-4.28851
134,6,-4.32125
136,6,-4.35286
138,6,-4.3833
140,6,-4.41256
142,6,-4.44061
144,6,-4.46742
146,6,-4.49298
148,6,-4.51727
150,6,-4.54027
152,6,-4.56196
154,6,-4.58232
156,6,-4.60134
158,6,-4.61901
160,6,-4.6353
162,6,-4.65022
164,6,-4.66373
166,6,-4.67585
168,6,-4.68655
170,6,-4.69583
172,6,-4.70368
174,6,-4.7101
176,6,-4.71507
178,6,-4.7186
180,6,-4.72068
-180,8,-5.15129
-178,8,-5.15216
-176,8,-5.15119
-174,8,-5.14838
-172,8,-5.14372
-170,8,-5.13723
-168,8,-5.1289
-166,8,-5.11873
-164,8,-5.10673
-162,8,-5.09291
-160,8,-5.07727
-158,8,-5.05982
-156,8,-5.04057
-154,8,-5.01953
-152,8,-4.99671
-150,8,-4.97213
-148,8,-4.94579
-146,8,-4.91771
-144,8,-4.88791
-142,8,-4.8564
-140,8,-4.8232
-138,8,-4.78834
-136,8,-4.75183
-134,8,-4.7137
-132,8,-4.67397
-130,8,-4.63267
-128,8,-4.58982
-126,8,-4.54546
-124,8,-4.49961
-122,8,-4.45231
-120,8,-4.4036
-118,8,-4.3535
-116,8,-4.30208
-114,8,-4.24936
-112,8,-4.19539
-110,8,-4.14022
-108,8,-4.0839
-106,8,-4.02648
-104,8,-3.96802
-102,8,-3.90858
-100,8,-3.84822
-98,8,-3.787
-96,8,-3.725
-94,8,-3.66227
-92,8,-3.5989
-90,8,-3.53496
-88,8,-3.47053
-86,8,-3.40569
-84,8,-3.34051
-82,8,-3.2751
-80,8,-3.20952
-78,8,-3.14388
-76,8,-3.07826
-74,8,-3.01275
-72,8,-2.94746
-70,8,-2.88246
-68,8,-2.81787
-66,8,-2.75376
-64,8,-2.69025
-62,8,-2.62743
-60,8,-2.56539
-58,8,-2.50423
-56,8,-2.44404
-54,8,-2.38493
-52,8,-2.32698
-50,8,-2.27028
-48,8,-2.21494
-46,8,-2.16103
-44,8,-2.10864
-42,8,-2.05787
-40,8,-2.00879
-38,8,-1.96148
-36,8,-1.91601
-34,8,-1.87248
-32,8,-1.83094
-30,8,-1.79146
-28,8,-1.75412
-26,8,-1.71896
-24,8,-1.68605
-22,8,-1.65545
-20,8,-1.6272
-18,8,-1.60135
-16,8,-1.57794
-14,8,-1.55701
-12,8,-1.5386
-10,8,-1.52273
-8,8,-1.50943
-6,8,-1.49872
-4,8,-1.49061
-2,8,-1.48513
0,8,-1.48227
2,8,-1.48205
4,8,-1.48445
6,8,-1.48948
8,8,-1.49712
10,8,-1.50737
12,8,-1.52019
14,8,-1.53558
16,8,-1.5535
18,8,-1.57391
20,8,-1.5968
22,8,-1.62211
24,8,-1.6498
26,8,-1.67982
28,8,-1.71213
30,8,-1.74667
32,8,-1.78337
34,8,-1.82219
36,8,-1.86304
38,8,-1.90587
40,8,-1.9506
42,8,-1.99716
44,8,-2.04547
46,8,-2.09545
48,8,-2.14702
50,8,-2.20009
52,8,-2.25459
54,8,-2.31041
56,8,-2.36747
58,8,-2.42569
60,8,-2.48496
62,8,-2.5452
64,8,-2.60631
66,8,-2.66821
68,8,-2.73079
70,8,-2.79396
72,8,-2.85763
74,8,-2.92171
76,8,-2.9861
78,8,-3.05072
80,8,-3.11547
82,8,-3.18027
84,8,-3.24502
86,8,-3.30965
88,8,-3.37406
90,8,-3.43819
92,8,-3.50194
94,8,-3.56525
96,8,-3.62803
98,8,-3.69022
100,8,-3.75174
102,8,-3.81254
104,8,-3.87253
106,8,-3.93167
108,8,-3.9899
110,8,-4.04715
112,8,-4.10337
114,8,-4.15852
116,8,-4.21254
118,8,-4.26538
120,8,-4.31701
122,8,-4.36737
124,8,-4.41643
126,8,-4.46416
128,8,-4.51051
130,8,-4.55546
132,8,-4.59896
134,8,-4.64099
136,8,-4.68152
138,8,-4.72053
140,8,-4.75798
142,8,-4.79386
144,8,-4.82813
146,8,-4.86078
148,8,-4.89178
150,8,-4.92112
152,8,-4.94878
154,8,-4.97474
156,8,-4.99898
158,8,-5.02149
160,8,-5.04225
162,8,-5.06125
164,8,-5.07848
166,8,-5.09392
168,8,-5.10757
170,8,-5.11941
172,8,-5.12944
174,8,-5.13764
176,8,-5.14402
178,8,-5.14857
180,8,-5.15129
-180,10,-5.57355
-178,10,-5.57466
-176,10,-5.57358
-174,10,-5.57029
-172,10,-5.5648
-170,10,-5.55711
-168,10,-5.54723
-166,10,-5.53515
-164,10,-5.52089
-162,10,-5.50444
-160,10,-5.48582
-158,10,-5.46504
-156,10,-5.4421
-154,10,-5.41701
-152,10,-5.38979
-150,10,-5.36045
-148,10,-5.329
-146,10,-5.29546
-144,10,-5.25983
-142,10,-5.22214
-140,10,-5.1824
-138,10,-5.14063
-136,10,-5.09685
-134,10,-5.05107
-132,10,-5.00333
-130,10,-4.95365
-128,10,-4.90204
-126,10,-4.84854
-124,10,-4.79317
-122,10,-4.73597
-120,10,-4.67697
-118,10,-4.61621
-116,10,-4.55372
-114,10,-4.48955
-112,10,-4.42375
-110,10,-4.35637
-108,10,-4.28746
-106,10,-4.21707
-104,10,-4.14528
-102,10,-4.07214
-100,10,-3.99774
-98,10,-3.92213
-96,10,-3.84541
-94,10,-3.76765
-92,10,-3.68895
-90,10,-3.6094
-88,10,-3.52909
-86,10,-3.44813
-84,10,-3.36662
-82,10,-3.28467
-80,10,-3.20239
-78,10,-3.1199
-76,10,-3.03732
-74,10,-2.95477
-72,10,-2.87236
-70,10,-2.79024
-68,10,-2.70851
-66,10,-2.62732
-64,10,-2.54679
-62,10,-2.46705
-60,10,-2.38823
-58,10,-2.31046
-56,10,-2.23386
-54,10,-2.15857
-52,10,-2.08471
-50,10,-2.0124
-48,10,-1.94177
-46,10,-1.87294
-44,10,-1.80602
-42,10,-1.74113
-40,10,-1.67838
-38,10,-1.61788
-36,10,-1.55972
-34,10,-1.50402
-32,10,-1.45086
-30,10,-1.40034
-28,10,-1.35253
-26,10,-1.30754
-24,10,-1.26542
-22,10,-1.22626
-20,10,-1.19011
-18,10,-1.15705
-16,10,-1.12712
-14,10,-1.10037
-12,10,-1.07686
-10,10,-1.05661
-8,10,-1.03967
-6,10,-1.02605
-4,10,-1.01579
-2,10,-1.0089
0,10,-1.00538
2,10,-1.00524
4,10,-1.00848
6,10,-1.0151
8,10,-1.02507
10,10,-1.03839
12,10,-1.05502
14,10,-1.07493
16,10,-1.0981
18,10,-1.12447
20,10,-1.15399
22,10,-1.18663
24,10,-1.22231
26,10,-1.26098
28,10,-1.30256
30,10,-1.34699
32,10,-1.39418
34,10,-1.44405
36,10,-1.49652
38,10,-1.55149
40,10,-1.60887
42,10,-1.66855
44,10,-1.73043
46,10,-1.79441
48,10,-1.86038
50,10,-1.92822
52,10,-1.99781
54,10,-2.06905
56,10,-2.1418
58,10,-2.21595
60,10,-2.29137
62,10,-2.36794
64,10,-2.44554
66,10,-2.52403
68,10,-2.6033
70,10,-2.68321
72,10,-2.76365
74,10,-2.84449
76,10,-2.92562
78,10,-3.0069
80,10,-3.08822
82,10,-3.16947
84,10,-3.25053
86,10,-3.3313
88,10,-3.41167
90,10,-3.49153
92,10,-3.57078
94,10,-3.64934
96,10,-3.7271
98,10,-3.80399
100,10,-3.87991
102,10,-3.95479
104,10,-4.02856
106,10,-4.10114
108,10,-4.17246
110,10,-4.24247
112,10,-4.3111
114,10,-4.3783
116,10,-4.44401
118,10,-4.5082
120,10,-4.57081
122,10,-4.6318
124,10,-4.69114
126,10,-4.74878
128,10,-4.80469
130,10,-4.85885
132,10,-4.91121
134,10,-4.96176
136,10,-5.01046
138,10,-5.05729
140,10,-5.10222
142,10,-5.14524
144,10,-5.18632
146,10,-5.22543
148,10,-5.26256
150,10,-5.29769
152,10,-5.33081
154,10,-5.36188
156,10,-5.39089
158,10,-5.41784
160,10,-5.44269
162,10,-5.46545
164,10,-5.48608
166,10,-5.50458
168,10,-5.52094
170,10,-5.53515
172,10,-5.54719
174,10,-5.55706
176,10,-5.56475
178,10,-5.57025
180,10,-5.57355
-180,12,-5.98945
-178,12,-5.99078
-176,12,-5.98957
-174,12,-5.98581
-172,12,-5.97951
-170,12,-5.97067
-168,12,-5.9593
-166,12,-5.94539
-164,12,-5.92897
-162,12,-5.91003
-160,12,-5.88859
-158,12,-5.86466
-156,12,-5.83825
-154,12,-5.80937
-152,12,-5.77804
-150,12,-5.74427
-148,12,-5.70808
-146,12,-5.66947
-144,12,-5.62846
-142,12,-5.58507
-140,12,-5.53931
-138,12,-5.4912
-136,12,-5.44075
-134,12,-5.38797
-132,12,-5.33289
-130,12,-5.27552
-128,12,-5.21588
-126,12,-5.15398
-124,12,-5.08985
-122,12,-5.02352
-120,12,-4.95501
-118,12,-4.88435
-116,12,-4.81158
-114,12,-4.73672
-112,12,-4.65983
-110,12,-4.58095
-108,12,-4.50013
-106,12,-4.41743
-104,12,-4.33291
-102,12,-4.24664
-100,12,-4.1587
-98,12,-4.06918
-96,12,-3.97815
-94,12,-3.88571
-92,12,-3.79198
-90,12,-3.69705
-88,12,-3.60104
-86,12,-3.50409
-84,12,-3.4063
-82,12,-3.30783
-80,12,-3.2088
-78,12,-3.10936
-76,12,-3.00967
-74,12,-2.90987
-72,12,-2.81012
-70,12,-2.71058
-68,12,-2.61142
-66,12,-2.5128
-64,12,-2.41488
-62,12,-2.31782
-60,12,-2.22181
-58,12,-2.127
-56,12,-2.03355
-54,12,-1.94163
-52,12,-1.85141
-50,12,-1.76304
-48,12,-1.67668
-46,12,-1.59249
-44,12,-1.5106
-42,12,-1.43117
-40,12,-1.35435
-38,12,-1.28026
-36,12,-1.20903
-34,12,-1.1408
-32,12,-1.07568
-30,12,-1.01379
-28,12,-0.955235
-26,12,-0.900121
-24,12,-0.848541
-22,12,-0.800587
-20,12,-0.75634
-18,12,-0.715876
-16,12,-0.679266
-14,12,-0.646571
-12,12,-0.617846
-10,12,-0.59314
-8,12,-0.572493
-6,12,-0.55594
-4,12,-0.543507
-2,12,-0.535213
0,12,-0.53107
2,12,-0.531084
4,12,-0.535251
6,12,-0.543562
8,12,-0.556001
10,12,-0.572542
12,12,-0.593155
14,12,-0.617801
16,12,-0.646434
18,12,-0.679003
20,12,-0.715446
22,12,-0.755699
24,12,-0.799687
26,12,-0.847332
28,12,-0.898546
30,12,-0.953236
32,12,-1.01131
34,12,-1.07265
36,12,-1.13715
38,12,-1.2047
40,12,-1.27517
42,12,-1.34844
44,12,-1.42437
46,12,-1.50283
48,12,-1.58368
50,12,-1.66677
52,12,-1.75195
54,12,-1.83908
56,12,-1.92799
58,12,-2.01854
60,12,-2.11055
62,12,-2.20388
64,12,-2.29837
66,12,-2.39384
68,12,-2.49015
70,12,-2.58712
72,12,-2.68461
74,12,-2.78245
76,12,-2.88049
78,12,-2.97858
80,12,-3.07657
82,12,-3.17431
84,12,-3.27167
86,12,-3.3685
88,12,-3.46468
90,12,-3.56009
92,12,-3.65459
94,12,-3.74808
96,12,-3.84045
98,12,-3.93161
100,12,-4.02144
102,12,-4.10987
104,12,-4.19681
106,12,-4.2822
108,12,-4.36594
110,12,-4.44799
112,12,-4.52829
114,12,-4.60677
116,12,-4.6834
118,12,-4.75812
120,12,-4.83091
122,12,-4.90171
124,12,-4.97051
126,12,-5.03726
128,12,-5.10195
130,12,-5.16454
132,12,-5.22502
134,12,-5.28336
136,12,-5.33954
138,12,-5.39354
140,12,-5.44534
142,12,-5.49491
144,12,-5.54225
146,12,-5.58733
148,12,-5.63012
150,12,-5.67062
152,12,-5.7088
154,12,-5.74464
156,12,-5.77812
158,12,-5.80922
160,12,-5.83792
162,12,-5.86421
164,12,-5.88807
166,12,-5.90947
168,12,-5.9284
170,12,-5.94486
172,12,-5.95881
174,12,-5.97026
176,12,-5.97919
178,12,-5.98559
180,12,-5.98945
-180,14,-6.40193
-178,14,-6.40344
-176,14,-6.40206
-174,14,-6.39778
-172,14,-6.39062
-170,14,-6.38057
-168,14,-6.36766
-166,14,-6.35188
-164,14,-6.33325
-162,14,-6.31179
-160,14,-6.28752
-158,14,-6.26045
-156,14,-6.2306
-154,14,-6.198
-152,14,-6.16266
-150,14,-6.1246
-148,14,-6.08383
-146,14,-6.04039
-144,14,-5.99428
-142,14,-5.94551
-140,14,-5.89411
-138,14,-5.84008
-136,14,-5.78343
-134,14,-5.72417
-132,14,-5.66232
-130,14,-5.59788
-128,14,-5.53085
-126,14,-5.46125
-124,14,-5.38909
-122,14,-5.31437
-120,14,-5.23711
-118,14,-5.15732
-116,14,-5.07503
-114,14,-4.99026
-112,14,-4.90305
-110,14,-4.81341
-108,14,-4.72141
-106,14,-4.62708
-104,14,-4.5305
-102,14,-4.43171
-100,14,-4.33081
-98,14,-4.22787
-96,14,-4.123
-94,14,-4.01629
-92,14,-3.90786
-90,14,-3.79783
-88,14,-3.68635
-86,14,-3.57355
-84,14,-3.45959
-82,14,-3.34462
-80,14,-3.22883
-78,14,-3.11237
-76,14,-2.99544
-74,14,-2.87823
-72,14,-2.76093
-70,14,-2.64373
-68,14,-2.52685
-66,14,-2.41048
-64,14,-2.29484
-62,14,-2.18012
-60,14,-2.06654
-58,14,-1.9543
