Phi[deg],Theta[deg],dB(DirTotal)
-74,2,0.238487
-72,2,0.25109
-70,2,0.263546
-68,2,0.275841
-66,2,0.287958
-64,2,0.299884
-62,2,0.311603
-60,2,0.323102
-58,2,0.334365
-56,2,0.345379
-54,2,0.356131
-52,2,0.366606
-50,2,0.376793
-48,2,0.386678
-46,2,0.396249
-44,2,0.405494
-42,2,0.414403
-40,2,0.422963
-38,2,0.431164
-36,2,0.438996
-34,2,0.44645
-32,2,0.453516
-30,2,0.460184
-28,2,0.466448
-26,2,0.472299
-24,2,0.47773
-22,2,0.482733
-20,2,0.487304
-18,2,0.491435
-16,2,0.495123
-14,2,0.498362
-12,2,0.501148
-10,2,0.503478
-8,2,0.505349
-6,2,0.506759
-4,2,0.507705
-2,2,0.508187
0,2,0.508204
2,2,0.507756
4,2,0.506844
6,2,0.505469
8,2,0.503632
10,2,0.501335
12,2,0.498583
14,2,0.495377
16,2,0.491723
18,2,0.487624
20,2,0.483086
22,2,0.478114
24,2,0.472715
26,2,0.466895
28,2,0.460662
30,2,0.454023
32,2,0.446987
34,2,0.439563
36,2,0.431759
38,2,0.423585
40,2,0.415052
42,2,0.406171
44,2,0.396951
46,2,0.387406
48,2,0.377545
50,2,0.367383
52,2,0.356931
54,2,0.346202
56,2,0.33521
58,2,0.323968
60,2,0.312491
62,2,0.300791
64,2,0.288885
66,2,0.276786
68,2,0.264509
70,2,0.252069
72,2,0.239483
74,2,0.226764
76,2,0.21393
78,2,0.200995
80,2,0.187975
82,2,0.174887
84,2,0.161747
86,2,0.14857
88,2,0.135372
90,2,0.12217
92,2,0.10898
94,2,0.0958172
96,2,0.0826984
98,2,0.0696394
100,2,0.0566559
102,2,0.0437636
104,2,0.0309783
106,2,0.0183153
108,2,0.00578992
110,2,-0.00658268
112,2,-0.0187876
114,2,-0.0308102
116,2,-0.0426359
118,2,-0.0542506
120,2,-0.0656402
122,2,-0.0767912
124,2,-0.0876902
126,2,-0.0983241
128,2,-0.10868
130,2,-0.118746
132,2,-0.12851
134,2,-0.137959
136,2,-0.147084
138,2,-0.155873
140,2,-0.164315
142,2,-0.1724
144,2,-0.180119
146,2,-0.187463
148,2,-0.194423
150,2,-0.200991
152,2,-0.207158
154,2,-0.212918
156,2,-0.218263
158,2,-0.223188
160,2,-0.227686
162,2,-0.231753
164,2,-0.235382
166,2,-0.238571
168,2,-0.241315
170,2,-0.243611
172,2,-0.245455
174,2,-0.246847
176,2,-0.247784
178,2,-0.248266
180,2,-0.248291
-180,4,-0.641884
-178,4,-0.641054
-176,4,-0.639322
-174,4,-0.636691
-172,4,-0.633163
-170,4,-0.628742
-168,4,-0.623433
-166,4,-0.617241
-164,4,-0.610175
-162,4,-0.602241
-160,4,-0.593449
-158,4,-0.583808
-156,4,-0.57333
-154,4,-0.562025
-152,4,-0.549908
-150,4,-0.536992
-148,4,-0.523292
-146,4,-0.508824
-144,4,-0.493603
-142,4,-0.477648
-140,4,-0.460978
-138,4,-0.443611
-136,4,-0.425568
-134,4,-0.40687
-132,4,-0.387538
-130,4,-0.367597
-128,4,-0.347068
-126,4,-0.325976
-124,4,-0.304347
-122,4,-0.282205
-120,4,-0.259578
-118,4,-0.236491
-116,4,-0.212973
-114,4,-0.189052
-112,4,-0.164757
-110,4,-0.140115
-108,4,-0.115158
-106,4,-0.089916
-104,4,-0.0644183
-102,4,-0.0386963
-100,4,-0.0127812
-98,4,0.0132956
-96,4,0.0395022
-94,4,0.0658069
-92,4,0.0921774
-90,4,0.118582
-88,4,0.144987
-86,4,0.171361
-84,4,0.197672
-82,4,0.223888
-80,4,0.249975
-78,4,0.275902
-76,4,0.301636
-74,4,0.327147
-72,4,0.352402
-70,4,0.37737
-68,4,0.402021
-66,4,0.426323
-64,4,0.450246
-62,4,0.473761
-60,4,0.496837
-58,4,0.519448
-56,4,0.541563
-54,4,0.563156
-52,4,0.5842
-50,4,0.604667
-48,4,0.624533
-46,4,0.643773
-44,4,0.662361
-42,4,0.680276
-40,4,0.697493
-38,4,0.713992
-36,4,0.729752
-34,4,0.744753
-32,4,0.758975
-30,4,0.772401
-28,4,0.785014
-26,4,0.796797
-24,4,0.807736
-22,4,0.817817
-20,4,0.827027
-18,4,0.835354
-16,4,0.842787
-14,4,0.849318
-12,4,0.854937
-10,4,0.859637
-8,4,0.863413
-6,4,0.86626
-4,4,0.868173
-2,4,0.869151
0,4,0.869191
2,4,0.868295
4,4,0.866462
6,4,0.863696
8,4,0.86
10,4,0.855379
12,4,0.849837
14,4,0.843383
16,4,0.836025
18,4,0.827772
20,4,0.818634
22,4,0.808623
24,4,0.797753
26,4,0.786036
28,4,0.773487
30,4,0.760124
32,4,0.745962
34,4,0.73102
36,4,0.715316
38,4,0.698872
40,4,0.681706
42,4,0.663843
44,4,0.645303
46,4,0.626111
48,4,0.606291
50,4,0.585867
52,4,0.564867
54,4,0.543316
56,4,0.521241
58,4,0.49867
60,4,0.475632
62,4,0.452155
64,4,0.42827
66,4,0.404005
68,4,0.379391
70,4,0.354459
72,4,0.32924
74,4,0.303765
76,4,0.278065
78,4,0.252173
80,4,0.226121
82,4,0.19994
84,4,0.173663
86,4,0.147323
88,4,0.12095
90,4,0.094578
92,4,0.0682388
94,4,0.0419643
96,4,0.0157864
98,4,-0.010263
100,4,-0.0361526
102,4,-0.0618512
104,4,-0.0873277
106,4,-0.112552
108,4,-0.137493
110,4,-0.162122
112,4,-0.186408
114,4,-0.210324
116,4,-0.233841
118,4,-0.25693
120,4,-0.279565
122,4,-0.30172
124,4,-0.323367
126,4,-0.344481
128,4,-0.365038
130,4,-0.385014
132,4,-0.404386
134,4,-0.42313
136,4,-0.441225
138,4,-0.45865
140,4,-0.475385
142,4,-0.491411
144,4,-0.506708
146,4,-0.52126
148,4,-0.535049
150,4,-0.548059
152,4,-0.560277
154,4,-0.571687
156,4,-0.582276
158,4,-0.592032
160,4,-0.600945
162,4,-0.609003
164,4,-0.616198
166,4,-0.622521
168,4,-0.627965
170,4,-0.632524
172,4,-0.636191
174,4,-0.638964
176,4,-0.640838
178,4,-0.641812
180,4,-0.641884
-180,6,-1.04388
-178,6,-1.0427
-176,6,-1.04019
-174,6,-1.03635
-172,6,-1.03118
-170,6,-1.02469
-168,6,-1.01689
-166,6,-1.00777
-164,6,-0.997364
-162,6,-0.985668
-160,6,-0.972696
-158,6,-0.958464
-156,6,-0.942986
-154,6,-0.926279
-152,6,-0.90836
-150,6,-0.889249
-148,6,-0.868967
-146,6,-0.847537
-144,6,-0.824981
-142,6,-0.801326
-140,6,-0.776597
-138,6,-0.750822
-136,6,-0.724031
-134,6,-0.696254
-132,6,-0.667523
-130,6,-0.637871
-128,6,-0.607332
-126,6,-0.575942
-124,6,-0.543737
-122,6,-0.510755
-120,6,-0.477034
-118,6,-0.442616
-116,6,-0.40754
-114,6,-0.371848
-112,6,-0.335583
-110,6,-0.298788
-108,6,-0.261508
-106,6,-0.223787
-104,6,-0.185672
-102,6,-0.147207
-100,6,-0.108441
-98,6,-0.0694196
-96,6,-0.0301912
-94,6,0.00919645
-92,6,0.048695
-90,6,0.0882561
-88,6,0.127831
-86,6,0.167371
-84,6,0.206827
-82,6,0.24615
-80,6,0.285293
-78,6,0.324205
-76,6,0.36284
-74,6,0.401148
-72,6,0.439082
-70,6,0.476595
-68,6,0.513639
-66,6,0.550169
-64,6,0.586139
-62,6,0.621503
-60,6,0.656217
-58,6,0.690237
-56,6,0.723521
-54,6,0.756026
-52,6,0.787711
-50,6,0.818536
-48,6,0.848462
-46,6,0.877451
-44,6,0.905465
-42,6,0.93247
-40,6,0.95843
-38,6,0.983313
-36,6,1.00709
-34,6,1.02972
-32,6,1.05118
-30,6,1.07145
-28,6,1.09049
-26,6,1.10829
-24,6,1.12481
-22,6,1.14004
-20,6,1.15396
-18,6,1.16655
-16,6,1.1778
-14,6,1.18768
-12,6,1.19618
-10,6,1.2033
-8,6,1.20902
-6,6,1.21335
-4,6,1.21626
-2,6,1.21776
0,6,1.21784
2,6,1.21651
4,6,1.21376
6,6,1.2096
8,6,1.20404
10,6,1.19708
12,6,1.18873
14,6,1.179
16,6,1.1679
18,6,1.15545
20,6,1.14167
22,6,1.12657
24,6,1.11017
26,6,1.09249
28,6,1.07356
30,6,1.0534
32,6,1.03204
34,6,1.0095
36,6,0.985811
38,6,0.96101
40,6,0.935125
42,6,0.908192
44,6,0.880243
46,6,0.851316
48,6,0.821448
50,6,0.790677
52,6,0.759043
54,6,0.726587
56,6,0.693351
58,6,0.659377
60,6,0.624708
62,6,0.58939
64,6,0.553466
66,6,0.516983
68,6,0.479987
70,6,0.442524
72,6,0.404642
74,6,0.366389
76,6,0.327812
78,6,0.288959
80,6,0.24988
82,6,0.210623
84,6,0.171236
86,6,0.131768
88,6,0.092267
90,6,0.0527822
92,6,0.0133617
94,6,-0.0259467
96,6,-0.0650952
98,6,-0.104036
100,6,-0.142723
102,6,-0.18111
104,6,-0.21915
106,6,-0.256798
108,6,-0.294009
110,6,-0.33074
112,6,-0.366947
114,6,-0.402588
116,6,-0.43762
118,6,-0.472004
120,6,-0.505699
122,6,-0.538665
124,6,-0.570867
126,6,-0.602265
128,6,-0.632824
130,6,-0.66251
132,6,-0.691289
134,6,-0.719128
136,6,-0.745996
138,6,-0.771862
140,6,-0.796698
142,6,-0.820476
144,6,-0.843169
146,6,-0.864752
148,6,-0.885202
150,6,-0.904495
152,6,-0.922611
154,6,-0.939529
156,6,-0.955231
158,6,-0.969699
160,6,-0.982919
162,6,-0.994874
164,6,-1.00555
166,6,-1.01494
168,6,-1.02303
170,6,-1.02981
172,6,-1.03528
174,6,-1.03942
176,6,-1.04224
178,6,-1.04373
180,6,-1.04388
-180,8,-1.45242
-178,8,-1.45095
-176,8,-1.44775
-174,8,-1.4428
-172,8,-1.43612
-170,8,-1.4277
-168,8,-1.41756
-166,8,-1.4057
-164,8,-1.39214
-162,8,-1.37688
-160,8,-1.35995
-158,8,-1.34135
-156,8,-1.32111
-154,8,-1.29925
-152,8,-1.27578
-150,8,-1.25073
-148,8,-1.22413
-146,8,-1.196
-144,8,-1.16638
-142,8,-1.13528
-140,8,-1.10276
-138,8,-1.06884
-136,8,-1.03356
-134,8,-0.996953
-132,8,-0.959068
-130,8,-0.919945
-128,8,-0.879628
-126,8,-0.838164
-124,8,-0.795599
-122,8,-0.751984
-120,8,-0.70737
-118,8,-0.661808
-116,8,-0.615353
-114,8,-0.56806
-112,8,-0.519986
-110,8,-0.471188
-108,8,-0.421725
-106,8,-0.371657
-104,8,-0.321045
-102,8,-0.26995
-100,8,-0.218434
-98,8,-0.166562
-96,8,-0.114396
-94,8,-0.0620012
-92,8,-0.00944143
-90,8,0.043218
-88,8,0.0959119
-86,8,0.148575
-84,8,0.201142
-82,8,0.253547
-80,8,0.305725
-78,8,0.357611
-76,8,0.40914
-74,8,0.460247
-72,8,0.510869
-70,8,0.560941
-68,8,0.610402
-66,8,0.659187
-64,8,0.707236
-62,8,0.754488
-60,8,0.800883
-58,8,0.846363
-56,8,0.890868
-54,8,0.934343
-52,8,0.976732
-50,8,1.01798
-48,8,1.05804
-46,8,1.09685
-44,8,1.13436
-42,8,1.17054
-40,8,1.20532
-38,8,1.23867
-36,8,1.27053
-34,8,1.30088
-32,8,1.32967
-30,8,1.35686
-28,8,1.38242
-26,8,1.40631
-24,8,1.4285
-22,8,1.44896
-20,8,1.46766
-18,8,1.48459
-16,8,1.49971
-14,8,1.513
-12,8,1.52446
-10,8,1.53405
-8,8,1.54178
-6,8,1.54762
-4,8,1.55157
-2,8,1.55363
0,8,1.55378
2,8,1.55204
4,8,1.54839
6,8,1.54285
8,8,1.53543
10,8,1.52612
12,8,1.51495
14,8,1.50193
16,8,1.48707
18,8,1.4704
20,8,1.45193
22,8,1.4317
24,8,1.40972
26,8,1.38603
28,8,1.36065
30,8,1.33363
32,8,1.30499
34,8,1.27478
36,8,1.24304
38,8,1.2098
40,8,1.17512
42,8,1.13903
44,8,1.10159
46,8,1.06285
48,8,1.02285
50,8,0.981649
52,8,0.939303
54,8,0.895867
56,8,0.851397
58,8,0.805952
60,8,0.75959
62,8,0.712373
64,8,0.664362
66,8,0.615618
68,8,0.566205
70,8,0.516186
72,8,0.465625
74,8,0.414586
76,8,0.363135
78,8,0.311336
80,8,0.259255
82,8,0.206957
84,8,0.154507
86,8,0.101971
88,8,0.0494132
90,8,-0.00310133
92,8,-0.0555082
94,8,-0.107744
96,8,-0.159744
98,8,-0.211447
100,8,-0.262789
102,8,-0.31371
104,8,-0.36415
106,8,-0.414047
108,8,-0.463344
110,8,-0.511983
112,8,-0.559907
114,8,-0.607061
116,8,-0.653389
118,8,-0.69884
120,8,-0.74336
122,8,-0.786901
124,8,-0.829411
126,8,-0.870845
128,8,-0.911156
130,8,-0.950298
132,8,-0.98823
134,8,-1.02491
136,8,-1.0603
138,8,-1.09435
140,8,-1.12704
142,8,-1.15833
144,8,-1.18818
146,8,-1.21656
148,8,-1.24345
150,8,-1.26881
152,8,-1.29262
154,8,-1.31486
156,8,-1.33549
158,8,-1.35451
160,8,-1.37189
162,8,-1.38761
164,8,-1.40166
166,8,-1.41402
168,8,-1.42468
170,8,-1.43362
172,8,-1.44085
174,8,-1.44635
176,8,-1.45011
178,8,-1.45214
180,8,-1.45242
-180,10,-1.86517
-178,10,-1.8635
-176,10,-1.85971
-174,10,-1.85379
-172,10,-1.84575
-170,10,-1.83559
-168,10,-1.82332
-166,10,-1.80895
-164,10,-1.79249
-162,10,-1.77395
-160,10,-1.75335
-158,10,-1.73069
-156,10,-1.70601
-154,10,-1.67932
-152,10,-1.65064
-150,10,-1.62
-148,10,-1.58742
-146,10,-1.55295
-144,10,-1.5166
-142,10,-1.47842
-140,10,-1.43845
-138,10,-1.39672
-136,10,-1.35328
-134,10,-1.30817
-132,10,-1.26145
-130,10,-1.21317
-128,10,-1.16337
-126,10,-1.11211
-124,10,-1.05946
-122,10,-1.00547
-120,10,-0.950211
-118,10,-0.893741
-116,10,-0.836129
-114,10,-0.777445
-112,10,-0.717758
-110,10,-0.657142
-108,10,-0.595669
-106,10,-0.533414
-104,10,-0.470455
-102,10,-0.406868
-100,10,-0.342732
-98,10,-0.278126
-96,10,-0.21313
-94,10,-0.147826
-92,10,-0.0822927
-90,10,-0.0166136
-88,10,0.0491297
-86,10,0.114855
-84,10,0.18048
-82,10,0.245923
-80,10,0.311102
-78,10,0.375933
-76,10,0.440337
-74,10,0.504232
-72,10,0.567536
-70,10,0.630171
-68,10,0.692057
-66,10,0.753114
-64,10,0.813266
-62,10,0.872436
-60,10,0.930548
-58,10,0.987528
-56,10,1.0433
-54,10,1.0978
-52,10,1.15095
-50,10,1.20269
-48,10,1.25294
-46,10,1.30164
-44,10,1.34873
-42,10,1.39415
-40,10,1.43784
-38,10,1.47973
-36,10,1.51978
-34,10,1.55793
-32,10,1.59413
-30,10,1.62833
-28,10,1.66048
-26,10,1.69055
-24,10,1.71849
-22,10,1.74427
-20,10,1.76784
-18,10,1.78918
-16,10,1.80825
-14,10,1.82504
-12,10,1.83951
-10,10,1.85164
-8,10,1.86143
-6,10,1.86885
-4,10,1.87389
-2,10,1.87654
0,10,1.87681
2,10,1.87468
4,10,1.87017
6,10,1.86326
8,10,1.85399
10,10,1.84234
12,10,1.82835
14,10,1.81202
16,10,1.79338
18,10,1.77246
20,10,1.74928
22,10,1.72387
24,10,1.69627
26,10,1.66651
28,10,1.63463
30,10,1.60069
32,10,1.56471
34,10,1.52676
36,10,1.48688
38,10,1.44513
40,10,1.40157
42,10,1.35624
44,10,1.30923
46,10,1.26058
48,10,1.21037
50,10,1.15866
52,10,1.10553
54,10,1.05103
56,10,0.995261
58,10,0.938279
60,10,0.880167
62,10,0.820999
64,10,0.760856
66,10,0.699816
68,10,0.63796
70,10,0.575368
72,10,0.512122
74,10,0.448304
76,10,0.383996
78,10,0.31928
80,10,0.254239
82,10,0.188955
84,10,0.123511
86,10,0.0579884
88,10,-0.00753112
90,10,-0.0729664
92,10,-0.138237
94,10,-0.203263
96,10,-0.267966
98,10,-0.332266
100,10,-0.396088
102,10,-0.459355
104,10,-0.521992
106,10,-0.583926
108,10,-0.645083
110,10,-0.705393
112,10,-0.764786
114,10,-0.823194
116,10,-0.880551
118,10,-0.936791
120,10,-0.991852
122,10,-1.04567
124,10,-1.09819
126,10,-1.14936
128,10,-1.19911
130,10,-1.24739
132,10,-1.29416
134,10,-1.33935
136,10,-1.38294
138,10,-1.42486
140,10,-1.46508
142,10,-1.50356
144,10,-1.54026
146,10,-1.57514
148,10,-1.60817
150,10,-1.63932
152,10,-1.66855
154,10,-1.69584
156,10,-1.72117
158,10,-1.74451
160,10,-1.76584
162,10,-1.78513
164,10,-1.80238
166,10,-1.81757
168,10,-1.83068
170,10,-1.8417
172,10,-1.85062
174,10,-1.85743
176,10,-1.86213
178,10,-1.86471
180,10,-1.86517
-180,12,-2.27933
-178,12,-2.27754
-176,12,-2.27328
-174,12,-2.26655
-172,12,-2.25735
-170,12,-2.24569
-168,12,-2.23156
-166,12,-2.21499
-164,12,-2.19596
-162,12,-2.1745
-160,12,-2.1506
-158,12,-2.1243
-156,12,-2.0956
-154,12,-2.06451
-152,12,-2.03107
-150,12,-1.99529
-148,12,-1.95721
-146,12,-1.91685
-144,12,-1.87424
-142,12,-1.82943
-140,12,-1.78246
-138,12,-1.73336
-136,12,-1.68219
-134,12,-1.629
-132,12,-1.57385
-130,12,-1.51678
-128,12,-1.45788
-126,12,-1.39719
-124,12,-1.33479
-122,12,-1.27075
-120,12,-1.20514
-118,12,-1.13805
-116,12,-1.06955
-114,12,-0.999733
-112,12,-0.928673
-110,12,-0.856462
-108,12,-0.783188
-106,12,-0.708942
-104,12,-0.633817
-102,12,-0.557906
-100,12,-0.481305
-98,12,-0.404108
-96,12,-0.326414
-94,12,-0.248319
-92,12,-0.169922
-90,12,-0.091322
-88,12,-0.0126174
-86,12,0.0660924
-84,12,0.144708
-82,12,0.22313
-80,12,0.30126
-78,12,0.378998
-76,12,0.456246
-74,12,0.532906
-72,12,0.608881
-70,12,0.684073
-68,12,0.758388
-66,12,0.83173
-64,12,0.904004
-62,12,0.975119
-60,12,1.04498
-58,12,1.1135
-56,12,1.1806
-54,12,1.24617
-52,12,1.31014
-50,12,1.37243
-48,12,1.43294
-46,12,1.49161
-44,12,1.54836
-42,12,1.6031
-40,12,1.65577
-38,12,1.7063
-36,12,1.75462
-34,12,1.80066
-32,12,1.84436
-30,12,1.88566
-28,12,1.92451
-26,12,1.96085
-24,12,1.99464
-22,12,2.02581
-20,12,2.05434
-18,12,2.08018
-16,12,2.10329
-14,12,2.12364
-12,12,2.14121
-10,12,2.15595
-8,12,2.16787
-6,12,2.17692
-4,12,2.18311
-2,12,2.18641
0,12,2.18683
2,12,2.18436
4,12,2.179
6,12,2.17076
8,12,2.15964
10,12,2.14566
12,12,2.12885
14,12,2.10921
16,12,2.08677
18,12,2.06158
20,12,2.03365
22,12,2.00303
24,12,1.96976
26,12,1.93388
28,12,1.89545
30,12,1.85451
32,12,1.81113
34,12,1.76536
36,12,1.71727
38,12,1.66692
40,12,1.61439
42,12,1.55975
44,12,1.50307
46,12,1.44443
48,12,1.38392
50,12,1.32162
52,12,1.25761
54,12,1.19199
56,12,1.12484
58,12,1.05626
60,12,0.986333
62,12,0.915165
64,12,0.842848
66,12,0.76948
68,12,0.69516
70,12,0.619986
72,12,0.544058
74,12,0.467476
76,12,0.39034
78,12,0.312751
80,12,0.234808
82,12,0.156612
84,12,0.0782613
86,12,-0.000144021
88,12,-0.0785062
90,12,-0.156728
92,12,-0.234712
94,12,-0.312363
96,12,-0.389587
98,12,-0.46629
100,12,-0.54238
102,12,-0.617767
104,12,-0.692362
106,12,-0.766078
108,12,-0.838827
110,12,-0.910528
112,12,-0.981097
114,12,-1.05045
116,12,-1.11852
118,12,-1.18522
120,12,-1.25049
122,12,-1.31424
124,12,-1.37641
126,12,-1.43693
128,12,-1.49574
130,12,-1.55278
132,12,-1.60799
134,12,-1.66131
136,12,-1.71269
138,12,-1.76208
140,12,-1.80944
142,12,-1.8547
144,12,-1.89785
146,12,-1.93883
148,12,-1.97761
150,12,-2.01416
152,12,-2.04845
154,12,-2.08044
156,12,-2.11012
158,12,-2.13746
160,12,-2.16243
162,12,-2.18504
164,12,-2.20524
166,12,-2.22304
168,12,-2.23842
170,12,-2.25136
172,12,-2.26186
174,12,-2.26992
176,12,-2.27552
178,12,-2.27866
180,12,-2.27933
-180,14,-2.69158
-178,14,-2.68974
-176,14,-2.68515
-174,14,-2.6778
-172,14,-2.66769
-170,14,-2.65481
-168,14,-2.63918
-166,14,-2.62078
-164,14,-2.59961
-162,14,-2.57569
-160,14,-2.54901
-158,14,-2.51958
-156,14,-2.48741
-154,14,-2.45251
-152,14,-2.41489
-150,14,-2.37457
-148,14,-2.33157
-146,14,-2.28593
-144,14,-2.23766
-142,14,-2.18681
-140,14,-2.13341
-138,14,-2.07751
-136,14,-2.01915
-134,14,-1.95841
-132,14,-1.89532
-130,14,-1.82997
-128,14,-1.76241
-126,14,-1.69272
-124,14,-1.62099
-122,14,-1.54729
-120,14,-1.47172
-118,14,-1.39435
-116,14,-1.3153
-114,14,-1.23464
-112,14,-1.15249
-110,14,-1.06896
-108,14,-0.984128
-106,14,-0.898122
-104,14,-0.811046
-102,14,-0.723011
-100,14,-0.634128
-98,14,-0.544511
-96,14,-0.454275
-94,14,-0.363534
-92,14,-0.272404
-90,14,-0.181
-88,14,-0.0894402
-86,14,0.00215991
-84,14,0.0936836
-82,14,0.185014
-80,14,0.276036
-78,14,0.366632
-76,14,0.456687
-74,14,0.546086
-72,14,0.634714
-70,14,0.722458
-68,14,0.809205
-66,14,0.894844
-64,14,0.979263
-62,14,1.06235
-60,14,1.14401
-58,14,1.22412
-56,14,1.30258
-54,14,1.37929
-52,14,1.45415
-50,14,1.52706
-48,14,1.59792
-46,14,1.66664
-44,14,1.73312
-42,14,1.79728
-40,14,1.85903
-38,14,1.91829
-36,14,1.97497
-34,14,2.029
-32,14,2.0803
-30,14,2.12881
-28,14,2.17445
-26,14,2.21716
-24,14,2.25688
-22,14,2.29355
-20,14,2.32713
-18,14,2.35756
-16,14,2.38479
-14,14,2.40879
-12,14,2.42953
-10,14,2.44696
-8,14,2.46107
-6,14,2.47183
-4,14,2.47922
-2,14,2.48323
0,14,2.48384
2,14,2.48106
4,14,2.47489
6,14,2.46533
8,14,2.45239
10,14,2.43609
12,14,2.41645
14,14,2.39349
16,14,2.36725
18,14,2.33775
20,14,2.30505
22,14,2.26917
24,14,2.23018
26,14,2.18813
28,14,2.14308
30,14,2.09508
32,14,2.04422
34,14,1.99055
36,14,1.93416
38,14,1.87513
40,14,1.81355
42,14,1.74949
44,14,1.68305
46,14,1.61433
48,14,1.54343
50,14,1.47044
52,14,1.39548
54,14,1.31864
56,14,1.24004
58,14,1.15978
60,14,1.07799
62,14,0.994763
64,14,0.91023
66,14,0.824503
68,14,0.7377
70,14,0.649938
72,14,0.561337
74,14,0.472015
76,14,0.382091
78,14,0.291684
80,14,0.200912
82,14,0.109892
84,14,0.0187428
