Phi[deg],Theta[deg],rETotal[mV]
38,0,4599.91
40,0,4599.91
42,0,4599.91
44,0,4599.91
46,0,4599.91
48,0,4599.91
50,0,4599.91
52,0,4599.91
54,0,4599.91
56,0,4599.91
58,0,4599.91
60,0,4599.91
62,0,4599.91
64,0,4599.91
66,0,4599.91
68,0,4599.91
70,0,4599.91
72,0,4599.91
74,0,4599.91
76,0,4599.91
78,0,4599.91
80,0,4599.91
82,0,4599.91
84,0,4599.91
86,0,4599.91
88,0,4599.91
90,0,4599.91
92,0,4599.91
94,0,4599.91
96,0,4599.91
98,0,4599.91
100,0,4599.91
102,0,4599.91
104,0,4599.91
106,0,4599.91
108,0,4599.91
110,0,4599.91
112,0,4599.91
114,0,4599.91
116,0,4599.91
118,0,4599.91
120,0,4599.91
122,0,4599.91
124,0,4599.91
126,0,4599.91
128,0,4599.91
130,0,4599.91
132,0,4599.91
134,0,4599.91
136,0,4599.91
138,0,4599.91
140,0,4599.91
142,0,4599.91
144,0,4599.91
146,0,4599.91
148,0,4599.91
150,0,4599.91
152,0,4599.91
154,0,4599.91
156,0,4599.91
158,0,4599.91
160,0,4599.91
162,0,4599.91
164,0,4599.91
166,0,4599.91
168,0,4599.91
170,0,4599.91
172,0,4599.91
174,0,4599.91
176,0,4599.91
178,0,4599.91
180,0,4599.91
-180,2,4599.38
-178,2,4599.33
-176,2,4599.26
-174,2,4599.16
-172,2,4599.03
-170,2,4598.87
-168,2,4598.69
-166,2,4598.47
-164,2,4598.23
-162,2,4597.97
-160,2,4597.68
-158,2,4597.37
-156,2,4597.04
-154,2,4596.69
-152,2,4596.32
-150,2,4595.93
-148,2,4595.53
-146,2,4595.12
-144,2,4594.7
-142,2,4594.27
-140,2,4593.84
-138,2,4593.4
-136,2,4592.95
-134,2,4592.51
-132,2,4592.07
-130,2,4591.64
-128,2,4591.21
-126,2,4590.79
-124,2,4590.38
-122,2,4589.98
-120,2,4589.59
-118,2,4589.23
-116,2,4588.88
-114,2,4588.55
-112,2,4588.24
-110,2,4587.96
-108,2,4587.7
-106,2,4587.46
-104,2,4587.25
-102,2,4587.07
-100,2,4586.92
-98,2,4586.79
-96,2,4586.7
-94,2,4586.64
-92,2,4586.61
-90,2,4586.6
-88,2,4586.63
-86,2,4586.69
-84,2,4586.79
-82,2,4586.91
-80,2,4587.06
-78,2,4587.24
-76,2,4587.45
-74,2,4587.68
-72,2,4587.95
-70,2,4588.23
-68,2,4588.54
-66,2,4588.87
-64,2,4589.23
-62,2,4589.6
-60,2,4589.99
-58,2,4590.39
-56,2,4590.81
-54,2,4591.24
-52,2,4591.68
-50,2,4592.13
-48,2,4592.58
-46,2,4593.03
-44,2,4593.49
-42,2,4593.94
-40,2,4594.4
-38,2,4594.84
-36,2,4595.28
-34,2,4595.71
-32,2,4596.13
-30,2,4596.54
-28,2,4596.92
-26,2,4597.3
-24,2,4597.65
-22,2,4597.98
-20,2,4598.3
-18,2,4598.58
-16,2,4598.85
-14,2,4599.08
-12,2,4599.29
-10,2,4599.48
-8,2,4599.63
-6,2,4599.75
-4,2,4599.85
-2,2,4599.91
0,2,4599.94
2,2,4599.95
4,2,4599.92
6,2,4599.86
8,2,4599.77
10,2,4599.65
12,2,4599.51
14,2,4599.33
16,2,4599.13
18,2,4598.9
20,2,4598.65
22,2,4598.37
24,2,4598.08
26,2,4597.76
28,2,4597.42
30,2,4597.06
32,2,4596.69
34,2,4596.31
36,2,4595.91
38,2,4595.5
40,2,4595.09
42,2,4594.67
44,2,4594.25
46,2,4593.82
48,2,4593.4
50,2,4592.98
52,2,4592.56
54,2,4592.15
56,2,4591.75
58,2,4591.36
60,2,4590.98
62,2,4590.62
64,2,4590.27
66,2,4589.94
68,2,4589.63
70,2,4589.34
72,2,4589.08
74,2,4588.84
76,2,4588.62
78,2,4588.43
80,2,4588.26
82,2,4588.13
84,2,4588.02
86,2,4587.94
88,2,4587.89
90,2,4587.87
92,2,4587.88
94,2,4587.92
96,2,4587.99
98,2,4588.08
100,2,4588.21
102,2,4588.36
104,2,4588.54
106,2,4588.75
108,2,4588.98
110,2,4589.23
112,2,4589.51
114,2,4589.8
116,2,4590.12
118,2,4590.45
120,2,4590.81
122,2,4591.17
124,2,4591.55
126,2,4591.94
128,2,4592.33
130,2,4592.74
132,2,4593.14
134,2,4593.55
136,2,4593.97
138,2,4594.37
140,2,4594.78
142,2,4595.18
144,2,4595.57
146,2,4595.95
148,2,4596.32
150,2,4596.68
152,2,4597.02
154,2,4597.35
156,2,4597.65
158,2,4597.94
160,2,4598.2
162,2,4598.44
164,2,4598.65
166,2,4598.84
168,2,4599
170,2,4599.14
172,2,4599.24
174,2,4599.32
176,2,4599.37
178,2,4599.39
180,2,4599.38
-180,4,4598.35
-178,4,4598.23
-176,4,4597.99
-174,4,4597.63
-172,4,4597.15
-170,4,4596.56
-168,4,4595.86
-166,4,4595.04
-164,4,4594.12
-162,4,4593.11
-160,4,4591.99
-158,4,4590.79
-156,4,4589.5
-154,4,4588.13
-152,4,4586.69
-150,4,4585.18
-148,4,4583.62
-146,4,4582.01
-144,4,4580.35
-142,4,4578.67
-140,4,4576.95
-138,4,4575.22
-136,4,4573.48
-134,4,4571.73
-132,4,4570
-130,4,4568.28
-128,4,4566.58
-126,4,4564.92
-124,4,4563.3
-122,4,4561.72
-120,4,4560.2
-118,4,4558.75
-116,4,4557.36
-114,4,4556.05
-112,4,4554.83
-110,4,4553.69
-108,4,4552.65
-106,4,4551.71
-104,4,4550.87
-102,4,4550.14
-100,4,4549.52
-98,4,4549.02
-96,4,4548.63
-94,4,4548.37
-92,4,4548.22
-90,4,4548.2
-88,4,4548.3
-86,4,4548.51
-84,4,4548.85
-82,4,4549.31
-80,4,4549.89
-78,4,4550.57
-76,4,4551.37
-74,4,4552.28
-72,4,4553.29
-70,4,4554.39
-68,4,4555.59
-66,4,4556.88
-64,4,4558.24
-62,4,4559.69
-60,4,4561.19
-58,4,4562.76
-56,4,4564.39
-54,4,4566.05
-52,4,4567.76
-50,4,4569.49
-48,4,4571.25
-46,4,4573.01
-44,4,4574.78
-42,4,4576.55
-40,4,4578.31
-38,4,4580.04
-36,4,4581.74
-34,4,4583.41
-32,4,4585.03
-30,4,4586.59
-28,4,4588.1
-26,4,4589.53
-24,4,4590.9
-22,4,4592.18
-20,4,4593.37
-18,4,4594.47
-16,4,4595.47
-14,4,4596.37
-12,4,4597.16
-10,4,4597.84
-8,4,4598.41
-6,4,4598.85
-4,4,4599.18
-2,4,4599.39
0,4,4599.48
2,4,4599.44
4,4,4599.29
6,4,4599.01
8,4,4598.62
10,4,4598.11
12,4,4597.48
14,4,4596.74
16,4,4595.9
18,4,4594.95
20,4,4593.91
22,4,4592.77
24,4,4591.54
26,4,4590.24
28,4,4588.86
30,4,4587.41
32,4,4585.9
34,4,4584.34
36,4,4582.73
38,4,4581.08
40,4,4579.41
42,4,4577.72
44,4,4576.01
46,4,4574.3
48,4,4572.59
50,4,4570.9
52,4,4569.22
54,4,4567.58
56,4,4565.97
58,4,4564.41
60,4,4562.9
62,4,4561.45
64,4,4560.06
66,4,4558.75
68,4,4557.52
70,4,4556.38
72,4,4555.33
74,4,4554.37
76,4,4553.52
78,4,4552.77
80,4,4552.13
82,4,4551.6
84,4,4551.18
86,4,4550.89
88,4,4550.71
90,4,4550.65
92,4,4550.7
94,4,4550.88
96,4,4551.17
98,4,4551.58
100,4,4552.1
102,4,4552.74
104,4,4553.48
106,4,4554.33
108,4,4555.28
110,4,4556.32
112,4,4557.45
114,4,4558.67
116,4,4559.97
118,4,4561.34
120,4,4562.77
122,4,4564.27
124,4,4565.81
126,4,4567.4
128,4,4569.02
130,4,4570.67
132,4,4572.34
134,4,4574.02
136,4,4575.71
138,4,4577.38
140,4,4579.05
142,4,4580.69
144,4,4582.3
146,4,4583.87
148,4,4585.4
150,4,4586.87
152,4,4588.28
154,4,4589.63
156,4,4590.89
158,4,4592.08
160,4,4593.18
162,4,4594.18
164,4,4595.09
166,4,4595.89
168,4,4596.59
170,4,4597.17
172,4,4597.64
174,4,4598
176,4,4598.24
178,4,4598.36
180,4,4598.35
-180,6,4596.86
-178,6,4596.62
-176,6,4596.11
-174,6,4595.34
-172,6,4594.3
-170,6,4593
-168,6,4591.45
-166,6,4589.66
-164,6,4587.63
-162,6,4585.37
-160,6,4582.9
-158,6,4580.22
-156,6,4577.36
-154,6,4574.32
-152,6,4571.12
-150,6,4567.77
-148,6,4564.3
-146,6,4560.71
-144,6,4557.02
-142,6,4553.26
-140,6,4549.45
-138,6,4545.59
-136,6,4541.71
-134,6,4537.83
-132,6,4533.96
-130,6,4530.13
-128,6,4526.36
-126,6,4522.65
-124,6,4519.04
-122,6,4515.53
-120,6,4512.15
-118,6,4508.91
-116,6,4505.82
-114,6,4502.9
-112,6,4500.17
-110,6,4497.64
-108,6,4495.31
-106,6,4493.21
-104,6,4491.34
-102,6,4489.71
-100,6,4488.32
-98,6,4487.2
-96,6,4486.33
-94,6,4485.72
-92,6,4485.39
-90,6,4485.32
-88,6,4485.52
-86,6,4485.99
-84,6,4486.72
-82,6,4487.72
-80,6,4488.98
-78,6,4490.49
-76,6,4492.25
-74,6,4494.24
-72,6,4496.46
-70,6,4498.9
-68,6,4501.54
-66,6,4504.38
-64,6,4507.4
-62,6,4510.59
-60,6,4513.92
-58,6,4517.39
-56,6,4520.98
-54,6,4524.67
-52,6,4528.44
-50,6,4532.28
-48,6,4536.16
-46,6,4540.08
-44,6,4544
-42,6,4547.92
-40,6,4551.8
-38,6,4555.64
-36,6,4559.42
-34,6,4563.11
-32,6,4566.7
-30,6,4570.17
-28,6,4573.5
-26,6,4576.69
-24,6,4579.7
-22,6,4582.54
-20,6,4585.18
-18,6,4587.61
-16,6,4589.81
-14,6,4591.79
-12,6,4593.53
-10,6,4595.02
-8,6,4596.25
-6,6,4597.22
-4,6,4597.92
-2,6,4598.36
0,6,4598.52
2,6,4598.41
4,6,4598.03
6,6,4597.37
8,6,4596.46
10,6,4595.28
12,6,4593.84
14,6,4592.16
16,6,4590.24
18,6,4588.08
20,6,4585.71
22,6,4583.13
24,6,4580.36
26,6,4577.41
28,6,4574.29
30,6,4571.02
32,6,4567.62
34,6,4564.1
36,6,4560.49
38,6,4556.79
40,6,4553.02
42,6,4549.22
44,6,4545.38
46,6,4541.54
48,6,4537.72
50,6,4533.92
52,6,4530.17
54,6,4526.48
56,6,4522.89
58,6,4519.39
60,6,4516.02
62,6,4512.78
64,6,4509.69
66,6,4506.76
68,6,4504.02
70,6,4501.47
72,6,4499.13
74,6,4497
76,6,4495.1
78,6,4493.44
80,6,4492.02
82,6,4490.85
84,6,4489.94
86,6,4489.29
88,6,4488.9
90,6,4488.77
92,6,4488.92
94,6,4489.32
96,6,4489.99
98,6,4490.92
100,6,4492.11
102,6,4493.54
104,6,4495.22
106,6,4497.13
108,6,4499.27
110,6,4501.62
112,6,4504.17
114,6,4506.91
116,6,4509.83
118,6,4512.92
120,6,4516.15
122,6,4519.51
124,6,4522.99
126,6,4526.57
128,6,4530.23
130,6,4533.95
132,6,4537.72
134,6,4541.51
136,6,4545.31
138,6,4549.1
140,6,4552.86
142,6,4556.57
144,6,4560.21
146,6,4563.77
148,6,4567.23
150,6,4570.56
152,6,4573.76
154,6,4576.81
156,6,4579.69
158,6,4582.38
160,6,4584.88
162,6,4587.17
164,6,4589.24
166,6,4591.08
168,6,4592.68
170,6,4594.03
172,6,4595.13
174,6,4595.96
176,6,4596.53
178,6,4596.83
180,6,4596.86
-180,8,4594.92
-178,8,4594.53
-176,8,4593.66
-174,8,4592.32
-172,8,4590.51
-170,8,4588.24
-168,8,4585.52
-166,8,4582.37
-164,8,4578.81
-162,8,4574.84
-160,8,4570.49
-158,8,4565.79
-156,8,4560.75
-154,8,4555.4
-152,8,4549.76
-150,8,4543.87
-148,8,4537.75
-146,8,4531.44
-144,8,4524.96
-142,8,4518.34
-140,8,4511.63
-138,8,4504.84
-136,8,4498.02
-134,8,4491.2
-132,8,4484.41
-130,8,4477.68
-128,8,4471.05
-126,8,4464.54
-124,8,4458.2
-122,8,4452.04
-120,8,4446.1
-118,8,4440.41
-116,8,4434.99
-114,8,4429.88
-112,8,4425.08
-110,8,4420.64
-108,8,4416.56
-106,8,4412.87
-104,8,4409.58
-102,8,4406.72
-100,8,4404.29
-98,8,4402.3
-96,8,4400.77
-94,8,4399.69
-92,8,4399.09
-90,8,4398.96
-88,8,4399.29
-86,8,4400.1
-84,8,4401.37
-82,8,4403.1
-80,8,4405.29
-78,8,4407.91
-76,8,4410.97
-74,8,4414.44
-72,8,4418.31
-70,8,4422.56
-68,8,4427.17
-66,8,4432.13
-64,8,4437.4
-62,8,4442.96
-60,8,4448.79
-58,8,4454.86
-56,8,4461.14
-54,8,4467.59
-52,8,4474.2
-50,8,4480.92
-48,8,4487.73
-46,8,4494.59
-44,8,4501.47
-42,8,4508.34
-40,8,4515.16
-38,8,4521.9
-36,8,4528.52
-34,8,4535.01
-32,8,4541.31
-30,8,4547.41
-28,8,4553.27
-26,8,4558.86
-24,8,4564.16
-22,8,4569.14
-20,8,4573.77
-18,8,4578.04
-16,8,4581.92
-14,8,4585.39
-12,8,4588.43
-10,8,4591.03
-8,8,4593.18
-6,8,4594.87
-4,8,4596.09
-2,8,4596.82
0,8,4597.08
2,8,4596.85
4,8,4596.15
6,8,4594.96
8,8,4593.31
10,8,4591.19
12,8,4588.62
14,8,4585.62
16,8,4582.19
18,8,4578.35
20,8,4574.13
22,8,4569.55
24,8,4564.62
26,8,4559.38
28,8,4553.85
30,8,4548.05
32,8,4542.03
34,8,4535.79
36,8,4529.39
38,8,4522.85
40,8,4516.19
42,8,4509.47
44,8,4502.7
46,8,4495.92
48,8,4489.16
50,8,4482.46
52,8,4475.85
54,8,4469.36
56,8,4463.03
58,8,4456.88
60,8,4450.94
62,8,4445.24
64,8,4439.81
66,8,4434.68
68,8,4429.86
70,8,4425.39
72,8,4421.28
74,8,4417.55
76,8,4414.22
78,8,4411.31
80,8,4408.83
82,8,4406.78
84,8,4405.19
86,8,4404.06
88,8,4403.39
90,8,4403.18
92,8,4403.44
94,8,4404.17
96,8,4405.36
98,8,4407
100,8,4409.1
102,8,4411.63
104,8,4414.59
106,8,4417.96
108,8,4421.73
110,8,4425.87
112,8,4430.38
114,8,4435.22
116,8,4440.37
118,8,4445.82
120,8,4451.52
122,8,4457.46
124,8,4463.61
126,8,4469.93
128,8,4476.4
130,8,4482.98
132,8,4489.64
134,8,4496.36
136,8,4503.08
138,8,4509.8
140,8,4516.46
142,8,4523.04
144,8,4529.5
146,8,4535.82
148,8,4541.96
150,8,4547.89
152,8,4553.57
154,8,4558.99
156,8,4564.12
158,8,4568.92
160,8,4573.38
162,8,4577.46
164,8,4581.16
166,8,4584.45
168,8,4587.32
170,8,4589.74
172,8,4591.72
174,8,4593.23
176,8,4594.27
178,8,4594.84
180,8,4594.92
-180,10,4592.57
-178,10,4591.99
-176,10,4590.67
-174,10,4588.61
-172,10,4585.82
-170,10,4582.32
-168,10,4578.13
-166,10,4573.26
-164,10,4567.75
-162,10,4561.61
-160,10,4554.89
-158,10,4547.61
-156,10,4539.81
-154,10,4531.53
-152,10,4522.81
-150,10,4513.7
-148,10,4504.25
-146,10,4494.49
-144,10,4484.48
-142,10,4474.26
-140,10,4463.89
-138,10,4453.43
-136,10,4442.9
-134,10,4432.38
-132,10,4421.91
-130,10,4411.55
-128,10,4401.33
-126,10,4391.32
-124,10,4381.55
-122,10,4372.08
-120,10,4362.95
-118,10,4354.2
-116,10,4345.87
-114,10,4338.01
-112,10,4330.64
-110,10,4323.81
-108,10,4317.55
-106,10,4311.88
-104,10,4306.83
-102,10,4302.43
-100,10,4298.69
-98,10,4295.63
-96,10,4293.27
-94,10,4291.61
-92,10,4290.67
-90,10,4290.45
-88,10,4290.95
-86,10,4292.17
-84,10,4294.1
-82,10,4296.74
-80,10,4300.07
-78,10,4304.07
-76,10,4308.74
-74,10,4314.04
-72,10,4319.96
-70,10,4326.46
-68,10,4333.53
-66,10,4341.11
-64,10,4349.19
-62,10,4357.71
-60,10,4366.65
-58,10,4375.96
-56,10,4385.6
-54,10,4395.52
-52,10,4405.67
-50,10,4416.01
-48,10,4426.48
-46,10,4437.04
-44,10,4447.64
-42,10,4458.22
-40,10,4468.73
-38,10,4479.13
-36,10,4489.35
-34,10,4499.35
-32,10,4509.09
-30,10,4518.51
-28,10,4527.56
-26,10,4536.2
-24,10,4544.39
-22,10,4552.09
-20,10,4559.25
-18,10,4565.85
-16,10,4571.84
-14,10,4577.2
-12,10,4581.9
-10,10,4585.92
-8,10,4589.24
-6,10,4591.83
-4,10,4593.69
-2,10,4594.81
0,10,4595.18
2,10,4594.8
4,10,4593.68
6,10,4591.81
8,10,4589.21
10,10,4585.89
12,10,4581.87
14,10,4577.18
16,10,4571.82
18,10,4565.84
20,10,4559.27
22,10,4552.13
24,10,4544.46
26,10,4536.31
28,10,4527.71
30,10,4518.7
32,10,4509.34
34,10,4499.67
36,10,4489.74
38,10,4479.6
40,10,4469.29
42,10,4458.88
44,10,4448.4
46,10,4437.92
48,10,4427.48
50,10,4417.13
52,10,4406.92
54,10,4396.91
56,10,4387.14
58,10,4377.66
60,10,4368.51
62,10,4359.74
64,10,4351.38
66,10,4343.48
68,10,4336.08
70,10,4329.2
72,10,4322.89
74,10,4317.16
76,10,4312.05
78,10,4307.59
80,10,4303.78
82,10,4300.65
84,10,4298.21
86,10,4296.48
88,10,4295.45
90,10,4295.15
92,10,4295.56
94,10,4296.69
96,10,4298.52
98,10,4301.06
100,10,4304.29
102,10,4308.19
104,10,4312.75
106,10,4317.94
108,10,4323.75
110,10,4330.13
112,10,4337.08
114,10,4344.54
116,10,4352.49
118,10,4360.88
120,10,4369.69
122,10,4378.86
124,10,4388.36
126,10,4398.13
128,10,4408.13
130,10,4418.31
132,10,4428.63
134,10,4439.02
136,10,4449.45
138,10,4459.86
140,10,4470.2
142,10,4480.41
144,10,4490.45
146,10,4500.26
148,10,4509.81
150,10,4519.03
152,10,4527.88
154,10,4536.32
156,10,4544.31
158,10,4551.8
160,10,4558.75
162,10,4565.14
164,10,4570.92
166,10,4576.06
168,10,4580.55
170,10,4584.36
172,10,4587.46
174,10,4589.84
176,10,4591.5
178,10,4592.41
180,10,4592.57
-180,12,4589.85
-178,12,4589.05
-176,12,4587.18
-174,12,4584.26
-172,12,4580.3
-170,12,4575.32
-168,12,4569.35
-166,12,4562.41
-164,12,4554.55
-162,12,4545.8
-160,12,4536.22
-158,12,4525.84
-156,12,4514.73
-154,12,4502.93
-152,12,4490.52
-150,12,4477.56
-148,12,4464.1
-146,12,4450.22
-144,12,4435.98
-142,12,4421.47
-140,12,4406.74
-138,12,4391.88
-136,12,4376.96
-134,12,4362.04
-132,12,4347.2
-130,12,4332.51
-128,12,4318.05
-126,12,4303.88
-124,12,4290.07
-122,12,4276.68
-120,12,4263.77
-118,12,4251.42
-116,12,4239.66
-114,12,4228.56
-112,12,4218.18
-110,12,4208.54
-108,12,4199.71
-106,12,4191.72
-104,12,4184.6
-102,12,4178.39
-100,12,4173.11
-98,12,4168.8
-96,12,4165.46
-94,12,4163.12
-92,12,4161.78
-90,12,4161.46
-88,12,4162.14
-86,12,4163.84
-84,12,4166.54
-82,12,4170.22
-80,12,4174.89
-78,12,4180.5
-76,12,4187.05
-74,12,4194.5
-72,12,4202.81
-70,12,4211.96
-68,12,4221.89
-66,12,4232.56
-64,12,4243.94
-62,12,4255.95
-60,12,4268.56
-58,12,4281.69
-56,12,4295.29
-54,12,4309.3
-52,12,4323.65
-50,12,4338.27
-48,12,4353.1
-46,12,4368.05
-44,12,4383.06
-42,12,4398.06
-40,12,4412.98
-38,12,4427.73
-36,12,4442.25
-34,12,4456.47
-32,12,4470.31
-30,12,4483.7
-28,12,4496.59
-26,12,4508.89
-24,12,4520.56
-22,12,4531.52
-20,12,4541.73
-18,12,4551.13
-16,12,4559.67
-14,12,4567.31
-12,12,4574.01
-10,12,4579.73
-8,12,4584.45
-6,12,4588.14
-4,12,4590.78
-2,12,4592.35
0,12,4592.86
2,12,4592.29
4,12,4590.65
6,12,4587.95
8,12,4584.2
10,12,4579.43
12,12,4573.66
14,12,4566.91
16,12,4559.24
18,12,4550.66
20,12,4541.24
22,12,4531.02
24,12,4520.05
26,12,4508.39
28,12,4496.09
30,12,4483.24
32,12,4469.88
34,12,4456.08
36,12,4441.92
38,12,4427.47
40,12,4412.8
42,12,4397.98
44,12,4383.08
46,12,4368.18
48,12,4353.35
50,12,4338.67
52,12,4324.2
54,12,4310.01
56,12,4296.17
58,12,4282.74
60,12,4269.8
62,12,4257.39
64,12,4245.58
66,12,4234.42
68,12,4223.97
70,12,4214.27
72,12,4205.36
74,12,4197.28
76,12,4190.08
78,12,4183.79
80,12,4178.42
82,12,4174.02
84,12,4170.59
86,12,4168.15
88,12,4166.72
90,12,4166.29
92,12,4166.88
94,12,4168.47
96,12,4171.06
98,12,4174.65
100,12,4179.2
102,12,4184.71
104,12,4191.15
106,12,4198.48
108,12,4206.68
110,12,4215.71
112,12,4225.52
114,12,4236.08
116,12,4247.32
118,12,4259.21
120,12,4271.68
122,12,4284.68
124,12,4298.14
126,12,4312
128,12,4326.2
130,12,4340.66
132,12,4355.32
134,12,4370.11
136,12,4384.95
138,12,4399.77
140,12,4414.5
142,12,4429.07
144,12,4443.39
146,12,4457.41
148,12,4471.04
150,12,4484.23
152,12,4496.89
154,12,4508.97
156,12,4520.41
158,12,4531.15
160,12,4541.12
162,12,4550.28
164,12,4558.59
166,12,4565.98
168,12,4572.44
170,12,4577.92
172,12,4582.4
174,12,4585.84
176,12,4588.24
178,12,4589.58
180,12,4589.85
-180,14,4586.79
-178,14,4585.74
-176,14,4583.25
-174,14,4579.33
-172,14,4574.01
-170,14,4567.3
-168,14,4559.26
-166,14,4549.92
-164,14,4539.33
-162,14,4527.55
-160,14,4514.65
-158,14,4500.68
-156,14,4485.72
-154,14,4469.86
-152,14,4453.17
-150,14,4435.75
-148,14,4417.67
-146,14,4399.04
-144,14,4379.94
-142,14,4360.48
-140,14,4340.75
-138,14,4320.85
-136,14,4300.88
-134,14,4280.93
-132,14,4261.1
-130,14,4241.49
-128,14,4222.18
-126,14,4203.28
-124,14,4184.87
-122,14,4167.04
-120,14,4149.86
-118,14,4133.42
-116,14,4117.78
-114,14,4103.03
-112,14,4089.23
-110,14,4076.44
-108,14,4064.71
-106,14,4054.1
-104,14,4044.65
-102,14,4036.41
-100,14,4029.41
-98,14,4023.68
-96,14,4019.24
-94,14,4016.13
-92,14,4014.34
-90,14,4013.89
-88,14,4014.77
-86,14,4017
-84,14,4020.55
-82,14,4025.41
-80,14,4031.57
-78,14,4038.99
-76,14,4047.64
-74,14,4057.49
-72,14,4068.49
-70,14,4080.6
-68,14,4093.77
-66,14,4107.93
-64,14,4123.02
-62,14,4138.97
-60,14,4155.72
-58,14,4173.19
-56,14,4191.29
-54,14,4209.95
-52,14,4229.07
-50,14,4248.57
-48,14,4268.35
-46,14,4288.33
-44,14,4308.4
-42,14,4328.46
-40,14,4348.43
-38,14,4368.19
-36,14,4387.66
-34,14,4406.73
-32,14,4425.3
-30,14,4443.29
-28,14,4460.61
-26,14,4477.15
-24,14,4492.84
-22,14,4507.6
-20,14,4521.34
-18,14,4534
-16,14,4545.5
-14,14,4555.79
-12,14,4564.82
-10,14,4572.53
-8,14,4578.88
-6,14,4583.84
-4,14,4587.38
-2,14,4589.49
0,14,4590.15
2,14,4589.35
4,14,4587.11
6,14,4583.44
8,14,4578.35
10,14,4571.88
12,14,4564.06
14,14,4554.93
16,14,4544.54
18,14,4532.94
20,14,4520.21
22,14,4506.4
24,14,4491.59
26,14,4475.86
28,14,4459.29
30,14,4441.97
32,14,4423.98
34,14,4405.43
36,14,4386.39
38,14,4366.98
40,14,4347.28
42,14,4327.4
44,14,4307.43
46,14,4287.47
48,14,4267.62
50,14,4247.98
52,14,4228.64
54,14,4209.69
56,14,4191.22
58,14,4173.31
60,14,4156.06
62,14,4139.53
64,14,4123.81
66,14,4108.97
68,14,4095.07
70,14,4082.17
72,14,4070.34
74,14,4059.62
76,14,4050.06
78,14,4041.71
80,14,4034.59
82,14,4028.75
84,14,4024.21
86,14,4020.98
88,14,4019.08
90,14,4018.51
92,14,4019.29
94,14,4021.41
96,14,4024.85
98,14,4029.61
100,14,4035.65
102,14,4042.97
104,14,4051.51
106,14,4061.26
108,14,4072.15
110,14,4084.15
112,14,4097.21
114,14,4111.25
116,14,4126.23
118,14,4142.07
120,14,4158.7
122,14,4176.04
124,14,4194.01
126,14,4212.54
128,14,4231.52
130,14,4250.88
132,14,4270.51
134,14,4290.33
136,14,4310.23
138,14,4330.13
140,14,4349.91
142,14,4369.49
144,14,4388.76
146,14,4407.63
148,14,4425.99
150,14,4443.77
152,14,4460.85
154,14,4477.17
156,14,4492.62
158,14,4507.13
160,14,4520.62
162,14,4533.02
164,14,4544.27
166,14,4554.3
168,14,4563.06
170,14,4570.5
172,14,4576.58
174,14,4581.27
176,14,4584.55
178,14,4586.39
180,14,4586.79
-180,16,4583.45
-178,16,4582.12
-176,16,4578.93
-174,16,4573.88
-172,16,4567.01
-170,16,4558.36
-168,16,4547.97
-166,16,4535.91
-164,16,4522.23
-162,16,4507.02
-160,16,4490.36
-158,16,4472.33
-156,16,4453.04
-154,16,4432.59
-152,16,4411.09
-150,16,4388.65
-148,16,4365.38
-146,16,4341.42
-144,16,4316.88
-142,16,4291.88
-140,16,4266.57
-138,16,4241.05
