Phi[deg],Theta[deg],rETotal[mV]
-148,42,2976.4
-146,42,2721.61
-144,42,2473.79
-142,42,2236.15
-140,42,2012.12
-138,42,1805.44
-136,42,1620.2
-134,42,1460.79
-132,42,1331.63
-130,42,1236.44
-128,42,1177.09
-126,42,1152.57
-124,42,1158.74
-122,42,1189.22
-120,42,1236.98
-118,42,1295.55
-116,42,1359.67
-114,42,1425.38
-112,42,1489.87
-110,42,1551.18
-108,42,1608.04
-106,42,1659.62
-104,42,1705.45
-102,42,1745.26
-100,42,1778.95
-98,42,1806.51
-96,42,1827.96
-94,42,1843.36
-92,42,1852.77
-90,42,1856.22
-88,42,1853.71
-86,42,1845.23
-84,42,1830.72
-82,42,1810.13
-80,42,1783.37
-78,42,1750.41
-76,42,1711.22
-74,42,1665.9
-72,42,1614.67
-70,42,1557.98
-68,42,1496.59
-66,42,1431.75
-64,42,1365.32
-62,42,1300.07
-60,42,1239.87
-58,42,1189.93
-56,42,1156.76
-54,42,1147.53
-52,42,1168.89
-50,42,1225.31
-48,42,1318.08
-46,42,1445.42
-44,42,1603.6
-42,42,1788.13
-40,42,1994.47
-38,42,2218.44
-36,42,2456.23
-34,42,2704.34
-32,42,2959.51
-30,42,3218.64
-28,42,3478.72
-26,42,3736.82
-24,42,3990.05
-22,42,4235.6
-20,42,4470.7
-18,42,4692.69
-16,42,4899.04
-14,42,5087.33
-12,42,5255.37
-10,42,5401.16
-8,42,5522.94
-6,42,5619.24
-4,42,5688.89
-2,42,5731.03
0,42,5745.17
2,42,5731.12
4,42,5689.06
6,42,5619.53
8,42,5523.39
10,42,5401.81
12,42,5256.27
14,42,5088.54
16,42,4900.6
18,42,4694.67
20,42,4473.14
22,42,4238.53
24,42,3993.51
26,42,3740.82
28,42,3483.26
30,42,3223.71
32,42,2965.09
34,42,2710.38
36,42,2462.67
38,42,2225.21
40,42,2001.48
42,42,1795.26
44,42,1610.72
46,42,1452.34
48,42,1324.6
50,42,1231.22
52,42,1174.01
54,42,1151.77
56,42,1160.12
58,42,1192.52
60,42,1241.82
62,42,1301.56
64,42,1366.51
66,42,1432.74
68,42,1497.49
70,42,1558.86
72,42,1615.58
74,42,1666.88
76,42,1712.29
78,42,1751.58
80,42,1784.66
82,42,1811.52
84,42,1832.22
86,42,1846.82
88,42,1855.38
90,42,1857.95
92,42,1854.55
94,42,1845.17
96,42,1829.77
98,42,1808.29
100,42,1780.69
102,42,1746.92
104,42,1707
106,42,1661.03
108,42,1609.27
110,42,1552.19
112,42,1490.6
114,42,1425.79
116,42,1359.68
118,42,1295.09
120,42,1235.98
122,42,1187.59
124,42,1156.4
126,42,1149.5
128,42,1173.29
130,42,1231.99
132,42,1326.63
134,42,1455.32
136,42,1614.34
138,42,1799.23
140,42,2005.59
142,42,2229.29
144,42,2466.62
146,42,2714.14
148,42,2968.65
150,42,3227.08
152,42,3486.48
154,42,3743.95
156,42,3996.63
158,42,4241.72
160,42,4476.48
162,42,4698.26
164,42,4904.53
166,42,5092.88
168,42,5261.09
170,42,5407.17
172,42,5529.33
174,42,5626.09
176,42,5696.26
178,42,5738.96
180,42,5753.65
-180,44,5753
-178,44,5738.44
-176,44,5693.68
-174,44,5619.27
-172,44,5516.19
-170,44,5385.75
-168,44,5229.63
-166,44,5049.8
-164,44,4848.51
-162,44,4628.27
-160,44,4391.77
-158,44,4141.87
-156,44,3881.57
-154,44,3613.98
-152,44,3342.28
-150,44,3069.74
-148,44,2799.73
-146,44,2535.74
-144,44,2281.49
-142,44,2040.98
-140,44,1818.69
-138,44,1619.64
-136,44,1449.46
-134,44,1313.95
-132,44,1218.14
-130,44,1164.52
-128,44,1151.42
-126,44,1172.93
-124,44,1220.57
-122,44,1285.55
-120,44,1360.35
-118,44,1439.21
-116,44,1518.05
-114,44,1594.08
-112,44,1665.51
-110,44,1731.22
-108,44,1790.61
-106,44,1843.37
-104,44,1889.45
-102,44,1928.91
-100,44,1961.92
-98,44,1988.66
-96,44,2009.33
-94,44,2024.11
-92,44,2033.13
-90,44,2036.48
-88,44,2034.19
-86,44,2026.21
-84,44,2012.45
-82,44,1992.77
-80,44,1966.96
-78,44,1934.82
-76,44,1896.14
-74,44,1850.74
-72,44,1798.52
-70,44,1739.51
-68,44,1673.97
-66,44,1602.47
-64,44,1526.06
-62,44,1446.46
-60,44,1366.37
-58,44,1289.78
-56,44,1222.39
-54,44,1171.7
-52,44,1146.65
-50,44,1156.05
-48,44,1206.27
-46,44,1299.33
-44,44,1432.91
-42,44,1601.92
-40,44,1800.39
-38,44,2022.54
-36,44,2263.2
-34,44,2517.8
-32,44,2782.25
-30,44,3052.8
-28,44,3325.92
-26,44,3598.2
-24,44,3866.37
-22,44,4127.23
-20,44,4377.67
-18,44,4614.7
-16,44,4835.45
-14,44,5037.24
-12,44,5217.58
-10,44,5374.22
-8,44,5505.18
-6,44,5608.82
-4,44,5683.8
-2,44,5729.16
0,44,5744.34
2,44,5729.13
4,44,5683.75
6,44,5608.78
8,44,5505.21
10,44,5374.36
12,44,5217.91
14,44,5037.83
16,44,4836.37
18,44,4616.02
20,44,4379.45
22,44,4129.53
24,44,3869.24
26,44,3601.67
28,44,3330
30,44,3057.5
32,44,2787.54
34,44,2523.64
36,44,2269.53
38,44,2029.28
40,44,1807.42
42,44,1609.09
44,44,1440.01
46,44,1306.11
48,44,1212.44
50,44,1161.35
52,44,1150.95
54,44,1175.01
56,44,1224.84
58,44,1291.55
60,44,1367.65
62,44,1447.43
64,44,1526.85
66,44,1603.2
68,44,1674.72
70,44,1740.34
72,44,1799.46
74,44,1851.83
76,44,1897.4
78,44,1936.25
80,44,1968.56
82,44,1994.53
84,44,2014.38
86,44,2028.29
88,44,2036.4
90,44,2038.81
92,44,2035.55
94,44,2026.6
96,44,2011.86
98,44,1991.21
100,44,1964.46
102,44,1931.41
104,44,1891.87
106,44,1845.68
108,44,1792.76
110,44,1733.17
112,44,1667.21
114,44,1595.48
116,44,1519.08
118,44,1439.79
120,44,1360.39
122,44,1284.96
124,44,1219.22
126,44,1170.73
128,44,1148.3
130,44,1160.48
132,44,1213.28
134,44,1308.4
136,44,1443.35
138,44,1613.1
140,44,1811.76
142,44,2033.7
144,44,2273.88
146,44,2527.81
148,44,2791.49
150,44,3061.23
152,44,3333.54
154,44,3605.09
156,44,3872.6
158,44,4132.93
160,44,4382.98
162,44,4619.77
164,44,4840.44
166,44,5042.31
168,44,5222.88
170,44,5379.87
172,44,5511.31
174,44,5615.51
176,44,5691.12
178,44,5737.15
180,44,5753
-180,46,5753.01
-178,46,5737.4
-176,46,5689.38
-174,46,5609.61
-172,46,5499.15
-170,46,5359.5
-168,46,5192.52
-166,46,5000.43
-164,46,4785.74
-162,46,4551.26
-160,46,4300.01
-158,46,4035.17
-156,46,3760.11
-154,46,3478.31
-152,46,3193.37
-150,46,2909.01
-148,46,2629.13
-146,46,2357.89
-144,46,2099.81
-142,46,1860.01
-140,46,1644.39
-138,46,1459.76
-136,46,1313.46
-134,46,1212.16
-132,46,1159.43
-130,46,1153.35
-128,46,1186.38
-126,46,1247.89
-124,46,1327.29
-122,46,1415.96
-120,46,1507.55
-118,46,1597.76
-116,46,1683.78
-114,46,1763.89
-112,46,1837.11
-110,46,1902.96
-108,46,1961.33
-106,46,2012.33
-104,46,2056.2
-102,46,2093.29
-100,46,2123.96
-98,46,2148.57
-96,46,2167.46
-94,46,2180.91
-92,46,2189.12
-90,46,2192.23
-88,46,2190.28
-86,46,2183.21
-84,46,2170.89
-82,46,2153.09
-80,46,2129.53
-78,46,2099.86
-76,46,2063.68
-74,46,2020.62
-72,46,1970.33
-70,46,1912.51
-68,46,1847.02
-66,46,1773.96
-64,46,1693.72
-62,46,1607.25
-60,46,1516.17
-58,46,1423.2
-56,46,1332.54
-54,46,1250.42
-52,46,1185.46
-50,46,1148.39
-48,46,1150.25
-46,46,1199.18
-44,46,1297.55
-42,46,1441.96
-40,46,1625.61
-38,46,1840.9
-36,46,2080.82
-34,46,2339.3
-32,46,2611.11
-30,46,2891.63
-28,46,3176.67
-26,46,3462.3
-24,46,3744.76
-22,46,4020.45
-20,46,4285.89
-18,46,4537.7
-16,46,4772.71
-14,46,4987.9
-12,46,5180.49
-10,46,5347.98
-8,46,5488.14
-6,46,5599.13
-4,46,5679.46
-2,46,5728.07
0,46,5744.29
2,46,5727.92
4,46,5679.19
6,46,5598.77
8,46,5487.75
10,46,5347.63
12,46,5180.27
14,46,4987.9
16,46,4773.02
18,46,4538.41
20,46,4287.07
22,46,4022.21
24,46,3747.14
26,46,3465.35
28,46,3180.43
30,46,2896.1
32,46,2616.27
34,46,2345.13
36,46,2087.25
38,46,1847.83
40,46,1632.89
42,46,1449.36
44,46,1304.76
46,46,1205.82
48,46,1155.97
50,46,1152.98
52,46,1188.9
54,46,1252.86
56,46,1334.19
58,46,1424.29
60,46,1516.9
62,46,1607.78
64,46,1694.19
66,46,1774.45
68,46,1847.62
70,46,1913.25
72,46,1971.26
74,46,2021.78
76,46,2065.06
78,46,2101.47
80,46,2131.38
82,46,2155.17
84,46,2173.19
86,46,2185.72
88,46,2192.98
90,46,2195.1
92,46,2192.14
94,46,2184.05
96,46,2170.7
98,46,2151.88
100,46,2127.3
102,46,2096.64
104,46,2059.51
106,46,2015.56
108,46,1964.44
110,46,1905.9
112,46,1839.83
114,46,1766.33
116,46,1685.88
118,46,1599.44
120,46,1508.73
122,46,1416.53
124,46,1327.14
126,46,1246.86
128,46,1184.34
130,46,1150.19
132,46,1155.15
134,46,1206.88
136,46,1307.36
138,46,1453.03
140,46,1637.18
142,46,1852.39
144,46,2091.82
146,46,2349.56
148,46,2620.48
150,46,2900.06
152,46,3184.16
154,46,3468.92
156,46,3750.62
158,46,4025.68
160,46,4290.66
162,46,4542.2
164,46,4777.11
166,46,4992.4
168,46,5185.26
170,46,5353.17
172,46,5493.9
174,46,5605.55
176,46,5686.62
178,46,5736
180,46,5753.01
-180,48,5753.68
-178,48,5737.01
-176,48,5685.74
-174,48,5600.59
-172,48,5482.77
-170,48,5333.92
-168,48,5156.14
-166,48,4951.88
-164,48,4723.96
-162,48,4475.47
-160,48,4209.78
-158,48,3930.43
-156,48,3641.18
-154,48,3345.91
-152,48,3048.68
-150,48,2753.74
-148,48,2465.62
-146,48,2189.3
-144,48,1930.4
-142,48,1695.51
-140,48,1492.47
-138,48,1330.15
-136,48,1217.19
-134,48,1158.97
-132,48,1154.18
-130,48,1194.1
-128,48,1265.97
-126,48,1357.23
-124,48,1457.86
-122,48,1560.75
-120,48,1661.2
-118,48,1756.25
-116,48,1844.15
-114,48,1923.98
-112,48,1995.37
-110,48,2058.33
-108,48,2113.14
-106,48,2160.21
-104,48,2200.06
-102,48,2233.24
-100,48,2260.31
-98,48,2281.78
-96,48,2298.11
-94,48,2309.67
-92,48,2316.74
-90,48,2319.5
-88,48,2317.99
-86,48,2312.15
-84,48,2301.81
-82,48,2286.67
-80,48,2266.35
-78,48,2240.37
-76,48,2208.22
-74,48,2169.31
-72,48,2123.07
-70,48,2068.96
-68,48,2006.52
-66,48,1935.47
-64,48,1855.73
-62,48,1767.62
-60,48,1671.99
-58,48,1570.51
-56,48,1466.02
-54,48,1363.11
-52,48,1268.76
-50,48,1192.95
-48,48,1148.46
-46,48,1148.57
-44,48,1202.73
-42,48,1312.8
-40,48,1473.47
-38,48,1675.85
-36,48,1910.75
-34,48,2170.08
-32,48,2447.07
-30,48,2735.96
-28,48,3031.72
-26,48,3329.75
-24,48,3625.79
-22,48,3915.75
-20,48,4195.75
-18,48,4462.04
-16,48,4711.08
-14,48,4939.52
-12,48,5144.27
-10,48,5322.54
-8,48,5471.88
-6,48,5590.22
-4,48,5675.9
-2,48,5727.75
0,48,5745.02
2,48,5727.49
4,48,5675.42
6,48,5589.55
8,48,5471.1
10,48,5321.74
12,48,5143.54
14,48,4938.97
16,48,4710.83
18,48,4462.21
20,48,4196.43
22,48,3917.05
24,48,3627.78
26,48,3332.51
28,48,3035.29
30,48,2740.37
32,48,2452.31
34,48,2176.13
36,48,1917.52
38,48,1683.21
40,48,1481.19
42,48,1320.54
44,48,1210.03
46,48,1154.94
48,48,1153.56
50,48,1196.71
52,48,1271.31
54,48,1364.71
56,48,1466.94
58,48,1570.97
60,48,1672.19
62,48,1767.71
64,48,1855.83
66,48,1935.67
68,48,2006.89
70,48,2069.54
72,48,2123.91
74,48,2170.42
76,48,2209.63
78,48,2242.08
80,48,2268.35
82,48,2288.97
84,48,2304.39
86,48,2315.01
88,48,2321.11
90,48,2322.86
92,48,2320.32
94,48,2313.43
96,48,2302.03
98,48,2285.83
100,48,2264.45
102,48,2237.43
104,48,2204.26
106,48,2164.37
108,48,2117.22
110,48,2062.28
112,48,1999.12
114,48,1927.48
116,48,1847.34
118,48,1759.06
120,48,1663.54
122,48,1562.52
124,48,1458.94
126,48,1357.48
128,48,1265.21
130,48,1192.15
132,48,1150.91
134,48,1154.39
136,48,1211.44
138,48,1323.48
140,48,1485.12
142,48,1687.65
144,48,1922.1
146,48,2180.63
148,48,2456.61
150,48,2744.41
152,48,3039.07
154,48,3336.09
156,48,3631.23
158,48,3920.47
160,48,4199.93
162,48,4465.89
164,48,4714.82
166,48,4943.36
168,48,5148.42
170,48,5327.18
172,48,5477.16
174,48,5596.26
176,48,5682.78
178,48,5735.51
180,48,5753.68
-180,50,5754.99
-178,50,5737.27
-176,50,5682.75
-174,50,5592.25
-172,50,5467.1
-170,50,5309.12
-168,50,5120.64
-166,50,4904.36
-164,50,4663.41
-162,50,4401.21
-160,50,4121.46
-158,50,3828.11
-156,50,3525.3
-154,50,3217.37
-152,50,2908.88
-150,50,2604.7
-148,50,2310.12
-146,50,2031.15
-144,50,1774.85
-142,50,1549.78
-140,50,1366.09
-138,50,1234.53
-136,50,1163.14
-134,50,1152.5
-132,50,1193.72
-130,50,1272.07
-128,50,1372.66
-126,50,1483.68
-124,50,1596.88
-122,50,1706.93
-120,50,1810.54
-118,50,1905.83
-116,50,1991.84
-114,50,2068.25
-112,50,2135.17
-110,50,2193
-108,50,2242.3
-106,50,2283.79
-104,50,2318.19
-102,50,2346.25
-100,50,2368.71
-98,50,2386.21
-96,50,2399.34
-94,50,2408.56
-92,50,2414.21
-90,50,2416.51
-88,50,2415.53
-86,50,2411.19
-84,50,2403.26
-82,50,2391.41
-80,50,2375.14
-78,50,2353.87
-76,50,2326.93
-74,50,2293.58
-72,50,2253.05
-70,50,2204.57
-68,50,2147.41
-66,50,2080.98
-64,50,2004.83
-62,50,1918.8
-60,50,1823.17
-58,50,1718.8
-56,50,1607.49
-54,50,1492.4
-52,50,1378.73
-50,50,1274.57
-48,50,1191.74
-46,50,1145.4
-44,50,1150.99
-42,50,1218.31
-40,50,1347.27
-38,50,1529.76
-36,50,1754.63
-34,50,2011.34
-32,50,2291.07
-30,50,2586.56
-28,50,2891.7
-26,50,3201.13
-24,50,3509.95
-22,50,3813.57
-20,50,4107.64
-18,50,4388.04
-16,50,4650.82
-14,50,4892.29
-12,50,5109.05
-10,50,5298.01
-8,50,5456.45
-6,50,5582.1
-4,50,5673.12
-2,50,5728.2
0,50,5746.53
2,50,5727.85
4,50,5672.45
6,50,5581.16
8,50,5455.33
10,50,5296.8
12,50,5107.87
14,50,4891.27
16,50,4650.1
18,50,4387.75
20,50,4107.92
22,50,3814.52
24,50,3511.69
26,50,3203.75
28,50,2895.27
30,50,2591.1
32,50,2296.6
34,50,2017.83
36,50,1761.97
38,50,1537.76
40,50,1355.59
42,50,1226.4
44,50,1158.24
46,50,1151.27
48,50,1196.05
50,50,1277.42
52,50,1380.39
54,50,1493.18
56,50,1607.66
58,50,1718.6
60,50,1822.79
62,50,1918.38
64,50,2004.48
66,50,2080.79
68,50,2147.45
70,50,2204.88
72,50,2253.68
74,50,2294.55
76,50,2328.26
78,50,2355.56
80,50,2377.2
82,50,2393.83
84,50,2406.05
86,50,2414.32
88,50,2418.99
90,50,2420.29
92,50,2418.28
94,50,2412.88
96,50,2403.89
98,50,2390.96
100,50,2373.61
102,50,2351.27
104,50,2323.26
106,50,2288.88
108,50,2247.36
110,50,2197.96
112,50,2139.98
114,50,2072.84
116,50,1996.14
118,50,1909.77
120,50,1814.04
122,50,1709.89
124,50,1599.19
126,50,1485.2
128,50,1373.23
130,50,1271.48
132,50,1191.75
134,50,1149
136,50,1158.13
138,50,1228.22
140,50,1358.81
142,50,1541.79
144,50,1766.34
146,50,2022.22
148,50,2300.81
150,50,2595.05
152,50,2898.94
154,50,3207.19
156,50,3514.97
158,50,3817.74
160,50,4111.18
162,50,4391.19
164,50,4653.83
166,50,4895.41
168,50,5112.51
170,50,5302.01
172,50,5461.17
174,50,5587.66
176,50,5679.62
178,50,5735.68
180,50,5754.99
-180,52,5756.93
-178,52,5738.15
-176,52,5680.41
-174,52,5584.59
-172,52,5452.18
-170,52,5285.18
-168,52,5086.14
-166,52,4858.06
-164,52,4604.35
-162,52,4328.78
-160,52,4035.42
-158,52,3728.61
-156,52,3412.94
-154,52,3093.22
-152,52,2774.57
-150,52,2462.57
-148,52,2163.45
-146,52,1884.53
-144,52,1634.71
-142,52,1424.98
-140,52,1267.91
-138,52,1174.79
-136,52,1149.69
-134,52,1185.23
-132,52,1265.31
-130,52,1372.39
-128,52,1492.25
-126,52,1615.02
-124,52,1734.4
-122,52,1846.54
-120,52,1949.26
-118,52,2041.47
-116,52,2122.83
-114,52,2193.49
-112,52,2253.94
-110,52,2304.88
-108,52,2347.16
-106,52,2381.72
-104,52,2409.5
-102,52,2431.44
-100,52,2448.44
-98,52,2461.28
-96,52,2470.65
-94,52,2477.14
-92,52,2481.13
-90,52,2482.89
-88,52,2482.51
-86,52,2479.88
-84,52,2474.76
-82,52,2466.71
-80,52,2455.19
-78,52,2439.46
-76,52,2418.74
-74,52,2392.1
-72,52,2358.6
-70,52,2317.26
-68,52,2267.12
-66,52,2207.3
-64,52,2137.06
-62,52,2055.85
-60,52,1963.49
-58,52,1860.24
-56,52,1747.11
-54,52,1626.17
-52,52,1501.13
-50,52,1378.14
-48,52,1266.92
-46,52,1181.73
-44,52,1140.56
-42,52,1160.46
-40,52,1249.83
-38,52,1404.89
-36,52,1614.05
-34,52,1864.2
-32,52,2143.95
-30,52,2444.12
-28,52,2757.23
-26,52,3076.97
-24,52,3397.71
-22,52,3714.3
-20,52,4021.91
-18,52,4315.97
-16,52,4592.15
-14,52,4846.4
-12,52,5074.96
-10,52,5274.46
-8,52,5441.9
-6,52,5574.79
-4,52,5671.1
-2,52,5729.39
0,52,5748.77
2,52,5728.96
4,52,5670.27
6,52,5573.62
8,52,5440.48
10,52,5272.9
12,52,5073.41
14,52,4845
16,52,4591.06
18,52,4315.34
20,52,4021.9
22,52,3715.05
24,52,3399.35
26,52,3079.61
28,52,2760.97
30,52,2448.99
32,52,2149.98
34,52,1871.35
36,52,1622.18
38,52,1413.7
40,52,1258.77
42,52,1168.77
44,52,1147.49
46,52,1186.87
48,52,1270.3
50,52,1380.02
52,52,1501.87
54,52,1626.1
56,52,1746.51
58,52,1859.33
60,52,1962.45
62,52,2054.83
64,52,2136.17
66,52,2206.63
68,52,2266.73
70,52,2317.2
72,52,2358.92
74,52,2392.82
76,52,2419.88
78,52,2441.04
80,52,2457.21
82,52,2469.17
84,52,2477.65
86,52,2483.2
88,52,2486.23
90,52,2487.01
92,52,2485.61
94,52,2481.95
96,52,2475.78
98,52,2466.66
100,52,2454.05
102,52,2437.24
104,52,2415.42
106,52,2387.72
108,52,2353.18
110,52,2310.85
112,52,2259.8
114,52,2199.17
116,52,2128.26
118,52,2046.56
120,52,1953.93
122,52,1850.7
124,52,1737.94
126,52,1617.82
128,52,1494.14
130,52,1373.18
132,52,1264.76
134,52,1183.07
136,52,1145.78
138,52,1169.19
140,52,1260.96
142,52,1417.04
144,52,1626.1
146,52,1875.41
148,52,2153.93
150,52,2452.68
152,52,2764.37
154,52,3082.75
156,52,3402.3
158,52,3717.91
160,52,4024.79
162,52,4318.4
164,52,4594.4
166,52,4848.75
168,52,5077.67
170,52,5277.76
172,52,5445.98
174,52,5579.79
176,52,5677.13
178,52,5736.49
180,52,5756.93
-180,54,5759.46
-178,54,5739.62
-176,54,5678.68
-174,54,5577.63
-172,54,5438.05
-170,54,5262.18
-168,54,5052.78
-166,54,4813.14
-164,54,4546.99
-162,54,4258.45
-160,54,3951.98
-158,54,3632.33
-156,54,3304.53
-154,54,2973.93
-152,54,2646.29
-150,54,2327.98
-148,54,2026.38
-146,54,1750.44
-144,54,1511.38
-142,54,1322.93
-140,54,1199.44
-138,54,1149.93
-136,54,1170.94
-134,54,1246.52
-132,54,1356.39
-130,54,1483.22
-128,54,1614.85
-126,54,1743.48
-124,54,1864.42
-122,54,1975
-120,54,2073.86
-118,54,2160.54
-116,54,2235.17
-114,54,2298.28
-112,54,2350.66
-110,54,2393.32
-108,54,2427.33
-106,54,2453.85
-104,54,2474.04
-102,54,2489
-100,54,2499.79
-98,54,2507.35
-96,54,2512.5
-94,54,2515.89
-92,54,2518.01
-90,54,2519.15
-88,54,2519.42
-86,54,2518.71
-84,54,2516.73
-82,54,2512.97
-80,54,2506.78
-78,54,2497.32
-76,54,2483.65
-74,54,2464.7
-72,54,2439.33
-70,54,2406.37
-68,54,2364.64
-66,54,2313.01
-64,54,2250.46
-62,54,2176.15
-60,54,2089.48
-58,54,1990.28
-56,54,1878.94
-54,54,1756.71
-52,54,1626.14
-50,54,1491.78
-48,54,1361.23
-46,54,1246.55
-44,54,1165.2
-42,54,1138.21
-40,54,1182.76
-38,54,1303.2
-36,54,1490.48
-34,54,1729.68
-32,54,2006.47
-30,54,2309.25
-28,54,2628.84
-26,54,2957.74
-24,54,3289.51
-22,54,3618.34
-20,54,3938.89
-18,54,4246.12
-16,54,4535.3
-14,54,4802
-12,54,5042.12
-10,54,5251.95
-8,54,5428.26
-6,54,5568.28
-4,54,5669.81
-2,54,5731.28
0,54,5751.7
2,54,5730.78
4,54,5668.85
6,54,5566.92
8,54,5426.61
10,54,5250.14
12,54,5040.29
14,54,4800.32
16,54,4533.95
18,54,4245.28
20,54,3938.73
22,54,3619.03
24,54,3291.2
26,54,2960.58
28,54,2632.93
30,54,2314.66
32,54,2013.22
34,54,1737.71
36,54,1499.57
38,54,1312.87
40,54,1192.2
42,54,1146.45
44,54,1171.53
46,54,1250.78
48,54,1363.6
50,54,1492.67
52,54,1625.94
54,54,1755.76
56,54,1877.51
58,54,1988.6
60,54,2087.72
62,54,2174.45
64,54,2248.95
66,54,2311.77
68,54,2363.74
70,54,2405.86
72,54,2439.26
74,54,2465.1
76,54,2484.54
78,54,2498.71
80,54,2508.68
82,54,2515.39
84,54,2519.65
86,54,2522.14
88,54,2523.34
90,54,2523.54
92,54,2522.84
94,54,2521.13
96,54,2518.13
98,54,2513.33
100,54,2506.07
102,54,2495.53
104,54,2480.76
106,54,2460.72
108,54,2434.27
110,54,2400.27
112,54,2357.56
114,54,2305.03
116,54,2241.71
118,54,2166.78
120,54,2079.7
122,54,1980.35
124,54,1869.19
126,54,1747.53
128,54,1618.04
130,54,1485.37
132,54,1357.25
134,54,1245.81
136,54,1168.37
138,54,1145.39
140,54,1193.12
142,54,1315.26
144,54,1502.79
146,54,1741.23
148,54,2016.7
150,54,2317.91
152,54,2635.89
154,54,2963.26
156,54,3293.67
158,54,3621.39
160,54,3941.1
162,54,4247.8
164,54,4536.77
166,54,4803.55
168,54,5044.04
170,54,5254.51
172,54,5431.64
174,54,5572.65
176,54,5675.29
178,54,5737.89
180,54,5759.46
-180,56,5762.51
-178,56,5741.63
-176,56,5677.55
-174,56,5571.34
-172,56,5424.74
-170,56,5240.17
-168,56,5020.65
-166,56,4769.76
-164,56,4491.55
-162,56,4190.5
-160,56,3871.46
-158,56,3539.61
-156,56,3200.47
-154,56,2859.94
-152,56,2524.49
-150,56,2201.45
-148,56,1899.55
-146,56,1629.75
-144,56,1406.02
-142,56,1244.77
-140,56,1160.32
-138,56,1155.83
-136,56,1218.39
-134,56,1325.78
-132,56,1456.89
-130,56,1596.31
-128,56,1734.12
-126,56,1864.32
-124,56,1983.47
-122,56,2089.81
-120,56,2182.61
-118,56,2261.9
-116,56,2328.18
-114,56,2382.32
-112,56,2425.38
-110,56,2458.6
-108,56,2483.31
-106,56,2500.86
-104,56,2512.6
-102,56,2519.83
-100,56,2523.76
-98,56,2525.49
-96,56,2525.96
-94,56,2525.93
-92,56,2525.97
-90,56,2526.42
-88,56,2527.4
-86,56,2528.79
-84,56,2530.25
-82,56,2531.21
-80,56,2530.89
-78,56,2528.35
-76,56,2522.47
-74,56,2512.04
-72,56,2495.74
-70,56,2472.18
-68,56,2439.99
-66,56,2397.81
-64,56,2344.37
-62,56,2278.55
-60,56,2199.44
-58,56,2106.48
-56,56,1999.57
-54,56,1879.36
-52,56,1747.5
-50,56,1607.3
-48,56,1464.57
-46,56,1329.05
-44,56,1216.09
-42,56,1147.19
-40,56,1145.69
-38,56,1225.9
-36,56,1385.16
-34,56,1608.69
-32,56,1879.31
-30,56,2182.5
-28,56,2507
-26,56,2843.88
-24,56,3185.73
-22,56,3526.03
-20,56,3858.87
-18,56,4178.74
-16,56,4480.48
-14,56,4759.25
-12,56,5010.62
-10,56,5230.56
-8,56,5415.53
-6,56,5562.55
-4,56,5669.22
-2,56,5733.81
0,56,5755.27
2,56,5733.26
4,56,5668.17
6,56,5561.06
8,56,5413.72
10,56,5228.56
12,56,5008.6
14,56,4757.4
16,56,4478.98
18,56,4177.81
20,56,3858.7
22,56,3526.8
24,56,3187.63
26,56,2847.07
28,56,2511.6
30,56,2188.62
32,56,1886.95
34,56,1617.76
36,56,1395.31
38,56,1236.38
40,56,1155.4
42,56,1155.04
44,56,1221.56
46,56,1332.25
48,56,1465.88
50,56,1607.17
52,56,1746.33
54,56,1877.48
56,56,1997.27
58,56,2103.96
60,56,2196.9
62,56,2276.13
64,56,2342.18
66,56,2395.95
68,56,2438.53
70,56,2471.17
72,56,2495.22
74,56,2512.06
76,56,2523.05
78,56,2529.5
80,56,2532.62
82,56,2533.53
84,56,2533.16
86,56,2532.27
88,56,2531.45
90,56,2531.01
92,56,2531.08
94,56,2531.54
96,56,2532.03
98,56,2531.98
100,56,2530.63
102,56,2527.03
104,56,2520.07
106,56,2508.54
108,56,2491.14
110,56,2466.5
112,56,2433.27
114,56,2390.13
116,56,2335.82
118,56,2269.27
120,56,2189.62
122,56,2096.36
124,56,1989.46
126,56,1869.61
128,56,1738.59
130,56,1599.78
132,56,1459.15
134,56,1326.53
136,56,1217.29
138,56,1152.6
140,56,1154.94
142,56,1237.61
144,56,1397.62
146,56,1620.54
148,56,1889.79
150,56,2191.27
152,56,2513.97
154,56,2849.14
156,56,3189.47
158,56,3528.52
160,56,3860.42
162,56,4179.68
164,56,4481.14
166,56,4759.99
168,56,5011.74
170,56,5232.33
172,56,5418.18
174,56,5566.25
176,56,5674.07
178,56,5739.86
180,56,5762.51
-180,58,5766.03
-178,58,5744.12
-176,58,5676.96
-174,58,5565.71
-172,58,5412.25
-170,58,5219.22
-168,58,4989.87
-166,58,4728.07
-164,58,4438.22
-162,58,4125.16
-160,58,3794.13
-158,58,3450.77
-156,58,3101.1
-154,58,2751.62
-152,58,2409.58
-150,58,2083.41
-148,58,1783.47
-146,58,1523.14
-144,58,1319.37
-142,58,1190.55
-140,58,1148.05
-138,58,1186.13
-136,58,1283.24
-134,58,1414.35
-132,58,1559.7
-130,58,1706.28
-128,58,1846.18
-126,58,1974.82
-124,58,2089.74
-122,58,2189.84
-120,58,2274.92
-118,58,2345.38
-116,58,2402.07
-114,58,2446.1
-112,58,2478.82
-110,58,2501.67
-108,58,2516.21
-106,58,2523.98
-104,58,2526.53
-102,58,2525.35
