Phi[deg],Theta[deg],rETotal[mV]
102,86,1292.15
104,86,1469.24
106,86,1640.1
108,86,1802.44
110,86,1954.1
112,86,2092.97
114,86,2216.92
116,86,2323.8
118,86,2411.44
120,86,2477.67
122,86,2520.37
124,86,2537.52
126,86,2527.3
128,86,2488.13
130,86,2418.91
132,86,2319.11
134,86,2189.15
136,86,2030.8
138,86,1848.07
140,86,1648.67
142,86,1446.94
144,86,1268.82
146,86,1156.93
148,86,1162.02
150,86,1307.96
152,86,1573.04
154,86,1918.23
156,86,2311.49
158,86,2730.51
160,86,3159.17
162,86,3584.71
164,86,3996.25
166,86,4384.11
168,86,4739.52
170,86,5054.6
172,86,5322.41
174,86,5537.04
176,86,5693.75
178,86,5789.07
180,86,5820.91
-180,88,5822.32
-178,88,5789.69
-176,88,5693.37
-174,88,5535.52
-172,88,5319.68
-170,88,5050.67
-168,88,4734.46
-166,88,4378.05
-164,88,3989.41
-162,88,3577.36
-160,88,3151.63
-158,88,2723.16
-156,88,2304.76
-154,88,1912.6
-152,88,1568.99
-150,88,1305.87
-148,88,1161.75
-146,88,1157.46
-144,88,1268.74
-142,88,1445.26
-140,88,1644.89
-138,88,1841.98
-136,88,2022.37
-134,88,2178.43
-132,88,2306.21
-130,88,2403.98
-128,88,2471.33
-126,88,2508.8
-124,88,2517.47
-122,88,2498.88
-120,88,2454.81
-118,88,2387.21
-116,88,2298.13
-114,88,2189.65
-112,88,2063.81
-110,88,1922.62
-108,88,1768.04
-106,88,1601.94
-104,88,1426.11
-102,88,1242.34
-100,88,1052.43
-98,88,858.456
-96,88,663.221
-94,88,472.08
-92,88,300.906
-90,88,213.751
-88,88,298.809
-86,88,469.639
-84,88,661.026
-82,88,856.79
-80,88,1051.52
-78,88,1242.38
-76,88,1427.31
-74,88,1604.5
-72,88,1772.17
-70,88,1928.5
-68,88,2071.6
-66,88,2199.5
-64,88,2310.14
-62,88,2401.41
-60,88,2471.16
-58,88,2517.29
-56,88,2537.75
-54,88,2530.65
-52,88,2494.38
-50,88,2427.74
-48,88,2330.11
-46,88,2201.82
-44,88,2044.51
-42,88,1862.05
-40,88,1661.95
-38,88,1458.26
-36,88,1276.55
-34,88,1159.35
-32,88,1158.57
-30,88,1300.32
-28,88,1563.76
-26,88,1909.11
-24,88,2303.46
-22,88,2723.96
-20,88,3154.21
-18,88,3581.28
-16,88,3994.22
-14,88,4383.31
-12,88,4739.81
-10,88,5055.83
-8,88,5324.49
-6,88,5539.91
-4,88,5697.36
-2,88,5793.41
0,88,5825.92
2,88,5794.18
4,88,5698.89
6,88,5542.13
8,88,5327.35
10,88,5059.28
12,88,4743.79
14,88,4387.84
16,88,3999.33
18,88,3587.07
20,88,3160.86
22,88,2731.7
24,88,2312.57
26,88,1919.9
28,88,1576.38
30,88,1314.38
32,88,1172.51
34,88,1170.88
36,88,1284.39
38,88,1462.52
40,88,1663.29
42,88,1861.16
44,88,2041.98
46,88,2198.13
48,88,2325.71
50,88,2422.97
52,88,2489.57
54,88,2526.05
56,88,2533.58
58,88,2513.72
60,88,2468.3
62,88,2399.32
64,88,2308.86
66,88,2199.03
68,88,2071.91
70,88,1929.52
72,88,1773.84
74,88,1606.73
76,88,1430.01
78,88,1245.44
80,88,1054.85
82,88,860.301
84,88,664.625
86,88,473.246
88,88,302.272
90,88,216.028
92,88,301.351
94,88,472.219
96,88,663.784
98,88,859.789
100,88,1054.77
102,88,1245.86
104,88,1430.97
106,88,1608.27
108,88,1775.96
110,88,1932.2
112,88,2075.07
114,88,2202.6
116,88,2312.72
118,88,2403.33
120,88,2472.29
122,88,2517.52
124,88,2537.01
126,88,2528.92
128,88,2491.69
130,88,2424.18
132,88,2325.86
134,88,2197.08
136,88,2039.59
138,88,1857.27
140,88,1657.71
142,88,1454.98
144,88,1274.65
146,88,1159.04
148,88,1159.52
150,88,1301.65
152,88,1564.65
154,88,1909.17
156,88,2302.66
158,88,2722.42
160,88,3152.12
162,88,3578.87
164,88,3991.7
166,88,4380.83
168,88,4737.45
170,88,5053.63
172,88,5322.36
174,88,5537.72
176,88,5694.93
178,88,5790.5
180,88,5822.32
-180,90,5823.13
-178,90,5790.32
-176,90,5693.74
-174,90,5535.56
-172,90,5319.34
-170,90,5049.89
-168,90,4733.22
-166,90,4376.35
-164,90,3987.25
-162,90,3574.76
-160,90,3148.65
-158,90,2719.88
-156,90,2301.28
-154,90,1909.11
-152,90,1565.78
-150,90,1303.4
-148,90,1160.57
-146,90,1157.81
-144,90,1270.33
-142,90,1447.57
-140,90,1647.53
-138,90,1844.68
-136,90,2024.93
-134,90,2180.72
-132,90,2308.14
-130,90,2405.45
-128,90,2472.27
-126,90,2509.13
-124,90,2517.13
-122,90,2497.8
-120,90,2452.92
-118,90,2384.43
-116,90,2294.38
-114,90,2184.82
-112,90,2057.78
-110,90,1915.24
-108,90,1759.09
-106,90,1591.13
-104,90,1413.04
-102,90,1226.38
-100,90,1032.63
-98,90,833.121
-96,90,629.125
-94,90,421.821
-92,90,212.348
-90,90,6.40941
-88,90,209.205
-86,90,418.915
-84,90,626.62
-82,90,831.189
-80,90,1031.45
-78,90,1226.14
-76,90,1413.93
-74,90,1593.36
-72,90,1762.86
-70,90,1920.74
-68,90,2065.19
-66,90,2194.28
-64,90,2305.99
-62,90,2398.25
-60,90,2468.93
-58,90,2515.91
-56,90,2537.16
-54,90,2530.81
-52,90,2495.23
-50,90,2429.22
-48,90,2332.17
-46,90,2204.38
-44,90,2047.48
-42,90,1865.31
-40,90,1665.35
-38,90,1461.57
-36,90,1279.4
-34,90,1161.2
-32,90,1158.98
-30,90,1299.35
-28,90,1561.89
-26,90,1906.81
-24,90,2301.06
-22,90,2721.69
-20,90,3152.2
-18,90,3579.62
-16,90,3992.97
-14,90,4382.5
-12,90,4739.42
-10,90,5055.87
-8,90,5324.9
-6,90,5540.64
-4,90,5698.35
-2,90,5794.56
0,90,5827.16
2,90,5795.4
4,90,5700
6,90,5543.04
8,90,5327.98
10,90,5059.54
12,90,4743.63
14,90,4387.21
16,90,3998.21
18,90,3585.47
20,90,3158.8
22,90,2729.25
24,90,2309.86
26,90,1917.13
28,90,1573.88
30,90,1312.65
32,90,1172.14
34,90,1172.09
36,90,1286.82
38,90,1465.64
40,90,1666.7
42,90,1864.58
44,90,2045.21
46,90,2201.05
48,90,2328.19
50,90,2424.92
52,90,2490.92
54,90,2526.74
56,90,2533.53
58,90,2512.88
60,90,2466.61
62,90,2396.7
64,90,2305.25
66,90,2194.32
68,90,2065.98
70,90,1922.23
72,90,1764.96
74,90,1595.98
76,90,1416.96
78,90,1229.48
80,90,1034.98
82,90,834.8
84,90,630.194
86,90,422.337
88,90,212.382
90,90,9.23089
92,90,210.383
94,90,420.51
96,90,628.649
98,90,833.639
100,90,1034.29
102,90,1229.33
104,90,1417.41
106,90,1597.05
108,90,1766.66
110,90,1924.53
112,90,2068.82
114,90,2197.62
116,90,2308.88
118,90,2400.54
120,90,2470.46
122,90,2516.58
124,90,2536.88
126,90,2529.54
128,90,2492.98
130,90,2426.06
132,90,2328.24
134,90,2199.85
136,90,2042.62
138,90,1860.41
140,90,1660.75
142,90,1457.64
144,90,1276.52
146,90,1159.65
148,90,1158.63
150,90,1299.56
152,90,1561.98
154,90,1906.41
156,90,2300.08
158,90,2720.19
160,90,3150.32
162,90,3577.54
164,90,3990.84
166,90,4380.43
168,90,4737.46
170,90,5053.98
172,90,5322.99
174,90,5538.53
176,90,5695.83
178,90,5791.41
180,90,5823.13
-180,92,5823.34
-178,92,5790.44
-176,92,5693.85
-174,92,5535.75
-172,92,5319.68
-170,92,5050.47
-168,92,4734.09
-166,92,4377.56
-164,92,3988.83
-162,92,3576.71
-160,92,3150.95
-158,92,2722.48
-156,92,2304.08
-154,92,1911.92
-152,92,1568.3
-150,92,1305.15
-148,92,1161.01
-146,92,1156.73
-144,92,1268.07
-142,92,1444.64
-140,92,1644.33
-138,92,1841.49
-136,92,2021.94
-134,92,2178.05
-132,92,2305.91
-130,92,2403.74
-128,92,2471.16
-126,92,2508.68
-124,92,2517.41
-122,92,2498.85
-120,92,2454.8
-118,92,2387.21
-116,92,2298.11
-114,92,2189.59
-112,92,2063.69
-110,92,1922.43
-108,92,1767.75
-106,92,1601.52
-104,92,1425.54
-102,92,1241.57
-100,92,1051.41
-98,92,857.082
-96,92,661.324
-94,92,469.294
-92,92,296.395
-90,92,207.259
-88,92,294.173
-86,92,466.701
-84,92,658.943
-82,92,855.182
-80,92,1050.2
-78,92,1241.25
-76,92,1426.31
-74,92,1603.59
-72,92,1771.32
-70,92,1927.7
-68,92,2070.83
-66,92,2198.76
-64,92,2309.43
-62,92,2400.73
-60,92,2470.53
-58,92,2516.71
-56,92,2537.22
-54,92,2530.2
-52,92,2494.03
-50,92,2427.51
-48,92,2330.03
-46,92,2201.91
-44,92,2044.81
-42,92,1862.6
-40,92,1662.81
-38,92,1459.5
-36,92,1278.24
-34,92,1161.45
-32,92,1160.87
-30,92,1302.51
-28,92,1565.68
-26,92,1910.76
-24,92,2304.9
-22,92,2725.26
-20,92,3155.42
-18,92,3582.46
-16,92,3995.41
-14,92,4384.55
-12,92,4741.11
-10,92,5057.22
-8,92,5325.98
-6,92,5541.49
-4,92,5699.05
-2,92,5795.18
0,92,5827.76
2,92,5796.07
4,92,5700.79
6,92,5544.02
8,92,5329.19
10,92,5061.04
12,92,4745.44
14,92,4389.35
16,92,4000.68
18,92,3588.25
20,92,3161.86
22,92,2732.54
24,92,2313.26
26,92,1920.48
28,92,1576.92
30,92,1314.95
32,92,1173.18
34,92,1171.67
36,92,1285.26
38,92,1463.42
40,92,1664.19
42,92,1862.03
44,92,2042.82
46,92,2198.93
48,92,2326.44
50,92,2423.65
52,92,2490.19
54,92,2526.61
56,92,2534.08
58,92,2514.16
60,92,2468.68
62,92,2399.64
64,92,2309.12
66,92,2199.22
68,92,2072.02
70,92,1929.54
72,92,1773.74
74,92,1606.48
76,92,1429.56
78,92,1244.74
80,92,1053.8
82,92,858.749
84,92,662.288
86,92,469.54
88,92,295.857
90,92,206.281
92,92,294.09
94,92,467.481
96,92,660.387
98,92,857.192
100,92,1052.71
102,92,1244.2
104,92,1429.63
106,92,1607.19
108,92,1775.1
110,92,1931.53
112,92,2074.58
114,92,2202.26
116,92,2312.53
118,92,2403.27
120,92,2472.36
122,92,2517.7
124,92,2537.28
126,92,2529.27
128,92,2492.1
130,92,2424.62
132,92,2326.3
134,92,2197.5
136,92,2039.93
138,92,1857.51
140,92,1657.79
142,92,1454.88
144,92,1274.37
146,92,1158.66
148,92,1159.22
150,92,1301.62
152,92,1564.99
154,92,1909.9
156,92,2303.73
158,92,2723.8
160,92,3153.76
162,92,3580.71
164,92,3993.68
166,92,4382.89
168,92,4739.52
170,92,5055.64
172,92,5324.26
174,92,5539.45
176,92,5696.45
178,92,5791.78
180,92,5823.34
-180,94,5822.93
-178,94,5790.04
-176,94,5693.7
-174,94,5536.09
-172,94,5320.73
-170,94,5052.41
-168,94,4737.07
-166,94,4381.68
-164,94,3994.14
-162,94,3583.21
-160,94,3158.54
-158,94,2730.97
-156,94,2313.15
-154,94,1921.04
-152,94,1576.59
-150,94,1311.2
-148,94,1163.17
-146,94,1154.31
-144,94,1262.03
-142,94,1436.51
-140,94,1635.32
-138,94,1832.41
-136,94,2013.35
-134,94,2170.38
-132,94,2299.46
-130,94,2398.79
-128,94,2467.93
-126,94,2507.37
-124,94,2518.19
-122,94,2501.91
-120,94,2460.31
-118,94,2395.37
-116,94,2309.13
-114,94,2203.72
-112,94,2081.26
-110,94,1943.85
-108,94,1793.56
-106,94,1632.47
-104,94,1462.7
-102,94,1286.49
-100,94,1106.47
-98,94,926.11
-96,94,750.837
-94,94,590.773
-92,94,466.97
-90,94,416.741
-88,94,465.651
-86,94,588.848
-84,94,748.883
-82,94,924.485
-80,94,1105.43
-78,94,1286.27
-76,94,1463.5
-74,94,1634.52
-72,94,1797.06
-70,94,1949
-68,94,2088.26
-66,94,2212.72
-64,94,2320.25
-62,94,2408.68
-60,94,2475.84
-58,94,2519.57
-56,94,2537.83
-54,94,2528.75
-52,94,2490.71
-50,94,2422.53
-48,94,2323.63
-46,94,2194.37
-44,94,2036.48
-42,94,1853.91
-40,94,1654.34
-38,94,1452.1
-36,94,1273.14
-34,94,1160.18
-32,94,1164.32
-30,94,1309.86
-28,94,1575.17
-26,94,1920.96
-24,94,2314.95
-22,94,2734.66
-20,94,3163.87
-18,94,3589.79
-16,94,4001.54
-14,94,4389.47
-12,94,4744.86
-10,94,5059.9
-8,94,5327.72
-6,94,5542.48
-4,94,5699.47
-2,94,5795.26
0,94,5827.74
2,94,5796.18
4,94,5701.26
6,94,5545.06
8,94,5331.01
10,94,5063.78
12,94,4749.23
14,94,4394.26
16,94,4006.74
18,94,3595.43
20,94,3170.05
22,94,2741.55
24,94,2322.78
26,94,1929.98
28,94,1585.54
30,94,1321.33
32,94,1175.73
34,94,1169.73
36,94,1279.77
38,94,1455.85
40,94,1655.74
42,94,1853.49
44,94,2034.74
46,94,2191.71
48,94,2320.41
50,94,2419.06
52,94,2487.26
54,94,2525.56
56,94,2535.08
58,94,2517.4
60,94,2474.35
62,94,2407.94
64,94,2320.27
66,94,2213.48
68,94,2089.71
70,94,1951.08
72,94,1799.68
74,94,1637.57
76,94,1466.86
78,94,1289.8
80,94,1109
82,94,927.909
84,94,751.934
86,94,591.193
88,94,466.801
90,94,416.333
92,94,465.578
94,94,589.394
96,94,750.066
98,94,926.262
100,94,1107.75
102,94,1289.06
104,94,1466.71
106,94,1638.05
108,94,1800.8
110,94,1952.84
112,94,2092.04
114,94,2216.29
116,94,2323.46
118,94,2411.36
120,94,2477.82
122,94,2520.74
124,94,2538.07
126,94,2528
128,94,2488.95
130,94,2419.78
132,94,2319.99
134,94,2189.96
136,94,2031.48
138,94,1848.53
140,94,1648.83
142,94,1446.74
144,94,1268.26
146,94,1156.16
148,94,1161.41
150,94,1307.9
152,94,1573.73
154,94,1919.67
156,94,2313.62
158,94,2733.24
160,94,3162.41
162,94,3588.35
164,94,4000.17
166,94,4388.18
168,94,4743.61
170,94,5058.58
172,94,5326.17
174,94,5540.47
176,94,5696.77
178,94,5791.62
180,94,5822.93
-180,96,5821.92
-178,96,5789.12
-176,96,5693.29
-174,96,5536.58
-172,96,5322.47
-170,96,5055.7
-168,96,4742.15
-166,96,4388.72
-164,96,4003.19
-162,96,3594.24
-160,96,3171.4
-158,96,2745.34
-156,96,2328.51
-154,96,1936.51
-152,96,1590.73
-150,96,1321.74
-148,96,1167.35
-146,96,1150.87
-144,96,1252.43
-142,96,1423.29
-140,96,1620.51
-138,96,1817.4
-136,96,1999.1
-134,96,2157.57
-132,96,2288.64
-130,96,2390.39
-128,96,2462.32
-126,96,2504.89
-124,96,2519.15
-122,96,2506.59
-120,96,2469.01
-118,96,2408.38
-116,96,2326.82
-114,96,2226.48
-112,96,2109.59
-110,96,1978.36
-108,96,1835.08
-106,96,1682.08
-104,96,1521.86
-102,96,1357.25
-100,96,1191.72
-98,96,1029.97
-96,96,878.921
-94,96,749.505
-92,96,658.2
-90,96,624.254
-88,96,657.373
-86,96,748.173
-84,96,877.478
-82,96,1028.74
-80,96,1191
-78,96,1357.26
-76,96,1522.83
-74,96,1684.24
-72,96,1838.64
-70,96,1983.53
-68,96,2116.55
-66,96,2235.41
-64,96,2337.84
-62,96,2421.57
-60,96,2484.39
-58,96,2524.1
-56,96,2538.64
-54,96,2526.14
-52,96,2485
-50,96,2414.06
-48,96,2312.81
-46,96,2181.64
-44,96,2022.39
-42,96,1839.18
-40,96,1639.95
-38,96,1439.45
-36,96,1264.31
-34,96,1157.7
-32,96,1169.62
-30,96,1321.57
-28,96,1590.42
-26,96,1937.44
-24,96,2331.22
-22,96,2749.88
-20,96,3177.53
-18,96,3601.59
-16,96,4011.35
-14,96,4397.24
-12,96,4750.68
-10,96,5063.91
-8,96,5330.14
-6,96,5543.6
-4,96,5699.63
-2,96,5794.84
0,96,5827.12
2,96,5795.76
4,96,5701.43
6,96,5546.19
8,96,5333.43
10,96,5067.76
12,96,4754.99
14,96,4401.93
16,96,4016.37
18,96,3606.98
20,96,3183.34
22,96,2756.28
24,96,2338.42
26,96,1945.67
28,96,1599.85
30,96,1332
32,96,1180.07
34,96,1166.55
36,96,1270.53
38,96,1443.05
40,96,1641.36
42,96,1838.9
44,96,2020.87
46,96,2179.25
48,96,2309.89
50,96,2410.92
52,96,2481.88
54,96,2523.27
56,96,2536.2
58,96,2522.21
60,96,2483.16
62,96,2421.06
64,96,2338.05
66,96,2236.33
68,96,2118.14
70,96,1985.71
72,96,1841.32
74,96,1687.31
76,96,1526.18
78,96,1360.74
80,96,1194.45
82,96,1031.99
84,96,880.303
86,96,750.31
88,96,658.564
90,96,624.433
92,96,657.698
94,96,748.892
96,96,878.701
98,96,1030.5
100,96,1193.26
102,96,1359.99
104,96,1525.97
106,96,1687.7
108,96,1842.33
110,96,1987.32
112,96,2120.3
114,96,2238.96
116,96,2341.03
118,96,2424.25
120,96,2486.39
122,96,2525.29
124,96,2538.92
126,96,2525.42
128,96,2483.26
130,96,2411.32
132,96,2309.11
134,96,2177.1
136,96,2017.16
138,96,1833.42
140,96,1633.87
142,96,1433.29
144,96,1258.38
146,96,1152.45
148,96,1165.49
150,96,1318.6
152,96,1588.27
154,96,1935.73
156,96,2329.72
158,96,2748.49
160,96,3176.24
162,96,3600.42
164,96,4010.28
166,96,4396.26
168,96,4749.69
170,96,5062.79
172,96,5328.69
174,96,5541.58
176,96,5696.79
178,96,5790.93
180,96,5821.92
-180,98,5820.32
-178,98,5787.72
-176,98,5692.65
-174,98,5537.23
-172,98,5324.91
-170,98,5060.35
-168,98,4749.33
-166,98,4398.64
-164,98,4015.95
-162,98,3609.78
-160,98,3189.5
-158,98,2765.58
-156,98,2350.17
-154,98,1958.41
-152,98,1610.91
-150,98,1337.09
-148,98,1174.06
-146,98,1146.92
-144,98,1239.65
-142,98,1405.16
-140,98,1599.96
-138,98,1796.41
-136,98,1979.04
-134,98,2139.42
-132,98,2273.15
-130,98,2378.18
-128,98,2453.93
-126,98,2500.76
-124,98,2519.7
-122,98,2512.23
-120,98,2480.13
-118,98,2425.39
-116,98,2350.16
-114,98,2256.68
-112,98,2147.24
-110,98,2024.23
-108,98,1890.11
-106,98,1747.48
-104,98,1599.19
-102,98,1448.55
-100,98,1299.57
-98,98,1157.45
-96,98,1029.21
-94,98,924.215
-92,98,853.851
-90,98,828.692
-88,98,853.327
-86,98,923.341
-84,98,1028.24
-82,98,1156.67
-80,98,1299.22
-78,98,1448.88
-76,98,1600.43
-74,98,1749.85
-72,98,1893.83
-70,98,2029.51
-68,98,2154.27
-66,98,2265.62
-64,98,2361.16
-62,98,2438.53
-60,98,2495.42
-58,98,2529.63
-56,98,2539.08
-54,98,2521.88
-52,98,2476.48
-50,98,2401.76
-48,98,2297.26
-46,98,2163.48
-44,98,2002.4
-42,98,1818.36
-40,98,1619.68
-38,98,1421.74
-36,98,1252.1
-34,98,1154.5
-32,98,1177.26
-30,98,1337.95
-28,98,1611.59
-26,98,1960.25
-24,98,2353.71
-22,98,2770.89
-20,98,3196.36
-18,98,3617.84
-16,98,4024.8
-14,98,4407.86
-12,98,4758.54
-10,98,5069.24
-8,98,5333.25
-6,98,5544.88
-4,98,5699.55
-2,98,5793.91
0,98,5825.91
2,98,5794.82
4,98,5701.32
6,98,5547.42
8,98,5336.46
10,98,5072.99
12,98,4762.71
14,98,4412.35
16,98,4029.57
18,98,3622.88
20,98,3201.74
22,98,2776.73
24,98,2360.21
26,98,1967.62
28,98,1620.01
30,98,1347.28
32,98,1186.7
34,98,1162.63
36,98,1257.91
38,98,1425.16
40,98,1621.07
42,98,1818.18
44,98,2001.05
46,98,2161.31
48,98,2294.59
50,98,2398.86
52,98,2473.6
54,98,2519.23
56,98,2536.82
58,98,2527.91
60,98,2494.32
62,98,2438.11
64,98,2361.44
66,98,2266.58
68,98,2155.85
70,98,2031.66
72,98,1896.45
74,98,1752.83
76,98,1603.66
78,98,1452.22
80,98,1302.52
82,98,1159.75
84,98,1030.93
86,98,925.46
88,98,854.748
90,98,829.434
92,98,854.135
94,98,924.405
96,98,1029.69
98,98,1158.54
100,98,1301.54
102,98,1451.63
104,98,1603.54
106,98,1753.25
108,98,1897.43
110,98,2033.19
112,98,2157.9
114,98,2269.05
116,98,2364.23
118,98,2441.07
120,98,2497.3
122,98,2530.7
124,98,2539.23
126,98,2521.04
128,98,2474.61
130,98,2398.86
132,98,2293.37
134,98,2158.68
136,98,1996.82
138,98,1812.12
140,98,1612.95
142,98,1414.73
144,98,1245.1
146,98,1148.06
148,98,1171.98
150,98,1334.04
152,98,1608.78
154,98,1958.14
156,98,2352.04
158,98,2769.51
160,98,3195.21
162,98,3616.87
164,98,4023.98
166,98,4407.11
168,98,4757.75
170,98,5068.23
172,98,5331.82
174,98,5542.77
176,98,5696.52
178,98,5789.71
180,98,5820.32
-180,100,5818.15
-178,100,5785.84
-176,100,5691.78
-174,100,5538.07
-172,100,5328.07
-170,100,5066.35
-168,100,4758.58
-166,100,4411.42
-164,100,4032.37
-162,100,3629.78
-160,100,3212.8
-158,100,2791.66
-156,100,2378.13
-154,100,1986.79
-152,100,1637.32
-150,100,1357.7
-148,100,1183.97
-146,100,1143.22
-144,100,1224.23
-142,100,1382.43
-140,100,1573.75
-138,100,1769.38
-136,100,1952.97
-134,100,2115.62
-132,100,2252.6
-130,100,2361.69
-128,100,2442.16
-126,100,2494.31
-124,100,2519.09
-122,100,2517.96
-120,100,2492.67
-118,100,2445.23
-116,100,2377.82
-114,100,2292.74
-112,100,2192.37
-110,100,2079.22
-108,100,1955.91
-106,100,1825.25
-104,100,1690.36
-102,100,1554.76
-100,100,1422.68
-98,100,1299.24
-96,100,1190.74
-94,100,1104.58
-92,100,1048.53
-90,100,1028.9
-88,100,1048.22
-86,100,1104.06
-84,100,1190.2
-82,100,1298.89
-80,100,1422.75
-78,100,1555.47
-76,100,1691.93
-74,100,1827.91
-72,100,1959.86
-70,100,2084.68
-68,100,2199.54
-66,100,2301.78
-64,100,2388.87
-62,100,2458.37
-60,100,2507.92
-58,100,2535.28
-56,100,2538.36
-54,100,2515.3
-52,100,2464.58
-50,100,2385.13
-48,100,2276.59
-46,100,2139.59
-44,100,1976.31
-42,100,1791.37
-40,100,1593.61
-38,100,1399.26
-36,100,1237.05
-34,100,1151.33
-32,100,1187.9
-30,100,1359.42
-28,100,1638.88
-26,100,1989.46
-24,100,2382.44
-22,100,2797.68
-20,100,3220.34
-18,100,3638.49
-16,100,4041.87
-14,100,4421.29
-12,100,4768.45
-10,100,5075.89
-8,100,5337.04
-6,100,5546.32
-4,100,5699.25
-2,100,5792.53
0,100,5824.15
2,100,5793.41
4,100,5700.95
6,100,5548.77
8,100,5340.11
10,100,5079.46
12,100,4772.39
14,100,4425.5
16,100,4046.29
18,100,3643.11
20,100,3225.2
22,100,2802.89
24,100,2388.17
26,100,1995.92
28,100,1646.24
30,100,1367.61
32,100,1196.3
34,100,1158.7
36,100,1242.42
38,100,1402.47
40,100,1594.95
42,100,1791.24
44,100,1975.07
46,100,2137.58
48,100,2274.08
50,100,2382.39
52,100,2461.83
54,100,2512.76
56,100,2536.18
58,100,2533.59
60,100,2506.82
62,100,2457.91
64,100,2389.07
66,100,2302.62
68,100,2200.98
70,100,2086.66
72,100,1962.3
74,100,1830.69
76,100,1694.94
78,100,1558.59
80,100,1425.84
82,100,1301.81
84,100,1192.8
86,100,1106.24
88,100,1049.91
90,100,1030.15
92,100,1049.49
94,100,1105.5
96,100,1191.92
98,100,1300.95
100,100,1425.17
102,100,1558.24
104,100,1695
106,100,1831.22
108,100,1963.33
110,100,2088.19
112,100,2202.95
114,100,2304.96
116,100,2391.67
118,100,2460.63
120,100,2509.51
122,100,2536.06
124,100,2538.22
126,100,2514.17
128,100,2462.4
130,100,2381.91
132,100,2272.36
134,100,2134.4
136,100,1970.25
138,100,1784.54
140,100,1586.14
142,100,1391.32
144,100,1228.97
146,100,1143.73
148,100,1181.56
150,100,1354.66
152,100,1635.46
154,100,1986.98
156,100,2380.58
158,100,2796.26
160,100,3219.25
162,100,3637.65
164,100,4041.19
166,100,4420.67
168,100,4767.74
170,100,5074.9
172,100,5335.54
174,100,5544.06
176,100,5695.97
178,100,5787.99
180,100,5818.15
-180,102,5815.46
-178,102,5783.53
-176,102,5690.74
-174,102,5539.11
-172,102,5331.95
-170,102,5073.7
-168,102,4769.89
-166,102,4427.02
-164,102,4052.41
-162,102,3654.19
-160,102,3241.27
-158,102,2823.55
-156,102,2412.4
-154,102,2021.76
-152,102,1670.2
-150,102,1384.06
-148,102,1197.93
-146,102,1140.73
-144,102,1206.94
-142,102,1355.53
-140,102,1542.05
-138,102,1736.25
-136,102,1920.7
-134,102,2085.83
-132,102,2226.53
-130,102,2340.32
-128,102,2426.32
-126,102,2484.71
-124,102,2516.36
-122,102,2522.67
-120,102,2505.37
-118,102,2466.48
-116,102,2408.17
-114,102,2332.79
-112,102,2242.79
-110,102,2140.76
-108,102,2029.44
-106,102,1911.76
-104,102,1790.95
-102,102,1670.6
-100,102,1554.82
-98,102,1448.34
-96,102,1356.51
-94,102,1285.06
-92,102,1239.42
-90,102,1223.65
-88,102,1239.27
-86,102,1284.83
-84,102,1356.34
-82,102,1448.39
-80,102,1555.29
-78,102,1671.7
-76,102,1792.89
-74,102,1914.75
-72,102,2033.69
-70,102,2146.47
-68,102,2250.16
-66,102,2341.98
-64,102,2419.32
-62,102,2479.67
-60,102,2520.62
-58,102,2539.93
-56,102,2535.52
-54,102,2505.55
-52,102,2448.56
-50,102,2363.57
-48,102,2250.32
-46,102,2109.62
-44,102,1943.89
-42,102,1758.15
-40,102,1561.89
-38,102,1372.43
-36,102,1219.92
-34,102,1149.16
-32,102,1202.39
-30,102,1386.48
-28,102,1672.52
-26,102,2025.16
-24,102,2417.39
-22,102,2830.2
-20,102,3249.41
-18,102,3663.5
-16,102,4062.5
-14,102,4437.49
-12,102,4780.37
-10,102,5083.86
-8,102,5341.54
-6,102,5547.97
-4,102,5698.77
-2,102,5790.73
0,102,5821.89
2,102,5791.56
4,102,5700.37
6,102,5550.26
8,102,5344.4
10,102,5087.17
12,102,4784.01
14,102,4441.34
16,102,4066.5
18,102,3667.62
20,102,3253.69
22,102,2834.73
24,102,2422.33
26,102,2030.69
28,102,1678.81
30,102,1393.52
32,102,1209.72
34,102,1155.73
36,102,1224.81
38,102,1375.38
40,102,1563.13
42,102,1758.01
44,102,1942.7
46,102,2107.68
48,102,2247.89
50,102,2360.88
52,102,2445.84
54,102,2503
56,102,2533.28
58,102,2538.15
60,102,2519.38
62,102,2479.02
64,102,2419.29
66,102,2342.57
68,102,2251.32
70,102,2148.16
72,102,2035.81
74,102,1917.22
76,102,1795.59
78,102,1674.53
80,102,1558.13
82,102,1451.13
84,102,1358.86
86,102,1287.07
88,102,1241.2
90,102,1225.31
92,102,1240.94
94,102,1286.61
96,102,1358.31
98,102,1450.62
100,102,1557.79
102,102,1674.46
104,102,1795.88
106,102,1917.91
108,102,2036.93
110,102,2149.69
112,102,2253.24
114,102,2344.78
116,102,2421.7
118,102,2481.49
120,102,2521.75
122,102,2540.24
124,102,2534.91
126,102,2503.95
128,102,2445.92
130,102,2359.88
132,102,2245.6
134,102,2103.9
136,102,1937.23
138,102,1750.63
140,102,1553.6
142,102,1363.51
144,102,1210.74
146,102,1140.45
148,102,1195.09
150,102,1380.98
152,102,1668.56
154,102,2022.32
156,102,2415.33
158,102,2828.7
160,102,3248.31
162,102,3662.68
164,102,4061.86
166,102,4436.89
168,102,4779.63
170,102,5082.77
172,102,5339.86
174,102,5545.45
